ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	LATITUDE	LONGITUDE	LANGUAGE_FAMILY	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS
2342	216_kill	kill	6	Asu G.22	kómà	kómà	k ó/o m à/a	asut1235	-4.17978	37.8323	Atlantic-Congo	1 7 4 7	AXBZ	KUMA	7	7.K.C 7.U.V 7.M.C 7.A.V	2.0 1.5 1.75 0.8	kó/omà/a	1	2350
2818	216_kill	kill	7	Rumanyo (Gciriku) K.38	dípàɣà	dípàɣà	d í/i p à/a ɣ à/a	diri1252	-18.1681	20.6678	Atlantic-Congo	1 7 1 7 3 7	AXBYBZ	TIPAGA	8	8.T.C 8.I.V 8.P.C 8.A.V 8.G.C 8.A.V	2.0 1.5 1.75 1.3 1.75 0.8	dí/ipà/aɣà/a	0	2351
3210	216_kill	kill	8	Lega D.25	ítà	ítà	í/i t à/a	lega1249	-3.83196	27.1424	Atlantic-Congo	7 1 7	XBZ	ITA	9	9.I.V 9.T.C 9.A.V	1.5 1.75 0.8	í/ità/a	0	2352
3609	216_kill	kill	9	Tswana S.30	bʊ́lájá	bʊ́lájá	b ʊ́/ʊ l á j á/a	tswa1253	-24.368	24.7587	Atlantic-Congo	1 7 5 7 6 7	AXBYBZ	PYLAJA	10	10.P.C 10.Y.V 10.L.C 10.A.V 10.J.C 10.A.V	2.0 1.5 1.75 1.3 1.75 0.8	bʊ́/ʊlájá/a	0	2353
4038	216_kill	kill	10	Yao P.21	wulaga	wulaga	w u l a g a	yaoo1241	-13.6119	35.2387	Atlantic-Congo	6 7 5 7 1 7	AXBYBZ	WYLAKA	2	2.W.C 2.Y.V 2.L.C 2.A.V 2.K.C 2.A.V	2.0 1.5 1.75 1.3 1.75 0.8	wulaga	0	2345
239	217_knee	knee	1	Kinyamwezi F22	jʊ̀ʊ̀ŋgɔ̀	jʊ̀ʊ̀ŋgɔ̀	j ʊ̀/ʊ ʊ̀/ʊ ŋ g ɔ̀/ɔ	nyam1276	-5.08559	32.94452	Atlantic-Congo	6 7 7 4 1 7	AXYMBZ	JYYNKU	1	1.J.C 1.Y.V 1.Y.V 1.N.c 1.K.C 1.U.V	2.0 1.5 1.3 1.1 1.75 0.8	jʊ̀/ʊʊ̀/ʊŋgɔ̀/ɔ	0	2356
240	217_knee	knee	1	Kinyamwezi F22	zwìí	zwìí	z w ì/i í/i	nyam1276	-5.08559	32.94452	Atlantic-Congo	3 6 7 7	ACXZ	SWII	1	1.S.C 1.W.C 1.I.V 1.I.V	2.0 1.5 1.5 0.8	zwì/ií/i	0	2366
677	217_knee	knee	2	Bukusu E.31c	sìkámò	sìkámò	s ì/i k á m ò/o	buku1249	0.68043	34.7719	Atlantic-Congo	3 7 1 7 4 7	AXBYBZ	SIKAMU	3	3.S.C 3.I.V 3.K.C 3.A.V 3.M.C 3.U.V	2.0 1.5 1.75 1.3 1.75 0.8	sì/ikámò/o	0	2358
1096	217_knee	knee	3	Koyo C.24	ŋgɔ́gɔ̀rɔ̀	ŋgɔ́gɔ̀rɔ̀	ŋ g ɔ́/ɔ g ɔ̀/ɔ r ɔ̀/ɔ	koyo1242	-0.69688	15.7508	Atlantic-Congo	4 1 7 1 7 5 7	ACYBYBZ	NKUKURU	4	4.N.C 4.K.C 4.U.V 4.K.C 4.U.V 4.R.C 4.U.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8	ŋgɔ́/ɔgɔ̀/ɔrɔ̀/ɔ	0	2359
1490	217_knee	knee	4	Bemba M.42	kúfí	kúfí	k ú/u f í/i	bemb1257	-10.6122	29.2993	Atlantic-Congo	1 7 3 7	AXBZ	KYBI	5	5.K.C 5.Y.V 5.B.C 5.I.V	2.0 1.5 1.75 0.8	kú/ufí/i	0	2360
1897	217_knee	knee	5	Basaa A.43a	ɓɔ́ŋ	ɓɔ́ŋ	ɓ ɔ́/ɔ ŋ	basa1284	3.80765	10.4213	Atlantic-Congo	1 7 4	AXN	PUN	6	6.P.C 6.U.V 6.N.c	2.0 1.5 0.8	ɓɔ́/ɔŋ	1	2361
2343	217_knee	knee	6	Asu G.22	kúŋkùrò	kúŋkùrò	k ú/u ŋ k ù/u r ò/o	asut1235	-4.17978	37.8323	Atlantic-Congo	1 7 4 1 7 5 7	AXMBYBZ	KYNKYRU	7	7.K.C 7.Y.V 7.N.c 7.K.C 7.Y.V 7.R.C 7.U.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	kú/uŋkù/urò/o	0	2362
2819	217_knee	knee	7	Rumanyo (Gciriku) K.38	górò	górò	g ó/o r ò/o	diri1252	-18.1681	20.6678	Atlantic-Congo	1 7 5 7	AXBZ	KURU	8	8.K.C 8.U.V 8.R.C 8.U.V	2.0 1.5 1.75 0.8	gó/orò/o	0	2363
3211	217_knee	knee	8	Lega D.25	zú	zú	z ú/u	lega1249	-3.83196	27.1424	Atlantic-Congo	3 7	AX	SY	9	9.S.C 9.Y.V	2.0 1.5	zú/u	0	2364
3610	217_knee	knee	9	Tswana S.30	ŋɔ́lɛ́	ŋɔ́lɛ́	ŋ ɔ́/ɔ l ɛ́/ɛ	tswa1253	-24.368	24.7587	Atlantic-Congo	4 7 5 7	AXBZ	NULE	10	10.N.C 10.U.V 10.L.C 10.E.V	2.0 1.5 1.75 0.8	ŋɔ́/ɔlɛ́/ɛ	0	2365
4039	217_knee	knee	10	Yao P.21	lùùŋgò	lùùŋgò	l ù/u ù/u ŋ g ò/o	yaoo1241	-13.6119	35.2387	Atlantic-Congo	5 7 7 4 1 7	AXYMBZ	LYYNKU	2	2.L.C 2.Y.V 2.Y.V 2.N.c 2.K.C 2.U.V	2.0 1.5 1.3 1.1 1.75 0.8	lù/uù/uŋgò/o	0	2357
678	218_kneel	kneel	2	Bukusu E.31c	sìkàmà	sìkàmà	s ì/i k à/a m à/a	buku1249	0.68043	34.7719	Atlantic-Congo	3 7 1 7 4 7	AXBYBZ	SIKAMA	3	3.S.C 3.I.V 3.K.C 3.A.V 3.M.C 3.A.V	2.0 1.5 1.75 1.3 1.75 0.8	sì/ikà/amà/a	0	2369
1097	218_kneel	kneel	3	Koyo C.24	ʤ̑à	ʤ̑à	dʒ à/a	koyo1242	-0.69688	15.7508	Atlantic-Congo	1 7	AX	TA	4	4.T.C 4.A.V	2.0 1.5	dʒà/a	1	2370
1491	218_kneel	kneel	4	Bemba M.42	fúkàm	fúkàm	f ú/u k à/a m	bemb1257	-10.6122	29.2993	Atlantic-Congo	3 7 1 7 4	AXBYN	BYKAM	5	5.B.C 5.Y.V 5.K.C 5.A.V 5.M.c	2.0 1.5 1.75 1.3 0.8	fú/ukà/am	0	2371
2820	218_kneel	kneel	7	Rumanyo (Gciriku) K.38	tóŋgàmènà	tóŋgàmènà	t ó/o ŋ g à/a m è/e n à/a	diri1252	-18.1681	20.6678	Atlantic-Congo	1 7 4 1 7 4 7 4 7	AXMBYBYBZ	TUNKAMENA	8	8.T.C 8.U.V 8.N.c 8.K.C 8.A.V 8.M.C 8.E.V 8.N.C 8.A.V	2.0 1.5 1.1 1.75 1.3 1.75 1.3 1.75 0.8	tó/oŋgà/amè/enà/a	0	2372
3212	218_kneel	kneel	8	Lega D.25	kómá mázú	kómá mázú	k ó/o m á + m á z ú/u	lega1249	-3.83196	27.1424	Atlantic-Congo	1 7 4 7 9 4 7 3 7	AXBZ_AXBZ	KUMA_MASY	9	9.K.C 9.U.V 9.M.C 9.A.V 9._._ 9.M.C 9.A.V 9.S.C 9.Y.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	kó/omá+mázú/u	0	2373 2374
3611	218_kneel	kneel	9	Tswana S.30	kʰùbàmà	kʰùbàmà	kʰ ù/u b à/a m à/a	tswa1253	-24.368	24.7587	Atlantic-Congo	1 7 1 7 4 7	AXBYBZ	KYPAMA	10	10.K.C 10.Y.V 10.P.C 10.A.V 10.M.C 10.A.V	2.0 1.5 1.75 1.3 1.75 0.8	kʰù/ubà/amà/a	0	2375
4040	218_kneel	kneel	10	Yao P.21	tiindivala	tiindivala	t i/i i n d i v a l a	yaoo1241	-13.6119	35.2387	Atlantic-Congo	1 7 7 4 1 7 3 7 5 7	AXYMBYBYBZ	TIINTIBALA	2	2.T.C 2.I.V 2.I.V 2.N.c 2.T.C 2.I.V 2.B.C 2.A.V 2.L.C 2.A.V	2.0 1.5 1.3 1.1 1.75 1.3 1.75 1.3 1.75 0.8	ti/iindivala	0	2368
241	219_knife	knife	1	Kinyamwezi F22	ʃʊ̀ʊ́	ʃʊ̀ʊ́	ʃ ʊ̀/ʊ ʊ́/ʊ	nyam1276	-5.08559	32.94452	Atlantic-Congo	3 7 7	AXZ	SYY	1	1.S.C 1.Y.V 1.Y.V	2.0 1.5 0.8	ʃʊ̀/ʊʊ́/ʊ	1	2377
242	219_knife	knife	1	Kinyamwezi F22	ʤ̑ɔ́ɔ̀lɔ̀	ʤ̑ɔ́ɔ̀lɔ̀	dʒ ɔ́/ɔ ɔ̀/ɔ l ɔ̀/ɔ	nyam1276	-5.08559	32.94452	Atlantic-Congo	1 7 7 5 7	AXYBZ	TUULU	1	1.T.C 1.U.V 1.U.V 1.L.C 1.U.V	2.0 1.5 1.3 1.75 0.8	dʒɔ́/ɔɔ̀/ɔlɔ̀/ɔ	0	2387
679	219_knife	knife	2	Bukusu E.31c	pénètʰì	pénètʰì	p é/e n è/e tʰ ì/i	buku1249	0.68043	34.7719	Atlantic-Congo	1 7 4 7 1 7	AXBYBZ	PENETI	3	3.P.C 3.E.V 3.N.C 3.E.V 3.T.C 3.I.V	2.0 1.5 1.75 1.3 1.75 0.8	pé/enè/etʰì/i	0	2379
1098	219_knife	knife	3	Koyo C.24	bágá	bágá	b á g á/a	koyo1242	-0.69688	15.7508	Atlantic-Congo	1 7 1 7	AXBZ	PAKA	4	4.P.C 4.A.V 4.K.C 4.A.V	2.0 1.5 1.75 0.8	bágá/a	0	2380
1099	219_knife	knife	3	Koyo C.24	pàrà	pàrà	p à/a r à/a	koyo1242	-0.69688	15.7508	Atlantic-Congo	1 7 5 7	AXBZ	PARA	4	4.P.C 4.A.V 4.R.C 4.A.V	2.0 1.5 1.75 0.8	pà/arà/a	0	2388
1100	219_knife	knife	3	Koyo C.24	jòŋgò	jòŋgò	j ò/o ŋ g ò/o	koyo1242	-0.69688	15.7508	Atlantic-Congo	6 7 4 1 7	AXMBZ	JUNKU	4	4.J.C 4.U.V 4.N.c 4.K.C 4.U.V	2.0 1.5 1.1 1.75 0.8	jò/oŋgò/o	0	2390
1492	219_knife	knife	4	Bemba M.42	èlè	èlè	è/e l è/e	bemb1257	-10.6122	29.2993	Atlantic-Congo	7 5 7	XBZ	ELE	5	5.E.V 5.L.C 5.E.V	1.5 1.75 0.8	è/elè/e	0	2381
1898	219_knife	knife	5	Basaa A.43a	kèŋ	kèŋ	k è/e ŋ	basa1284	3.80765	10.4213	Atlantic-Congo	1 7 4	AXN	KEN	6	6.K.C 6.E.V 6.N.c	2.0 1.5 0.8	kè/eŋ	0	2382
2344	219_knife	knife	6	Asu G.22	hàndí	hàndí	h à/a n d í/i	asut1235	-4.17978	37.8323	Atlantic-Congo	3 7 4 1 7	AXMBZ	HANTI	7	7.H.C 7.A.V 7.N.c 7.T.C 7.I.V	2.0 1.5 1.1 1.75 0.8	hà/andí/i	0	2383
2345	219_knife	knife	6	Asu G.22	kòndí	kòndí	k ò/o n d í/i	asut1235	-4.17978	37.8323	Atlantic-Congo	1 7 4 1 7	AXMBZ	KUNTI	7	7.K.C 7.U.V 7.N.c 7.T.C 7.I.V	2.0 1.5 1.1 1.75 0.8	kò/ondí/i	0	2389
2346	219_knife	knife	6	Asu G.22	pùà	pùà	p ù/u à/a	asut1235	-4.17978	37.8323	Atlantic-Congo	1 7 7	AXZ	PYA	7	7.P.C 7.Y.V 7.A.V	2.0 1.5 0.8	pù/uà/a	0	2391
2821	219_knife	knife	7	Rumanyo (Gciriku) K.38	bêrè	bêrè	b ê/e r è/e	diri1252	-18.1681	20.6678	Atlantic-Congo	1 7 5 7	AXBZ	PERE	8	8.P.C 8.E.V 8.R.C 8.E.V	2.0 1.5 1.75 0.8	bê/erè/e	0	2384
3213	219_knife	knife	8	Lega D.25	èné	èné	è/e n é/e	lega1249	-3.83196	27.1424	Atlantic-Congo	7 4 7	XBZ	ENE	9	9.E.V 9.N.C 9.E.V	1.5 1.75 0.8	è/ené/e	0	2385
3612	219_knife	knife	9	Tswana S.30	tʰìpá	tʰìpá	tʰ ì/i p á/a	tswa1253	-24.368	24.7587	Atlantic-Congo	1 7 1 7	AXBZ	TIPA	10	10.T.C 10.I.V 10.P.C 10.A.V	2.0 1.5 1.75 0.8	tʰì/ipá/a	0	2386
4041	219_knife	knife	10	Yao P.21	kààlò	kààlò	k à/a à/a l ò/o	yaoo1241	-13.6119	35.2387	Atlantic-Congo	1 7 7 5 7	AXYBZ	KAALU	2	2.K.C 2.A.V 2.A.V 2.L.C 2.U.V	2.0 1.5 1.3 1.75 0.8	kà/aà/alò/o	0	2378
243	220_know	know	1	Kinyamwezi F22	mànà	mànà	m à/a n à/a	nyam1276	-5.08559	32.94452	Atlantic-Congo	4 7 4 7	AXBZ	MANA	1	1.M.C 1.A.V 1.N.C 1.A.V	2.0 1.5 1.75 0.8	mà/anà/a	0	2393
680	220_know	know	2	Bukusu E.31c	màɲà	màɲà	m à/a ɲ à/a	buku1249	0.68043	34.7719	Atlantic-Congo	4 7 4 7	AXBZ	MANA	3	3.M.C 3.A.V 3.N.C 3.A.V	2.0 1.5 1.75 0.8	mà/aɲà/a	0	2393
1101	220_know	know	3	Koyo C.24	jébà	jébà	j é/e b à/a	koyo1242	-0.69688	15.7508	Atlantic-Congo	6 7 1 7	AXBZ	JEPA	4	4.J.C 4.E.V 4.P.C 4.A.V	2.0 1.5 1.75 0.8	jé/ebà/a	0	2395
1493	220_know	know	4	Bemba M.42	íʃìß	íʃìß	í/i ʃ ì/i β	bemb1257	-10.6122	29.2993	Atlantic-Congo	7 3 7 3	XBYN	ISIB	5	5.I.V 5.S.C 5.I.V 5.B.c	1.5 1.75 1.3 0.8	í/iʃì/iβ	0	2396
1899	220_know	know	5	Basaa A.43a	jí	jí	j í/i	basa1284	3.80765	10.4213	Atlantic-Congo	6 7	AX	JI	6	6.J.C 6.I.V	2.0 1.5	jí/i	0	2397
2347	220_know	know	6	Asu G.22	màɲà	màɲà	m à/a ɲ à/a	asut1235	-4.17978	37.8323	Atlantic-Congo	4 7 4 7	AXBZ	MANA	7	7.M.C 7.A.V 7.N.C 7.A.V	2.0 1.5 1.75 0.8	mà/aɲà/a	0	2393
2822	220_know	know	7	Rumanyo (Gciriku) K.38	ʝîvà	ʝîvà	ʝ î v à/a	diri1252	-18.1681	20.6678	Atlantic-Congo	3 7 3 7	AXBZ	SIBA	8	8.S.C 8.I.V 8.B.C 8.A.V	2.0 1.5 1.75 0.8	ʝîvà/a	0	2398
3214	220_know	know	8	Lega D.25	mèɲà	mèɲà	m è/e ɲ à/a	lega1249	-3.83196	27.1424	Atlantic-Congo	4 7 4 7	AXBZ	MENA	9	9.M.C 9.E.V 9.N.C 9.A.V	2.0 1.5 1.75 0.8	mè/eɲà/a	0	2393
3613	220_know	know	9	Tswana S.30	ítsɩ́	ítsɩ́	í/i ts ɩ́/i	tswa1253	-24.368	24.7587	Atlantic-Congo	7 2 7	XBZ	ICI	10	10.I.V 10.C.C 10.I.V	1.5 1.75 0.8	í/itsɩ́/i	0	2399
4042	220_know	know	10	Yao P.21	maɲiidila	maɲiidila	m a ɲ i/i i d i l a	yaoo1241	-13.6119	35.2387	Atlantic-Congo	4 7 4 7 7 1 7 5 7	AXBYYBYBZ	MANIITILA	2	2.M.C 2.A.V 2.N.C 2.I.V 2.I.V 2.T.C 2.I.V 2.L.C 2.A.V	2.0 1.5 1.75 1.3 1.3 1.75 1.3 1.75 0.8	maɲi/iidila	0	2394
244	221_lakepool	lake, (pool)	1	Kinyamwezi F22	ɲààɲzàá	ɲààɲzàá	ɲ à/a à/a ɲ z à/a á/a	nyam1276	-5.08559	32.94452	Atlantic-Congo	4 7 7 4 3 7 7	AXYMBYZ	NAANSAA	1	1.N.C 1.A.V 1.A.V 1.N.c 1.S.C 1.A.V 1.A.V	2.0 1.5 1.3 1.1 1.75 1.3 0.8	ɲà/aà/aɲzà/aá/a	0	2404
245	221_lakepool	lake, (pool)	1	Kinyamwezi F22	làámbɔ́	làámbɔ́	l à/a á m b ɔ́/ɔ	nyam1276	-5.08559	32.94452	Atlantic-Congo	5 7 7 4 1 7	AXYMBZ	LAAMPU	1	1.L.C 1.A.V 1.A.V 1.M.c 1.P.C 1.U.V	2.0 1.5 1.3 1.1 1.75 0.8	là/aámbɔ́/ɔ	0	2413
681	221_lakepool	lake, (pool)	2	Bukusu E.31c	fùßò	fùßò	f ù/u β ò/o	buku1249	0.68043	34.7719	Atlantic-Congo	3 7 3 7	AXBZ	BYBU	3	3.B.C 3.Y.V 3.B.C 3.U.V	2.0 1.5 1.75 0.8	fù/uβò/o	0	2405
1102	221_lakepool	lake, (pool)	3	Koyo C.24	tóŋgò	tóŋgò	t ó/o ŋ g ò/o	koyo1242	-0.69688	15.7508	Atlantic-Congo	1 7 4 1 7	AXMBZ	TUNKU	4	4.T.C 4.U.V 4.N.c 4.K.C 4.U.V	2.0 1.5 1.1 1.75 0.8	tó/oŋgò/o	0	2406
1103	221_lakepool	lake, (pool)	3	Koyo C.24	sáŋgá	sáŋgá	s á ŋ g á/a	koyo1242	-0.69688	15.7508	Atlantic-Congo	3 7 4 1 7	AXMBZ	SANKA	4	4.S.C 4.A.V 4.N.c 4.K.C 4.A.V	2.0 1.5 1.1 1.75 0.8	sáŋgá/a	0	2414
1494	221_lakepool	lake, (pool)	4	Bemba M.42	ßèmbà	ßèmbà	β è/e m b à/a	bemb1257	-10.6122	29.2993	Atlantic-Congo	3 7 4 1 7	AXMBZ	BEMPA	5	5.B.C 5.E.V 5.M.c 5.P.C 5.A.V	2.0 1.5 1.1 1.75 0.8	βè/embà/a	0	2407
1495	221_lakepool	lake, (pool)	4	Bemba M.42	ʃìßà	ʃìßà	ʃ ì/i β à/a	bemb1257	-10.6122	29.2993	Atlantic-Congo	3 7 3 7	AXBZ	SIBA	5	5.S.C 5.I.V 5.B.C 5.A.V	2.0 1.5 1.75 0.8	ʃì/iβà/a	0	2415
1900	221_lakepool	lake, (pool)	5	Basaa A.43a	sɛ́hɛ́p	sɛ́hɛ́p	s ɛ́/ɛ h ɛ́/ɛ p	basa1284	3.80765	10.4213	Atlantic-Congo	3 7 3 7 1	AXBYN	SEHEP	6	6.S.C 6.E.V 6.H.C 6.E.V 6.P.c	2.0 1.5 1.75 1.3 0.8	sɛ́/ɛhɛ́/ɛp	0	2408
2348	221_lakepool	lake, (pool)	6	Asu G.22	ndìvà	ndìvà	n d ì/i v à/a	asut1235	-4.17978	37.8323	Atlantic-Congo	4 1 7 3 7	ACYBZ	NTIBA	7	7.N.C 7.T.C 7.I.V 7.B.C 7.A.V	2.0 1.5 1.3 1.75 0.8	ndì/ivà/a	0	2409
2349	221_lakepool	lake, (pool)	6	Asu G.22	dímbwì	dímbwì	d í/i m b w ì/i	asut1235	-4.17978	37.8323	Atlantic-Congo	1 7 4 1 6 7	AXMBCZ	TIMPWI	7	7.T.C 7.I.V 7.M.c 7.P.C 7.W.C 7.I.V	2.0 1.5 1.1 1.75 1.5 0.8	dí/imbwì/i	0	2416
2823	221_lakepool	lake, (pool)	7	Rumanyo (Gciriku) K.38	kórà	kórà	k ó/o r à/a	diri1252	-18.1681	20.6678	Atlantic-Congo	1 7 5 7	AXBZ	KURA	8	8.K.C 8.U.V 8.R.C 8.A.V	2.0 1.5 1.75 0.8	kó/orà/a	0	2410
3215	221_lakepool	lake, (pool)	8	Lega D.25	ɩ̌ndɩ́	ɩ̌ndɩ́	ɩ̌/i n d ɩ́/i	lega1249	-3.83196	27.1424	Atlantic-Congo	7 4 1 7	XMBZ	INTI	9	9.I.V 9.N.c 9.T.C 9.I.V	1.5 1.1 1.75 0.8	ɩ̌/indɩ́/i	1	2411
3614	221_lakepool	lake, (pool)	9	Tswana S.30	tʃʰá	tʃʰá	tʃʰ á/a	tswa1253	-24.368	24.7587	Atlantic-Congo	1 7	AX	TA	10	10.T.C 10.A.V	2.0 1.5	tʃʰá/a	0	2412
4043	221_lakepool	lake, (pool)	10	Yao P.21	ɲàásà	ɲàásà	ɲ à/a á s à/a	yaoo1241	-13.6119	35.2387	Atlantic-Congo	4 7 7 3 7	AXYBZ	NAASA	2	2.N.C 2.A.V 2.A.V 2.S.C 2.A.V	2.0 1.5 1.3 1.75 0.8	ɲà/aásà/a	0	2404
246	222_laugh	laugh	1	Kinyamwezi F22	sɛ̀kà	sɛ̀kà	s ɛ̀/ɛ k à/a	nyam1276	-5.08559	32.94452	Atlantic-Congo	3 7 1 7	AXBZ	SEKA	1	1.S.C 1.E.V 1.K.C 1.A.V	2.0 1.5 1.75 0.8	sɛ̀/ɛkà/a	0	2419
682	222_laugh	laugh	2	Bukusu E.31c	ʧ̑àxà	ʧ̑àxà	tʃ à/a x à/a	buku1249	0.68043	34.7719	Atlantic-Congo	1 7 3 7	AXBZ	TAGA	3	3.T.C 3.A.V 3.G.C 3.A.V	2.0 1.5 1.75 0.8	tʃà/axà/a	0	2420
1104	222_laugh	laugh	3	Koyo C.24	tɔ̀	tɔ̀	t ɔ̀/ɔ	koyo1242	-0.69688	15.7508	Atlantic-Congo	1 7	AX	TU	4	4.T.C 4.U.V	2.0 1.5	tɔ̀/ɔ	0	2421
1496	222_laugh	laugh	4	Bemba M.42	sèk	sèk	s è/e k	bemb1257	-10.6122	29.2993	Atlantic-Congo	3 7 1	AXN	SEK	5	5.S.C 5.E.V 5.K.c	2.0 1.5 0.8	sè/ek	0	2419
1901	222_laugh	laugh	5	Basaa A.43a	nɔ̀l	nɔ̀l	n ɔ̀/ɔ l	basa1284	3.80765	10.4213	Atlantic-Congo	4 7 5	AXN	NUL	6	6.N.C 6.U.V 6.L.c	2.0 1.5 0.8	nɔ̀/ɔl	0	2422
2350	222_laugh	laugh	6	Asu G.22	sèkà	sèkà	s è/e k à/a	asut1235	-4.17978	37.8323	Atlantic-Congo	3 7 1 7	AXBZ	SEKA	7	7.S.C 7.E.V 7.K.C 7.A.V	2.0 1.5 1.75 0.8	sè/ekà/a	0	2419
2824	222_laugh	laugh	7	Rumanyo (Gciriku) K.38	ʃépà	ʃépà	ʃ é/e p à/a	diri1252	-18.1681	20.6678	Atlantic-Congo	3 7 1 7	AXBZ	SEPA	8	8.S.C 8.E.V 8.P.C 8.A.V	2.0 1.5 1.75 0.8	ʃé/epà/a	0	2423
3216	222_laugh	laugh	8	Lega D.25	sékà	sékà	s é/e k à/a	lega1249	-3.83196	27.1424	Atlantic-Congo	3 7 1 7	AXBZ	SEKA	9	9.S.C 9.E.V 9.K.C 9.A.V	2.0 1.5 1.75 0.8	sé/ekà/a	0	2419
3615	222_laugh	laugh	9	Tswana S.30	tsʰɛ̀χà	tsʰɛ̀χà	tsʰ ɛ̀/ɛ χ à/a	tswa1253	-24.368	24.7587	Atlantic-Congo	2 7 3 7	AXBZ	CEGA	10	10.C.C 10.E.V 10.G.C 10.A.V	2.0 1.5 1.75 0.8	tsʰɛ̀/ɛχà/a	0	2424
4044	222_laugh	laugh	10	Yao P.21	seka	seka	s e k a	yaoo1241	-13.6119	35.2387	Atlantic-Congo	3 7 1 7	AXBZ	SEKA	2	2.S.C 2.E.V 2.K.C 2.A.V	2.0 1.5 1.75 0.8	seka	0	2419
247	223_lazy	lazy	1	Kinyamwezi F22	zɔ̀βùú	zɔ̀βùú	z ɔ̀/ɔ β ù/u ú/u	nyam1276	-5.08559	32.94452	Atlantic-Congo	3 7 3 7 7	AXBYZ	SUBYY	1	1.S.C 1.U.V 1.B.C 1.Y.V 1.Y.V	2.0 1.5 1.75 1.3 0.8	zɔ̀/ɔβù/uú/u	0	2430
683	223_lazy	lazy	2	Bukusu E.31c	-kàrà	-kàrà	k à/a r à/a	buku1249	0.68043	34.7719	Atlantic-Congo	1 7 5 7	AXBZ	KARA	3	3.K.C 3.A.V 3.R.C 3.A.V	2.0 1.5 1.75 0.8	kà/arà/a	0	2431
1497	223_lazy	lazy	4	Bemba M.42	nàŋànìʃ	nàŋànìʃ	n à/a ŋ à/a n ì/i ʃ	bemb1257	-10.6122	29.2993	Atlantic-Congo	4 7 4 7 4 7 3	AXBYBYN	NANANIS	5	5.N.C 5.A.V 5.N.C 5.A.V 5.N.C 5.I.V 5.S.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	nà/aŋà/anì/iʃ	0	2432
1902	223_lazy	lazy	5	Basaa A.43a	ɓɔ̀ʤ̑ɛ̀	ɓɔ̀ʤ̑ɛ̀	ɓ ɔ̀/ɔ dʒ ɛ̀/ɛ	basa1284	3.80765	10.4213	Atlantic-Congo	1 7 1 7	AXBZ	PUTE	6	6.P.C 6.U.V 6.T.C 6.E.V	2.0 1.5 1.75 0.8	ɓɔ̀/ɔdʒɛ̀/ɛ	0	2433
2351	223_lazy	lazy	6	Asu G.22	via	via	v i a	asut1235	-4.17978	37.8323	Atlantic-Congo	3 7 7	AXZ	BIA	7	7.B.C 7.I.V 7.A.V	2.0 1.5 0.8	via	0	2434
2352	223_lazy	lazy	6	Asu G.22	dai	dai	d a i	asut1235	-4.17978	37.8323	Atlantic-Congo	1 7 7	AXZ	TAI	7	7.T.C 7.A.V 7.I.V	2.0 1.5 0.8	dai	0	2438
2825	223_lazy	lazy	7	Rumanyo (Gciriku) K.38	dérè	dérè	d é/e r è/e	diri1252	-18.1681	20.6678	Atlantic-Congo	1 7 5 7	AXBZ	TERE	8	8.T.C 8.E.V 8.R.C 8.E.V	2.0 1.5 1.75 0.8	dé/erè/e	0	2435
3217	223_lazy	lazy	8	Lega D.25	sòsú	sòsú	s ò/o s ú/u	lega1249	-3.83196	27.1424	Atlantic-Congo	3 7 3 7	AXBZ	SUSY	9	9.S.C 9.U.V 9.S.C 9.Y.V	2.0 1.5 1.75 0.8	sò/osú/u	0	2436
3616	223_lazy	lazy	9	Tswana S.30	tsʰwàqʰà	tsʰwàqʰà	tsʰ w à/a qʰ à/a	tswa1253	-24.368	24.7587	Atlantic-Congo	2 6 7 1 7	ACXBZ	CWAKA	10	10.C.C 10.W.C 10.A.V 10.K.C 10.A.V	2.0 1.5 1.5 1.75 0.8	tsʰwà/aqʰà/a	0	2437
248	224_leaf	leaf	1	Kinyamwezi F22	dʊ̀ʊ́tʊ̌	dʊ̀ʊ́tʊ̌	d ʊ̀/ʊ ʊ́/ʊ t ʊ̌/ʊ	nyam1276	-5.08559	32.94452	Atlantic-Congo	1 7 7 1 7	AXYBZ	TYYTY	1	1.T.C 1.Y.V 1.Y.V 1.T.C 1.Y.V	2.0 1.5 1.3 1.75 0.8	dʊ̀/ʊʊ́/ʊtʊ̌/ʊ	0	2440
1105	224_leaf	leaf	3	Koyo C.24	kásì	kásì	k á s ì/i	koyo1242	-0.69688	15.7508	Atlantic-Congo	1 7 3 7	AXBZ	KASI	4	4.K.C 4.A.V 4.S.C 4.I.V	2.0 1.5 1.75 0.8	kásì/i	0	2442
1498	224_leaf	leaf	4	Bemba M.42	ßùùlà	ßùùlà	β ù/u ù/u l à/a	bemb1257	-10.6122	29.2993	Atlantic-Congo	3 7 7 5 7	AXYBZ	BYYLA	5	5.B.C 5.Y.V 5.Y.V 5.L.C 5.A.V	2.0 1.5 1.3 1.75 0.8	βù/uù/ulà/a	1	2443
