index	index_p	rindex	rindex_p	cogid	id_Achang	segment_Achang	segment_Achang_L1	segment_Achang_L2	segment_Achang_L3	segment_Achang_R1	segment_Achang_R2	segment_Achang_R3	SC_Achang	SC_Achang_L1	SC_Achang_L2	SC_Achang_L3	SC_Achang_R1	SC_Achang_R2	SC_Achang_R3	PROSODY_Achang	PROSODY_Achang_L1	PROSODY_Achang_L2	PROSODY_Achang_L3	PROSODY_Achang_R1	PROSODY_Achang_R2	PROSODY_Achang_R3	id_Bela	segment_Bela	segment_Bela_L1	segment_Bela_L2	segment_Bela_L3	segment_Bela_R1	segment_Bela_R2	segment_Bela_R3	SC_Bela	SC_Bela_L1	SC_Bela_L2	SC_Bela_L3	SC_Bela_R1	SC_Bela_R2	SC_Bela_R3	PROSODY_Bela	PROSODY_Bela_L1	PROSODY_Bela_L2	PROSODY_Bela_L3	PROSODY_Bela_R1	PROSODY_Bela_R2	PROSODY_Bela_R3	id_Lashi	segment_Lashi	segment_Lashi_L1	segment_Lashi_L2	segment_Lashi_L3	segment_Lashi_R1	segment_Lashi_R2	segment_Lashi_R3	SC_Lashi	SC_Lashi_L1	SC_Lashi_L2	SC_Lashi_L3	SC_Lashi_R1	SC_Lashi_R2	SC_Lashi_R3	PROSODY_Lashi	PROSODY_Lashi_L1	PROSODY_Lashi_L2	PROSODY_Lashi_L3	PROSODY_Lashi_R1	PROSODY_Lashi_R2	PROSODY_Lashi_R3	id_Maru	segment_Maru	segment_Maru_L1	segment_Maru_L2	segment_Maru_L3	segment_Maru_R1	segment_Maru_R2	segment_Maru_R3	SC_Maru	SC_Maru_L1	SC_Maru_L2	SC_Maru_L3	SC_Maru_R1	SC_Maru_R2	SC_Maru_R3	PROSODY_Maru	PROSODY_Maru_L1	PROSODY_Maru_L2	PROSODY_Maru_L3	PROSODY_Maru_R1	PROSODY_Maru_R2	PROSODY_Maru_R3	id_Phon	segment_Phon	segment_Phon_L1	segment_Phon_L2	segment_Phon_L3	segment_Phon_R1	segment_Phon_R2	segment_Phon_R3	SC_Phon	SC_Phon_L1	SC_Phon_L2	SC_Phon_L3	SC_Phon_R1	SC_Phon_R2	SC_Phon_R3	PROSODY_Phon	PROSODY_Phon_L1	PROSODY_Phon_L2	PROSODY_Phon_L3	PROSODY_Phon_R1	PROSODY_Phon_R2	PROSODY_Phon_R3	id_WrittenBurmese	segment_WrittenBurmese	segment_WrittenBurmese_L1	segment_WrittenBurmese_L2	segment_WrittenBurmese_L3	segment_WrittenBurmese_R1	segment_WrittenBurmese_R2	segment_WrittenBurmese_R3	SC_WrittenBurmese	SC_WrittenBurmese_L1	SC_WrittenBurmese_L2	SC_WrittenBurmese_L3	SC_WrittenBurmese_R1	SC_WrittenBurmese_R2	SC_WrittenBurmese_R3	PROSODY_WrittenBurmese	PROSODY_WrittenBurmese_L1	PROSODY_WrittenBurmese_L2	PROSODY_WrittenBurmese_L3	PROSODY_WrittenBurmese_R1	PROSODY_WrittenBurmese_R2	PROSODY_WrittenBurmese_R3	id_Zaiwa	segment_Zaiwa	segment_Zaiwa_L1	segment_Zaiwa_L2	segment_Zaiwa_L3	segment_Zaiwa_R1	segment_Zaiwa_R2	segment_Zaiwa_R3	SC_Zaiwa	SC_Zaiwa_L1	SC_Zaiwa_L2	SC_Zaiwa_L3	SC_Zaiwa_R1	SC_Zaiwa_R2	SC_Zaiwa_R3	PROSODY_Zaiwa	PROSODY_Zaiwa_L1	PROSODY_Zaiwa_L2	PROSODY_Zaiwa_L3	PROSODY_Zaiwa_R1	PROSODY_Zaiwa_R2	PROSODY_Zaiwa_R3
4	1.0000	1	0.2500	292	417	³	n	a	tʰ	∅	∅	∅	_	N	A	T	∅	∅	∅	0	4	7	1	∅	∅	∅																							418	⁵²	-	ãɪ	tʰ	∅	∅	∅	_	_	A	T	∅	∅	∅	0	0	7	1	∅	∅	∅	419	⁴¹	n	ɪ	tʰ	∅	∅	∅	_	N	I	T	∅	∅	∅	0	4	7	1	∅	∅	∅																																													420	⁴	-	ə	tʃʰ	∅	∅	∅	_	_	E	T	∅	∅	∅	0	0	7	1	∅	∅	∅
1	0.2500	4	1.0000	293																																																																																																															421	pʰ	∅	∅	∅	j	a	-	P	∅	∅	∅	J	A	_	1	∅	∅	∅	6	7	0	422	pʰ	∅	∅	∅	j	ɔ	⁵³	P	∅	∅	∅	J	U	_	1	∅	∅	∅	6	7	0
2	0.5000	3	0.7500	293																																																																																																															421	j	pʰ	∅	∅	a	-	∅	J	P	∅	∅	A	_	∅	6	1	∅	∅	7	0	∅	422	j	pʰ	∅	∅	ɔ	⁵³	∅	J	P	∅	∅	U	_	∅	6	1	∅	∅	7	0	∅
3	0.7500	2	0.5000	293																																																																																																															421	a	j	pʰ	∅	-	∅	∅	A	J	P	∅	_	∅	∅	7	6	1	∅	0	∅	∅	422	ɔ	j	pʰ	∅	⁵³	∅	∅	U	J	P	∅	_	∅	∅	7	6	1	∅	0	∅	∅
4	1.0000	1	0.2500	293																																																																																																															421	-	a	j	pʰ	∅	∅	∅	_	A	J	P	∅	∅	∅	0	7	6	1	∅	∅	∅	422	⁵³	ɔ	j	pʰ	∅	∅	∅	_	U	J	P	∅	∅	∅	0	7	6	1	∅	∅	∅
1	0.2500	4	1.0000	296	423	m	∅	∅	∅	i	-	³¹	M	∅	∅	∅	I	_	_	4	∅	∅	∅	7	0	0																							424	m	∅	∅	∅	ḛ	ḭ	⁵¹	M	∅	∅	∅	E	I	_	4	∅	∅	∅	7	7	0	425	m	∅	∅	∅	ai	-	³²	M	∅	∅	∅	A	_	_	4	∅	∅	∅	7	0	0																																																																		
2	0.5000	3	0.7500	296	423	i	m	∅	∅	-	³¹	∅	I	M	∅	∅	_	_	∅	7	4	∅	∅	0	0	∅																							424	ḛ	m	∅	∅	ḭ	⁵¹	∅	E	M	∅	∅	I	_	∅	7	4	∅	∅	7	0	∅	425	ai	m	∅	∅	-	³²	∅	A	M	∅	∅	_	_	∅	7	4	∅	∅	0	0	∅																																																																		
3	0.7500	2	0.5000	296	423	-	i	m	∅	³¹	∅	∅	_	I	M	∅	_	∅	∅	0	7	4	∅	0	∅	∅																							424	ḭ	ḛ	m	∅	⁵¹	∅	∅	I	E	M	∅	_	∅	∅	7	7	4	∅	0	∅	∅	425	-	ai	m	∅	³²	∅	∅	_	A	M	∅	_	∅	∅	0	7	4	∅	0	∅	∅																																																																		
4	1.0000	1	0.2500	296	423	³¹	-	i	m	∅	∅	∅	_	_	I	M	∅	∅	∅	0	0	7	4	∅	∅	∅																							424	⁵¹	ḭ	ḛ	m	∅	∅	∅	_	I	E	M	∅	∅	∅	0	7	7	4	∅	∅	∅	425	³²	-	ai	m	∅	∅	∅	_	_	A	M	∅	∅	∅	0	0	7	4	∅	∅	∅																																																																		
1	0.2500	4	1.0000	297																																																																			426	pʰ	∅	∅	∅	o	ʔ	⁴	P	∅	∅	∅	U	H	_	1	∅	∅	∅	7	1	0																																													427	pʰ	∅	∅	∅	ə	-	³	P	∅	∅	∅	E	_	_	1	∅	∅	∅	7	0	0
2	0.5000	3	0.7500	297																																																																			426	o	pʰ	∅	∅	ʔ	⁴	∅	U	P	∅	∅	H	_	∅	7	1	∅	∅	1	0	∅																																													427	ə	pʰ	∅	∅	-	³	∅	E	P	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅
3	0.7500	2	0.5000	297																																																																			426	ʔ	o	pʰ	∅	⁴	∅	∅	H	U	P	∅	_	∅	∅	1	7	1	∅	0	∅	∅																																													427	-	ə	pʰ	∅	³	∅	∅	_	E	P	∅	_	∅	∅	0	7	1	∅	0	∅	∅
4	1.0000	1	0.2500	297																																																																			426	⁴	ʔ	o	pʰ	∅	∅	∅	_	H	U	P	∅	∅	∅	0	1	7	1	∅	∅	∅																																													427	³	-	ə	pʰ	∅	∅	∅	_	_	E	P	∅	∅	∅	0	0	7	1	∅	∅	∅
1	0.2500	4	1.0000	298																																																																																																															428	ts	∅	∅	∅	au	ŋ	-	C	∅	∅	∅	A	N	_	2	∅	∅	∅	7	4	0	429	dʒ	∅	∅	∅	ɔ	ŋ	³⁴	T	∅	∅	∅	U	N	_	1	∅	∅	∅	7	4	0
2	0.5000	3	0.7500	298																																																																																																															428	au	ts	∅	∅	ŋ	-	∅	A	C	∅	∅	N	_	∅	7	2	∅	∅	4	0	∅	429	ɔ	dʒ	∅	∅	ŋ	³⁴	∅	U	T	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅
3	0.7500	2	0.5000	298																																																																																																															428	ŋ	au	ts	∅	-	∅	∅	N	A	C	∅	_	∅	∅	4	7	2	∅	0	∅	∅	429	ŋ	ɔ	dʒ	∅	³⁴	∅	∅	N	U	T	∅	_	∅	∅	4	7	1	∅	0	∅	∅
4	1.0000	1	0.2500	298																																																																																																															428	-	ŋ	au	ts	∅	∅	∅	_	N	A	C	∅	∅	∅	0	4	7	2	∅	∅	∅	429	³⁴	ŋ	ɔ	dʒ	∅	∅	∅	_	N	U	T	∅	∅	∅	0	4	7	1	∅	∅	∅
1	0.3333	3	1.0000	299																							430	p	∅	∅	∅	ṵ	⁵²	∅	P	∅	∅	∅	Y	_	∅	1	∅	∅	∅	7	0	∅																							431	b	∅	∅	∅	au	²	∅	P	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅																																													432	b	∅	∅	∅	u	³¹	∅	P	∅	∅	∅	Y	_	∅	1	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	299																							430	ṵ	p	∅	∅	⁵²	∅	∅	Y	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																							431	au	b	∅	∅	²	∅	∅	A	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																													432	u	b	∅	∅	³¹	∅	∅	Y	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅
3	1.0000	1	0.3333	299																							430	⁵²	ṵ	p	∅	∅	∅	∅	_	Y	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																							431	²	au	b	∅	∅	∅	∅	_	A	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																													432	³¹	u	b	∅	∅	∅	∅	_	Y	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅
1	0.2500	4	1.0000	303	433	l	∅	∅	∅	ṵ	-	⁵	L	∅	∅	∅	Y	_	_	5	∅	∅	∅	7	0	0																							434	l	∅	∅	∅	o	-	⁴	L	∅	∅	∅	U	_	_	5	∅	∅	∅	7	0	0																																													435	l	∅	∅	∅	u	m	-	L	∅	∅	∅	Y	M	_	5	∅	∅	∅	7	4	0																						
2	0.5000	3	0.7500	303	433	ṵ	l	∅	∅	-	⁵	∅	Y	L	∅	∅	_	_	∅	7	5	∅	∅	0	0	∅																							434	o	l	∅	∅	-	⁴	∅	U	L	∅	∅	_	_	∅	7	5	∅	∅	0	0	∅																																													435	u	l	∅	∅	m	-	∅	Y	L	∅	∅	M	_	∅	7	5	∅	∅	4	0	∅																						
3	0.7500	2	0.5000	303	433	-	ṵ	l	∅	⁵	∅	∅	_	Y	L	∅	_	∅	∅	0	7	5	∅	0	∅	∅																							434	-	o	l	∅	⁴	∅	∅	_	U	L	∅	_	∅	∅	0	7	5	∅	0	∅	∅																																													435	m	u	l	∅	-	∅	∅	M	Y	L	∅	_	∅	∅	4	7	5	∅	0	∅	∅																						
4	1.0000	1	0.2500	303	433	⁵	-	ṵ	l	∅	∅	∅	_	_	Y	L	∅	∅	∅	0	0	7	5	∅	∅	∅																							434	⁴	-	o	l	∅	∅	∅	_	_	U	L	∅	∅	∅	0	0	7	5	∅	∅	∅																																													435	-	m	u	l	∅	∅	∅	_	M	Y	L	∅	∅	∅	0	4	7	5	∅	∅	∅																						
1	0.2500	4	1.0000	304																																																																			436	k	∅	∅	∅	a̰	ŋ	³²	K	∅	∅	∅	A	N	_	1	∅	∅	∅	7	4	0																							437	kʰ	∅	∅	∅	a	ɲ	-	K	∅	∅	∅	A	N	_	1	∅	∅	∅	7	4	0																						
2	0.5000	3	0.7500	304																																																																			436	a̰	k	∅	∅	ŋ	³²	∅	A	K	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅																							437	a	kʰ	∅	∅	ɲ	-	∅	A	K	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅																						
3	0.7500	2	0.5000	304																																																																			436	ŋ	a̰	k	∅	³²	∅	∅	N	A	K	∅	_	∅	∅	4	7	1	∅	0	∅	∅																							437	ɲ	a	kʰ	∅	-	∅	∅	N	A	K	∅	_	∅	∅	4	7	1	∅	0	∅	∅																						
4	1.0000	1	0.2500	304																																																																			436	³²	ŋ	a̰	k	∅	∅	∅	_	N	A	K	∅	∅	∅	0	4	7	1	∅	∅	∅																							437	-	ɲ	a	kʰ	∅	∅	∅	_	N	A	K	∅	∅	∅	0	4	7	1	∅	∅	∅																						
1	0.2000	5	1.0000	305	438	kʰ	∅	∅	∅	j	a	ʔ	K	∅	∅	∅	J	A	H	1	∅	∅	∅	6	7	1																							439	kʰ	∅	∅	∅	j	a	ʔ	K	∅	∅	∅	J	A	H	1	∅	∅	∅	6	7	1																																																																			440	kʰ	∅	∅	∅	-	a	p	K	∅	∅	∅	_	A	P	1	∅	∅	∅	0	7	1
2	0.4000	4	0.8000	305	438	j	kʰ	∅	∅	a	ʔ	⁵³	J	K	∅	∅	A	H	_	6	1	∅	∅	7	1	0																							439	j	kʰ	∅	∅	a	ʔ	⁵³	J	K	∅	∅	A	H	_	6	1	∅	∅	7	1	0																																																																			440	-	kʰ	∅	∅	a	p	³²	_	K	∅	∅	A	P	_	0	1	∅	∅	7	1	0
3	0.6000	3	0.6000	305	438	a	j	kʰ	∅	ʔ	⁵³	∅	A	J	K	∅	H	_	∅	7	6	1	∅	1	0	∅																							439	a	j	kʰ	∅	ʔ	⁵³	∅	A	J	K	∅	H	_	∅	7	6	1	∅	1	0	∅																																																																			440	a	-	kʰ	∅	p	³²	∅	A	_	K	∅	P	_	∅	7	0	1	∅	1	0	∅
4	0.8000	2	0.4000	305	438	ʔ	a	j	kʰ	⁵³	∅	∅	H	A	J	K	_	∅	∅	1	7	6	1	0	∅	∅																							439	ʔ	a	j	kʰ	⁵³	∅	∅	H	A	J	K	_	∅	∅	1	7	6	1	0	∅	∅																																																																			440	p	a	-	kʰ	³²	∅	∅	P	A	_	K	_	∅	∅	1	7	0	1	0	∅	∅
5	1.0000	1	0.2000	305	438	⁵³	ʔ	a	j	∅	∅	∅	_	H	A	J	∅	∅	∅	0	1	7	6	∅	∅	∅																							439	⁵³	ʔ	a	j	∅	∅	∅	_	H	A	J	∅	∅	∅	0	1	7	6	∅	∅	∅																																																																			440	³²	p	a	-	∅	∅	∅	_	P	A	_	∅	∅	∅	0	1	7	0	∅	∅	∅
1	0.2000	5	1.0000	310	441	k	∅	∅	∅	j	ɔ̰	p	K	∅	∅	∅	J	U	P	1	∅	∅	∅	6	7	1																																																																																									442	-	∅	∅	∅	tsʷ	a	p	_	∅	∅	∅	C	A	P	0	∅	∅	∅	2	7	1	443	-	∅	∅	∅	dʒ	ɔ	p	_	∅	∅	∅	T	U	P	0	∅	∅	∅	1	7	1
2	0.4000	4	0.8000	310	441	j	k	∅	∅	ɔ̰	p	⁵³	J	K	∅	∅	U	P	_	6	1	∅	∅	7	1	0																																																																																									442	tsʷ	-	∅	∅	a	p	-	C	_	∅	∅	A	P	_	2	0	∅	∅	7	1	0	443	dʒ	-	∅	∅	ɔ	p	⁵⁴	T	_	∅	∅	U	P	_	1	0	∅	∅	7	1	0
3	0.6000	3	0.6000	310	441	ɔ̰	j	k	∅	p	⁵³	∅	U	J	K	∅	P	_	∅	7	6	1	∅	1	0	∅																																																																																									442	a	tsʷ	-	∅	p	-	∅	A	C	_	∅	P	_	∅	7	2	0	∅	1	0	∅	443	ɔ	dʒ	-	∅	p	⁵⁴	∅	U	T	_	∅	P	_	∅	7	1	0	∅	1	0	∅
4	0.8000	2	0.4000	310	441	p	ɔ̰	j	k	⁵³	∅	∅	P	U	J	K	_	∅	∅	1	7	6	1	0	∅	∅																																																																																									442	p	a	tsʷ	-	-	∅	∅	P	A	C	_	_	∅	∅	1	7	2	0	0	∅	∅	443	p	ɔ	dʒ	-	⁵⁴	∅	∅	P	U	T	_	_	∅	∅	1	7	1	0	0	∅	∅
5	1.0000	1	0.2000	310	441	⁵³	p	ɔ̰	j	∅	∅	∅	_	P	U	J	∅	∅	∅	0	1	7	6	∅	∅	∅																																																																																									442	-	p	a	tsʷ	∅	∅	∅	_	P	A	C	∅	∅	∅	0	1	7	2	∅	∅	∅	443	⁵⁴	p	ɔ	dʒ	∅	∅	∅	_	P	U	T	∅	∅	∅	0	1	7	1	∅	∅	∅
1	0.2500	4	1.0000	311																																													444	b	∅	∅	∅	ai	n	⁴	P	∅	∅	∅	A	N	_	1	∅	∅	∅	7	4	0	445	p	∅	∅	∅	ḛ	n	²	P	∅	∅	∅	E	N	_	1	∅	∅	∅	7	4	0																																																																		
2	0.5000	3	0.7500	311																																													444	ai	b	∅	∅	n	⁴	∅	A	P	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅	445	ḛ	p	∅	∅	n	²	∅	E	P	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅																																																																		
3	0.7500	2	0.5000	311																																													444	n	ai	b	∅	⁴	∅	∅	N	A	P	∅	_	∅	∅	4	7	1	∅	0	∅	∅	445	n	ḛ	p	∅	²	∅	∅	N	E	P	∅	_	∅	∅	4	7	1	∅	0	∅	∅																																																																		
4	1.0000	1	0.2500	311																																													444	⁴	n	ai	b	∅	∅	∅	_	N	A	P	∅	∅	∅	0	4	7	1	∅	∅	∅	445	²	n	ḛ	p	∅	∅	∅	_	N	E	P	∅	∅	∅	0	4	7	1	∅	∅	∅																																																																		
1	0.2000	5	1.0000	316	446	k	∅	∅	∅	j	ḛ	ḭ	K	∅	∅	∅	J	E	I	1	∅	∅	∅	6	7	7																							447	g	∅	∅	∅	-	e	-	K	∅	∅	∅	_	E	_	1	∅	∅	∅	0	7	0																																													448	k	∅	∅	∅	j	a	ɲ	K	∅	∅	∅	J	A	N	1	∅	∅	∅	6	7	4	449	g	∅	∅	∅	-	i	-	K	∅	∅	∅	_	I	_	1	∅	∅	∅	0	7	0
2	0.4000	4	0.8000	316	446	j	k	∅	∅	ḛ	ḭ	³	J	K	∅	∅	E	I	_	6	1	∅	∅	7	7	0																							447	-	g	∅	∅	e	-	³¹	_	K	∅	∅	E	_	_	0	1	∅	∅	7	0	0																																													448	j	k	∅	∅	a	ɲ	-	J	K	∅	∅	A	N	_	6	1	∅	∅	7	4	0	449	-	g	∅	∅	i	-	⁵³	_	K	∅	∅	I	_	_	0	1	∅	∅	7	0	0
3	0.6000	3	0.6000	316	446	ḛ	j	k	∅	ḭ	³	∅	E	J	K	∅	I	_	∅	7	6	1	∅	7	0	∅																							447	e	-	g	∅	-	³¹	∅	E	_	K	∅	_	_	∅	7	0	1	∅	0	0	∅																																													448	a	j	k	∅	ɲ	-	∅	A	J	K	∅	N	_	∅	7	6	1	∅	4	0	∅	449	i	-	g	∅	-	⁵³	∅	I	_	K	∅	_	_	∅	7	0	1	∅	0	0	∅
4	0.8000	2	0.4000	316	446	ḭ	ḛ	j	k	³	∅	∅	I	E	J	K	_	∅	∅	7	7	6	1	0	∅	∅																							447	-	e	-	g	³¹	∅	∅	_	E	_	K	_	∅	∅	0	7	0	1	0	∅	∅																																													448	ɲ	a	j	k	-	∅	∅	N	A	J	K	_	∅	∅	4	7	6	1	0	∅	∅	449	-	i	-	g	⁵³	∅	∅	_	I	_	K	_	∅	∅	0	7	0	1	0	∅	∅
5	1.0000	1	0.2000	316	446	³	ḭ	ḛ	j	∅	∅	∅	_	I	E	J	∅	∅	∅	0	7	7	6	∅	∅	∅																							447	³¹	-	e	-	∅	∅	∅	_	_	E	_	∅	∅	∅	0	0	7	0	∅	∅	∅																																													448	-	ɲ	a	j	∅	∅	∅	_	N	A	J	∅	∅	∅	0	4	7	6	∅	∅	∅	449	⁵³	-	i	-	∅	∅	∅	_	_	I	_	∅	∅	∅	0	0	7	0	∅	∅	∅
1	0.2500	4	1.0000	317	450	m	∅	∅	∅	ɔ	t	⁴²	M	∅	∅	∅	U	T	_	4	∅	∅	∅	7	1	0																							451	m	∅	∅	∅	oi	ʔ	³	M	∅	∅	∅	U	H	_	4	∅	∅	∅	7	1	0																																																																																								
2	0.5000	3	0.7500	317	450	ɔ	m	∅	∅	t	⁴²	∅	U	M	∅	∅	T	_	∅	7	4	∅	∅	1	0	∅																							451	oi	m	∅	∅	ʔ	³	∅	U	M	∅	∅	H	_	∅	7	4	∅	∅	1	0	∅																																																																																								
3	0.7500	2	0.5000	317	450	t	ɔ	m	∅	⁴²	∅	∅	T	U	M	∅	_	∅	∅	1	7	4	∅	0	∅	∅																							451	ʔ	oi	m	∅	³	∅	∅	H	U	M	∅	_	∅	∅	1	7	4	∅	0	∅	∅																																																																																								
4	1.0000	1	0.2500	317	450	⁴²	t	ɔ	m	∅	∅	∅	_	T	U	M	∅	∅	∅	0	1	7	4	∅	∅	∅																							451	³	ʔ	oi	m	∅	∅	∅	_	H	U	M	∅	∅	∅	0	1	7	4	∅	∅	∅																																																																																								
1	0.2500	4	1.0000	318																																													452	d	∅	∅	∅	z	ɔ	³	T	∅	∅	∅	S	U	_	1	∅	∅	∅	3	7	0																																																																			453	dʒ	∅	∅	∅	-	ɔ	⁵³	T	∅	∅	∅	_	U	_	1	∅	∅	∅	0	7	0
2	0.5000	3	0.7500	318																																													452	z	d	∅	∅	ɔ	³	∅	S	T	∅	∅	U	_	∅	3	1	∅	∅	7	0	∅																																																																			453	-	dʒ	∅	∅	ɔ	⁵³	∅	_	T	∅	∅	U	_	∅	0	1	∅	∅	7	0	∅
3	0.7500	2	0.5000	318																																													452	ɔ	z	d	∅	³	∅	∅	U	S	T	∅	_	∅	∅	7	3	1	∅	0	∅	∅																																																																			453	ɔ	-	dʒ	∅	⁵³	∅	∅	U	_	T	∅	_	∅	∅	7	0	1	∅	0	∅	∅
4	1.0000	1	0.2500	318																																													452	³	ɔ	z	d	∅	∅	∅	_	U	S	T	∅	∅	∅	0	7	3	1	∅	∅	∅																																																																			453	⁵³	ɔ	-	dʒ	∅	∅	∅	_	U	_	T	∅	∅	∅	0	7	0	1	∅	∅	∅
1	0.2500	4	1.0000	319	454	b	∅	∅	∅	a	n	³¹	P	∅	∅	∅	A	N	_	1	∅	∅	∅	7	4	0																							455	b	∅	∅	∅	ãɪ	-	⁵¹	P	∅	∅	∅	A	_	_	1	∅	∅	∅	7	0	0	456	b	∅	∅	∅	a	n	³¹	P	∅	∅	∅	A	N	_	1	∅	∅	∅	7	4	0																							457	p	∅	∅	∅	a	n	-	P	∅	∅	∅	A	N	_	1	∅	∅	∅	7	4	0																						
2	0.5000	3	0.7500	319	454	a	b	∅	∅	n	³¹	∅	A	P	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅																							455	ãɪ	b	∅	∅	-	⁵¹	∅	A	P	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅	456	a	b	∅	∅	n	³¹	∅	A	P	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅																							457	a	p	∅	∅	n	-	∅	A	P	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅																						
3	0.7500	2	0.5000	319	454	n	a	b	∅	³¹	∅	∅	N	A	P	∅	_	∅	∅	4	7	1	∅	0	∅	∅																							455	-	ãɪ	b	∅	⁵¹	∅	∅	_	A	P	∅	_	∅	∅	0	7	1	∅	0	∅	∅	456	n	a	b	∅	³¹	∅	∅	N	A	P	∅	_	∅	∅	4	7	1	∅	0	∅	∅																							457	n	a	p	∅	-	∅	∅	N	A	P	∅	_	∅	∅	4	7	1	∅	0	∅	∅																						
4	1.0000	1	0.2500	319	454	³¹	n	a	b	∅	∅	∅	_	N	A	P	∅	∅	∅	0	4	7	1	∅	∅	∅																							455	⁵¹	-	ãɪ	b	∅	∅	∅	_	_	A	P	∅	∅	∅	0	0	7	1	∅	∅	∅	456	³¹	n	a	b	∅	∅	∅	_	N	A	P	∅	∅	∅	0	4	7	1	∅	∅	∅																							457	-	n	a	p	∅	∅	∅	_	N	A	P	∅	∅	∅	0	4	7	1	∅	∅	∅																						
1	0.2000	5	1.0000	320																																																																			458	d	∅	∅	∅	z	o	-	T	∅	∅	∅	S	U	_	1	∅	∅	∅	3	7	0																							459	-	∅	∅	∅	ʔ	a	ŋ	_	∅	∅	∅	H	A	N	0	∅	∅	∅	1	7	4	460	d	∅	∅	∅	z	a	ŋ	T	∅	∅	∅	S	A	N	1	∅	∅	∅	3	7	4
2	0.4000	4	0.8000	320																																																																			458	z	d	∅	∅	o	-	³²	S	T	∅	∅	U	_	_	3	1	∅	∅	7	0	0																							459	ʔ	-	∅	∅	a	ŋ	-	H	_	∅	∅	A	N	_	1	0	∅	∅	7	4	0	460	z	d	∅	∅	a	ŋ	³¹	S	T	∅	∅	A	N	_	3	1	∅	∅	7	4	0
3	0.6000	3	0.6000	320																																																																			458	o	z	d	∅	-	³²	∅	U	S	T	∅	_	_	∅	7	3	1	∅	0	0	∅																							459	a	ʔ	-	∅	ŋ	-	∅	A	H	_	∅	N	_	∅	7	1	0	∅	4	0	∅	460	a	z	d	∅	ŋ	³¹	∅	A	S	T	∅	N	_	∅	7	3	1	∅	4	0	∅
4	0.8000	2	0.4000	320																																																																			458	-	o	z	d	³²	∅	∅	_	U	S	T	_	∅	∅	0	7	3	1	0	∅	∅																							459	ŋ	a	ʔ	-	-	∅	∅	N	A	H	_	_	∅	∅	4	7	1	0	0	∅	∅	460	ŋ	a	z	d	³¹	∅	∅	N	A	S	T	_	∅	∅	4	7	3	1	0	∅	∅
5	1.0000	1	0.2000	320																																																																			458	³²	-	o	z	∅	∅	∅	_	_	U	S	∅	∅	∅	0	0	7	3	∅	∅	∅																							459	-	ŋ	a	ʔ	∅	∅	∅	_	N	A	H	∅	∅	∅	0	4	7	1	∅	∅	∅	460	³¹	ŋ	a	z	∅	∅	∅	_	N	A	S	∅	∅	∅	0	4	7	3	∅	∅	∅
1	0.2000	5	1.0000	323																																																																			461	kʰ	∅	∅	∅	j	u	m	K	∅	∅	∅	J	Y	M	1	∅	∅	∅	6	7	4																							462	kʰ	∅	∅	∅	-	a	p	K	∅	∅	∅	_	A	P	1	∅	∅	∅	0	7	1																						
2	0.4000	4	0.8000	323																																																																			461	j	kʰ	∅	∅	u	m	⁴³	J	K	∅	∅	Y	M	_	6	1	∅	∅	7	4	0																							462	-	kʰ	∅	∅	a	p	-	_	K	∅	∅	A	P	_	0	1	∅	∅	7	1	0																						
3	0.6000	3	0.6000	323																																																																			461	u	j	kʰ	∅	m	⁴³	∅	Y	J	K	∅	M	_	∅	7	6	1	∅	4	0	∅																							462	a	-	kʰ	∅	p	-	∅	A	_	K	∅	P	_	∅	7	0	1	∅	1	0	∅																						
4	0.8000	2	0.4000	323																																																																			461	m	u	j	kʰ	⁴³	∅	∅	M	Y	J	K	_	∅	∅	4	7	6	1	0	∅	∅																							462	p	a	-	kʰ	-	∅	∅	P	A	_	K	_	∅	∅	1	7	0	1	0	∅	∅																						
5	1.0000	1	0.2000	323																																																																			461	⁴³	m	u	j	∅	∅	∅	_	M	Y	J	∅	∅	∅	0	4	7	6	∅	∅	∅																							462	-	p	a	-	∅	∅	∅	_	P	A	_	∅	∅	∅	0	1	7	0	∅	∅	∅																						
