index	index_p	rindex	rindex_p	cogid	id_ClassicalNahuatl	segment_ClassicalNahuatl	segment_ClassicalNahuatl_L1	segment_ClassicalNahuatl_L2	segment_ClassicalNahuatl_L3	segment_ClassicalNahuatl_R1	segment_ClassicalNahuatl_R2	segment_ClassicalNahuatl_R3	SC_ClassicalNahuatl	SC_ClassicalNahuatl_L1	SC_ClassicalNahuatl_L2	SC_ClassicalNahuatl_L3	SC_ClassicalNahuatl_R1	SC_ClassicalNahuatl_R2	SC_ClassicalNahuatl_R3	PROSODY_ClassicalNahuatl	PROSODY_ClassicalNahuatl_L1	PROSODY_ClassicalNahuatl_L2	PROSODY_ClassicalNahuatl_L3	PROSODY_ClassicalNahuatl_R1	PROSODY_ClassicalNahuatl_R2	PROSODY_ClassicalNahuatl_R3	id_JalupaNahuat	segment_JalupaNahuat	segment_JalupaNahuat_L1	segment_JalupaNahuat_L2	segment_JalupaNahuat_L3	segment_JalupaNahuat_R1	segment_JalupaNahuat_R2	segment_JalupaNahuat_R3	SC_JalupaNahuat	SC_JalupaNahuat_L1	SC_JalupaNahuat_L2	SC_JalupaNahuat_L3	SC_JalupaNahuat_R1	SC_JalupaNahuat_R2	SC_JalupaNahuat_R3	PROSODY_JalupaNahuat	PROSODY_JalupaNahuat_L1	PROSODY_JalupaNahuat_L2	PROSODY_JalupaNahuat_L3	PROSODY_JalupaNahuat_R1	PROSODY_JalupaNahuat_R2	PROSODY_JalupaNahuat_R3	id_MecayapanNahuat	segment_MecayapanNahuat	segment_MecayapanNahuat_L1	segment_MecayapanNahuat_L2	segment_MecayapanNahuat_L3	segment_MecayapanNahuat_R1	segment_MecayapanNahuat_R2	segment_MecayapanNahuat_R3	SC_MecayapanNahuat	SC_MecayapanNahuat_L1	SC_MecayapanNahuat_L2	SC_MecayapanNahuat_L3	SC_MecayapanNahuat_R1	SC_MecayapanNahuat_R2	SC_MecayapanNahuat_R3	PROSODY_MecayapanNahuat	PROSODY_MecayapanNahuat_L1	PROSODY_MecayapanNahuat_L2	PROSODY_MecayapanNahuat_L3	PROSODY_MecayapanNahuat_R1	PROSODY_MecayapanNahuat_R2	PROSODY_MecayapanNahuat_R3	id_NorthPueblaNahuatl	segment_NorthPueblaNahuatl	segment_NorthPueblaNahuatl_L1	segment_NorthPueblaNahuatl_L2	segment_NorthPueblaNahuatl_L3	segment_NorthPueblaNahuatl_R1	segment_NorthPueblaNahuatl_R2	segment_NorthPueblaNahuatl_R3	SC_NorthPueblaNahuatl	SC_NorthPueblaNahuatl_L1	SC_NorthPueblaNahuatl_L2	SC_NorthPueblaNahuatl_L3	SC_NorthPueblaNahuatl_R1	SC_NorthPueblaNahuatl_R2	SC_NorthPueblaNahuatl_R3	PROSODY_NorthPueblaNahuatl	PROSODY_NorthPueblaNahuatl_L1	PROSODY_NorthPueblaNahuatl_L2	PROSODY_NorthPueblaNahuatl_L3	PROSODY_NorthPueblaNahuatl_R1	PROSODY_NorthPueblaNahuatl_R2	PROSODY_NorthPueblaNahuatl_R3	id_PajapanNahuat	segment_PajapanNahuat	segment_PajapanNahuat_L1	segment_PajapanNahuat_L2	segment_PajapanNahuat_L3	segment_PajapanNahuat_R1	segment_PajapanNahuat_R2	segment_PajapanNahuat_R3	SC_PajapanNahuat	SC_PajapanNahuat_L1	SC_PajapanNahuat_L2	SC_PajapanNahuat_L3	SC_PajapanNahuat_R1	SC_PajapanNahuat_R2	SC_PajapanNahuat_R3	PROSODY_PajapanNahuat	PROSODY_PajapanNahuat_L1	PROSODY_PajapanNahuat_L2	PROSODY_PajapanNahuat_L3	PROSODY_PajapanNahuat_R1	PROSODY_PajapanNahuat_R2	PROSODY_PajapanNahuat_R3	id_Pipil	segment_Pipil	segment_Pipil_L1	segment_Pipil_L2	segment_Pipil_L3	segment_Pipil_R1	segment_Pipil_R2	segment_Pipil_R3	SC_Pipil	SC_Pipil_L1	SC_Pipil_L2	SC_Pipil_L3	SC_Pipil_R1	SC_Pipil_R2	SC_Pipil_R3	PROSODY_Pipil	PROSODY_Pipil_L1	PROSODY_Pipil_L2	PROSODY_Pipil_L3	PROSODY_Pipil_R1	PROSODY_Pipil_R2	PROSODY_Pipil_R3	id_Pochutec	segment_Pochutec	segment_Pochutec_L1	segment_Pochutec_L2	segment_Pochutec_L3	segment_Pochutec_R1	segment_Pochutec_R2	segment_Pochutec_R3	SC_Pochutec	SC_Pochutec_L1	SC_Pochutec_L2	SC_Pochutec_L3	SC_Pochutec_R1	SC_Pochutec_R2	SC_Pochutec_R3	PROSODY_Pochutec	PROSODY_Pochutec_L1	PROSODY_Pochutec_L2	PROSODY_Pochutec_L3	PROSODY_Pochutec_R1	PROSODY_Pochutec_R2	PROSODY_Pochutec_R3	id_ProtoAztecan	segment_ProtoAztecan	segment_ProtoAztecan_L1	segment_ProtoAztecan_L2	segment_ProtoAztecan_L3	segment_ProtoAztecan_R1	segment_ProtoAztecan_R2	segment_ProtoAztecan_R3	SC_ProtoAztecan	SC_ProtoAztecan_L1	SC_ProtoAztecan_L2	SC_ProtoAztecan_L3	SC_ProtoAztecan_R1	SC_ProtoAztecan_R2	SC_ProtoAztecan_R3	PROSODY_ProtoAztecan	PROSODY_ProtoAztecan_L1	PROSODY_ProtoAztecan_L2	PROSODY_ProtoAztecan_L3	PROSODY_ProtoAztecan_R1	PROSODY_ProtoAztecan_R2	PROSODY_ProtoAztecan_R3	id_TetelcingoNahuatl	segment_TetelcingoNahuatl	segment_TetelcingoNahuatl_L1	segment_TetelcingoNahuatl_L2	segment_TetelcingoNahuatl_L3	segment_TetelcingoNahuatl_R1	segment_TetelcingoNahuatl_R2	segment_TetelcingoNahuatl_R3	SC_TetelcingoNahuatl	SC_TetelcingoNahuatl_L1	SC_TetelcingoNahuatl_L2	SC_TetelcingoNahuatl_L3	SC_TetelcingoNahuatl_R1	SC_TetelcingoNahuatl_R2	SC_TetelcingoNahuatl_R3	PROSODY_TetelcingoNahuatl	PROSODY_TetelcingoNahuatl_L1	PROSODY_TetelcingoNahuatl_L2	PROSODY_TetelcingoNahuatl_L3	PROSODY_TetelcingoNahuatl_R1	PROSODY_TetelcingoNahuatl_R2	PROSODY_TetelcingoNahuatl_R3
7	0.7778	3	0.3333	186	342	-	-	-	+	tɬ	i	∅	_	_	_	_	T	I	∅	0	0	0	0	1	7	∅	343	-	-	-	-	-	-	∅	_	_	_	_	_	_	∅	0	0	0	0	0	0	∅	344	-	-	-	-	-	-	∅	_	_	_	_	_	_	∅	0	0	0	0	0	0	∅	345	-	-	-	-	-	-	∅	_	_	_	_	_	_	∅	0	0	0	0	0	0	∅	346	-	-	-	-	-	-	∅	_	_	_	_	_	_	∅	0	0	0	0	0	0	∅	347	-	uː	k	+	j	u	∅	_	Y	K	_	J	Y	∅	0	7	1	0	6	7	∅	348	-	-	-	+	t	-	∅	_	_	_	_	T	_	∅	0	0	0	0	1	0	∅	349	-	-	-	+	tɬ	ɨ	∅	_	_	_	_	T	I	∅	0	0	0	0	1	7	∅	350	tʃ	o	k	+	tɬ	a	∅	T	U	K	_	T	A	∅	1	7	1	0	1	7	∅
8	0.8889	2	0.2222	186	342	tɬ	-	-	-	i	∅	∅	T	_	_	_	I	∅	∅	1	0	0	0	7	∅	∅	343	-	-	-	-	-	∅	∅	_	_	_	_	_	∅	∅	0	0	0	0	0	∅	∅	344	-	-	-	-	-	∅	∅	_	_	_	_	_	∅	∅	0	0	0	0	0	∅	∅	345	-	-	-	-	-	∅	∅	_	_	_	_	_	∅	∅	0	0	0	0	0	∅	∅	346	-	-	-	-	-	∅	∅	_	_	_	_	_	∅	∅	0	0	0	0	0	∅	∅	347	j	-	uː	k	u	∅	∅	J	_	Y	K	Y	∅	∅	6	0	7	1	7	∅	∅	348	t	-	-	-	-	∅	∅	T	_	_	_	_	∅	∅	1	0	0	0	0	∅	∅	349	tɬ	-	-	-	ɨ	∅	∅	T	_	_	_	I	∅	∅	1	0	0	0	7	∅	∅	350	tɬ	tʃ	o	k	a	∅	∅	T	T	U	K	A	∅	∅	1	1	7	1	7	∅	∅
9	1.0000	1	0.1111	186	342	i	tɬ	-	-	∅	∅	∅	I	T	_	_	∅	∅	∅	7	1	0	0	∅	∅	∅	343	-	-	-	-	∅	∅	∅	_	_	_	_	∅	∅	∅	0	0	0	0	∅	∅	∅	344	-	-	-	-	∅	∅	∅	_	_	_	_	∅	∅	∅	0	0	0	0	∅	∅	∅	345	-	-	-	-	∅	∅	∅	_	_	_	_	∅	∅	∅	0	0	0	0	∅	∅	∅	346	-	-	-	-	∅	∅	∅	_	_	_	_	∅	∅	∅	0	0	0	0	∅	∅	∅	347	u	j	-	uː	∅	∅	∅	Y	J	_	Y	∅	∅	∅	7	6	0	7	∅	∅	∅	348	-	t	-	-	∅	∅	∅	_	T	_	_	∅	∅	∅	0	1	0	0	∅	∅	∅	349	ɨ	tɬ	-	-	∅	∅	∅	I	T	_	_	∅	∅	∅	7	1	0	0	∅	∅	∅	350	a	tɬ	tʃ	o	∅	∅	∅	A	T	T	U	∅	∅	∅	7	1	1	7	∅	∅	∅
1	0.1250	8	1.0000	187	351	j	∅	∅	∅	a	n	k	J	∅	∅	∅	A	N	K	6	∅	∅	∅	7	4	1	352	j	∅	∅	∅	a	m	b	J	∅	∅	∅	A	M	P	6	∅	∅	∅	7	4	1	353	j	∅	∅	∅	a	m	k	J	∅	∅	∅	A	M	K	6	∅	∅	∅	7	4	1	354	j	∅	∅	∅	a	n	k	J	∅	∅	∅	A	N	K	6	∅	∅	∅	7	4	1	355	j	∅	∅	∅	a	m	b	J	∅	∅	∅	A	M	P	6	∅	∅	∅	7	4	1	356	j	∅	∅	∅	a	n	k	J	∅	∅	∅	A	N	K	6	∅	∅	∅	7	4	1																							357	j	∅	∅	∅	a	n	k	J	∅	∅	∅	A	N	K	6	∅	∅	∅	7	4	1	358	j	∅	∅	∅	a	n	k	J	∅	∅	∅	A	N	K	6	∅	∅	∅	7	4	1
2	0.2500	7	0.8750	187	351	a	j	∅	∅	n	k	w	A	J	∅	∅	N	K	W	7	6	∅	∅	4	1	6	352	a	j	∅	∅	m	b	w	A	J	∅	∅	M	P	W	7	6	∅	∅	4	1	6	353	a	j	∅	∅	m	k	w	A	J	∅	∅	M	K	W	7	6	∅	∅	4	1	6	354	a	j	∅	∅	n	k	w	A	J	∅	∅	N	K	W	7	6	∅	∅	4	1	6	355	a	j	∅	∅	m	b	-	A	J	∅	∅	M	P	_	7	6	∅	∅	4	1	0	356	a	j	∅	∅	n	k	w	A	J	∅	∅	N	K	W	7	6	∅	∅	4	1	6																							357	a	j	∅	∅	n	k	w	A	J	∅	∅	N	K	W	7	6	∅	∅	4	1	6	358	a	j	∅	∅	n	k	w	A	J	∅	∅	N	K	W	7	6	∅	∅	4	1	6
3	0.3750	6	0.7500	187	351	n	a	j	∅	k	w	i	N	A	J	∅	K	W	I	4	7	6	∅	1	6	7	352	m	a	j	∅	b	w	i	M	A	J	∅	P	W	I	4	7	6	∅	1	6	7	353	m	a	j	∅	k	w	i	M	A	J	∅	K	W	I	4	7	6	∅	1	6	7	354	n	a	j	∅	k	w	i	N	A	J	∅	K	W	I	4	7	6	∅	1	6	7	355	m	a	j	∅	b	-	i	M	A	J	∅	P	_	I	4	7	6	∅	1	0	7	356	n	a	j	∅	k	w	i	N	A	J	∅	K	W	I	4	7	6	∅	1	6	7																							357	n	a	j	∅	k	w	i	N	A	J	∅	K	W	I	4	7	6	∅	1	6	7	358	n	a	j	∅	k	w	iː	N	A	J	∅	K	W	I	4	7	6	∅	1	6	7
4	0.5000	5	0.6250	187	351	k	n	a	j	w	i	+	K	N	A	J	W	I	_	1	4	7	6	6	7	0	352	b	m	a	j	w	i	+	P	M	A	J	W	I	_	1	4	7	6	6	7	0	353	k	m	a	j	w	i	+	K	M	A	J	W	I	_	1	4	7	6	6	7	0	354	k	n	a	j	w	i	+	K	N	A	J	W	I	_	1	4	7	6	6	7	0	355	b	m	a	j	-	i	+	P	M	A	J	_	I	_	1	4	7	6	0	7	0	356	k	n	a	j	w	i	+	K	N	A	J	W	I	_	1	4	7	6	6	7	0																							357	k	n	a	j	w	i	+	K	N	A	J	W	I	_	1	4	7	6	6	7	0	358	k	n	a	j	w	iː	+	K	N	A	J	W	I	_	1	4	7	6	6	7	0
5	0.6250	4	0.5000	187	351	w	k	n	a	i	+	k	W	K	N	A	I	_	K	6	1	4	7	7	0	1	352	w	b	m	a	i	+	k	W	P	M	A	I	_	K	6	1	4	7	7	0	1	353	w	k	m	a	i	+	ʔ	W	K	M	A	I	_	H	6	1	4	7	7	0	1	354	w	k	n	a	i	+	k	W	K	N	A	I	_	K	6	1	4	7	7	0	1	355	-	b	m	a	i	+	k	_	P	M	A	I	_	K	0	1	4	7	7	0	1	356	w	k	n	a	i	+	k	W	K	N	A	I	_	K	6	1	4	7	7	0	1																							357	w	k	n	a	i	+	k	W	K	N	A	I	_	K	6	1	4	7	7	0	1	358	w	k	n	a	iː	+	k	W	K	N	A	I	_	K	6	1	4	7	7	0	1
6	0.7500	3	0.3750	187	351	i	w	k	n	+	k	∅	I	W	K	N	_	K	∅	7	6	1	4	0	1	∅	352	i	w	b	m	+	k	∅	I	W	P	M	_	K	∅	7	6	1	4	0	1	∅	353	i	w	k	m	+	ʔ	∅	I	W	K	M	_	H	∅	7	6	1	4	0	1	∅	354	i	w	k	n	+	k	∅	I	W	K	N	_	K	∅	7	6	1	4	0	1	∅	355	i	-	b	m	+	k	∅	I	_	P	M	_	K	∅	7	0	1	4	0	1	∅	356	i	w	k	n	+	k	∅	I	W	K	N	_	K	∅	7	6	1	4	0	1	∅																							357	i	w	k	n	+	k	∅	I	W	K	N	_	K	∅	7	6	1	4	0	1	∅	358	iː	w	k	n	+	k	∅	I	W	K	N	_	K	∅	7	6	1	4	0	1	∅
7	0.8750	2	0.2500	187	351	+	i	w	k	k	∅	∅	_	I	W	K	K	∅	∅	0	7	6	1	1	∅	∅	352	+	i	w	b	k	∅	∅	_	I	W	P	K	∅	∅	0	7	6	1	1	∅	∅	353	+	i	w	k	ʔ	∅	∅	_	I	W	K	H	∅	∅	0	7	6	1	1	∅	∅	354	+	i	w	k	k	∅	∅	_	I	W	K	K	∅	∅	0	7	6	1	1	∅	∅	355	+	i	-	b	k	∅	∅	_	I	_	P	K	∅	∅	0	7	0	1	1	∅	∅	356	+	i	w	k	k	∅	∅	_	I	W	K	K	∅	∅	0	7	6	1	1	∅	∅																							357	+	i	w	k	k	∅	∅	_	I	W	K	K	∅	∅	0	7	6	1	1	∅	∅	358	+	iː	w	k	k	∅	∅	_	I	W	K	K	∅	∅	0	7	6	1	1	∅	∅
8	1.0000	1	0.1250	187	351	k	+	i	w	∅	∅	∅	K	_	I	W	∅	∅	∅	1	0	7	6	∅	∅	∅	352	k	+	i	w	∅	∅	∅	K	_	I	W	∅	∅	∅	1	0	7	6	∅	∅	∅	353	ʔ	+	i	w	∅	∅	∅	H	_	I	W	∅	∅	∅	1	0	7	6	∅	∅	∅	354	k	+	i	w	∅	∅	∅	K	_	I	W	∅	∅	∅	1	0	7	6	∅	∅	∅	355	k	+	i	-	∅	∅	∅	K	_	I	_	∅	∅	∅	1	0	7	0	∅	∅	∅	356	k	+	i	w	∅	∅	∅	K	_	I	W	∅	∅	∅	1	0	7	6	∅	∅	∅																							357	k	+	i	w	∅	∅	∅	K	_	I	W	∅	∅	∅	1	0	7	6	∅	∅	∅	358	k	+	iː	w	∅	∅	∅	K	_	I	W	∅	∅	∅	1	0	7	6	∅	∅	∅
1	0.1111	9	1.0000	188	359	j	∅	∅	∅	o	w	a	J	∅	∅	∅	U	W	A	6	∅	∅	∅	7	6	7																							360	j	∅	∅	∅	o	w	a	J	∅	∅	∅	U	W	A	6	∅	∅	∅	7	6	7	361	j	∅	∅	∅	o	w	a	J	∅	∅	∅	U	W	A	6	∅	∅	∅	7	6	7																																													362	-	∅	∅	∅	o	w	e	_	∅	∅	∅	U	W	E	0	∅	∅	∅	7	6	7	363	j	∅	∅	∅	o	w	a	J	∅	∅	∅	U	W	A	6	∅	∅	∅	7	6	7	364	j	∅	∅	∅	o	w	a	J	∅	∅	∅	U	W	A	6	∅	∅	∅	7	6	7
2	0.2222	8	0.8889	188	359	o	j	∅	∅	w	a	l	U	J	∅	∅	W	A	L	7	6	∅	∅	6	7	5																							360	o	j	∅	∅	w	a	l	U	J	∅	∅	W	A	L	7	6	∅	∅	6	7	5	361	o	j	∅	∅	w	a	l	U	J	∅	∅	W	A	L	7	6	∅	∅	6	7	5																																													362	o	-	∅	∅	w	e	l	U	_	∅	∅	W	E	L	7	0	∅	∅	6	7	5	363	o	j	∅	∅	w	a	l	U	J	∅	∅	W	A	L	7	6	∅	∅	6	7	5	364	o	j	∅	∅	w	a	l	U	J	∅	∅	W	A	L	7	6	∅	∅	6	7	5
3	0.3333	7	0.7778	188	359	w	o	j	∅	a	l	-	W	U	J	∅	A	L	_	6	7	6	∅	7	5	0																							360	w	o	j	∅	a	l	-	W	U	J	∅	A	L	_	6	7	6	∅	7	5	0	361	w	o	j	∅	a	l	i	W	U	J	∅	A	L	I	6	7	6	∅	7	5	7																																													362	w	o	-	∅	e	l	-	W	U	_	∅	E	L	_	6	7	0	∅	7	5	0	363	w	o	j	∅	a	l	-	W	U	J	∅	A	L	_	6	7	6	∅	7	5	0	364	w	o	j	∅	a	l	iː	W	U	J	∅	A	L	I	6	7	6	∅	7	5	7
4	0.4444	6	0.6667	188	359	a	w	o	j	l	-	+	A	W	U	J	L	_	_	7	6	7	6	5	0	0																							360	a	w	o	j	l	-	-	A	W	U	J	L	_	_	7	6	7	6	5	0	0	361	a	w	o	j	l	i	-	A	W	U	J	L	I	_	7	6	7	6	5	7	0																																													362	e	w	o	-	l	-	-	E	W	U	_	L	_	_	7	6	7	0	5	0	0	363	a	w	o	j	l	-	+	A	W	U	J	L	_	_	7	6	7	6	5	0	0	364	a	w	o	j	l	iː	-	A	W	U	J	L	I	_	7	6	7	6	5	7	0
5	0.5556	5	0.5556	188	359	l	a	w	o	-	+	l	L	A	W	U	_	_	L	5	7	6	7	0	0	5																							360	l	a	w	o	-	-	-	L	A	W	U	_	_	_	5	7	6	7	0	0	0	361	l	a	w	o	i	-	-	L	A	W	U	I	_	_	5	7	6	7	7	0	0																																													362	l	e	w	o	-	-	-	L	E	W	U	_	_	_	5	7	6	7	0	0	0	363	l	a	w	o	-	+	l	L	A	W	U	_	_	L	5	7	6	7	0	0	5	364	l	a	w	o	iː	-	-	L	A	W	U	I	_	_	5	7	6	7	7	0	0
6	0.6667	4	0.4444	188	359	-	l	a	w	+	l	i	_	L	A	W	_	L	I	0	5	7	6	0	5	7																							360	-	l	a	w	-	-	-	_	L	A	W	_	_	_	0	5	7	6	0	0	0	361	i	l	a	w	-	-	-	I	L	A	W	_	_	_	7	5	7	6	0	0	0																																													362	-	l	e	w	-	-	-	_	L	E	W	_	_	_	0	5	7	6	0	0	0	363	-	l	a	w	+	l	ɨ	_	L	A	W	_	L	I	0	5	7	6	0	5	7	364	iː	l	a	w	-	-	-	I	L	A	W	_	_	_	7	5	7	6	0	0	0
7	0.7778	3	0.3333	188	359	+	-	l	a	l	i	∅	_	_	L	A	L	I	∅	0	0	5	7	5	7	∅																							360	-	-	l	a	-	-	∅	_	_	L	A	_	_	∅	0	0	5	7	0	0	∅	361	-	i	l	a	-	-	∅	_	I	L	A	_	_	∅	0	7	5	7	0	0	∅																																													362	-	-	l	e	-	-	∅	_	_	L	E	_	_	∅	0	0	5	7	0	0	∅	363	+	-	l	a	l	ɨ	∅	_	_	L	A	L	I	∅	0	0	5	7	5	7	∅	364	-	iː	l	a	-	-	∅	_	I	L	A	_	_	∅	0	7	5	7	0	0	∅
8	0.8889	2	0.2222	188	359	l	+	-	l	i	∅	∅	L	_	_	L	I	∅	∅	5	0	0	5	7	∅	∅																							360	-	-	-	l	-	∅	∅	_	_	_	L	_	∅	∅	0	0	0	5	0	∅	∅	361	-	-	i	l	-	∅	∅	_	_	I	L	_	∅	∅	0	0	7	5	0	∅	∅																																													362	-	-	-	l	-	∅	∅	_	_	_	L	_	∅	∅	0	0	0	5	0	∅	∅	363	l	+	-	l	ɨ	∅	∅	L	_	_	L	I	∅	∅	5	0	0	5	7	∅	∅	364	-	-	iː	l	-	∅	∅	_	_	I	L	_	∅	∅	0	0	7	5	0	∅	∅
9	1.0000	1	0.1111	188	359	i	l	+	-	∅	∅	∅	I	L	_	_	∅	∅	∅	7	5	0	0	∅	∅	∅																							360	-	-	-	-	∅	∅	∅	_	_	_	_	∅	∅	∅	0	0	0	0	∅	∅	∅	361	-	-	-	i	∅	∅	∅	_	_	_	I	∅	∅	∅	0	0	0	7	∅	∅	∅																																													362	-	-	-	-	∅	∅	∅	_	_	_	_	∅	∅	∅	0	0	0	0	∅	∅	∅	363	ɨ	l	+	-	∅	∅	∅	I	L	_	_	∅	∅	∅	7	5	0	0	∅	∅	∅	364	-	-	-	iː	∅	∅	∅	_	_	_	I	∅	∅	∅	0	0	0	7	∅	∅	∅
1	0.1111	9	1.0000	189																							365	t	∅	∅	∅	a	+	j	T	∅	∅	∅	A	_	J	1	∅	∅	∅	7	0	6																																													366	t	∅	∅	∅	a	+	j	T	∅	∅	∅	A	_	J	1	∅	∅	∅	7	0	6	367	t	∅	∅	∅	a	+	j	T	∅	∅	∅	A	_	J	1	∅	∅	∅	7	0	6																																																																		
2	0.2222	8	0.8889	189																							365	a	t	∅	∅	+	j	u	A	T	∅	∅	_	J	Y	7	1	∅	∅	0	6	7																																													366	a	t	∅	∅	+	j	o	A	T	∅	∅	_	J	U	7	1	∅	∅	0	6	7	367	a	t	∅	∅	+	j	u	A	T	∅	∅	_	J	Y	7	1	∅	∅	0	6	7																																																																		
3	0.3333	7	0.7778	189																							365	+	a	t	∅	j	u	w	_	A	T	∅	J	Y	W	0	7	1	∅	6	7	6																																													366	+	a	t	∅	j	o	-	_	A	T	∅	J	U	_	0	7	1	∅	6	7	0	367	+	a	t	∅	j	u	w	_	A	T	∅	J	Y	W	0	7	1	∅	6	7	6																																																																		
4	0.4444	6	0.6667	189																							365	j	+	a	t	u	w	a	J	_	A	T	Y	W	A	6	0	7	1	7	6	7																																													366	j	+	a	t	o	-	a	J	_	A	T	U	_	A	6	0	7	1	7	0	7	367	j	+	a	t	u	w	a	J	_	A	T	Y	W	A	6	0	7	1	7	6	7																																																																		
5	0.5556	5	0.5556	189																							365	u	j	+	a	w	a	+	Y	J	_	A	W	A	_	7	6	0	7	6	7	0																																													366	o	j	+	a	-	a	-	U	J	_	A	_	A	_	7	6	0	7	0	7	0	367	u	j	+	a	w	a	-	Y	J	_	A	W	A	_	7	6	0	7	6	7	0																																																																		
6	0.6667	4	0.4444	189																							365	w	u	j	+	a	+	k	W	Y	J	_	A	_	K	6	7	6	0	7	0	1																																													366	-	o	j	+	a	-	-	_	U	J	_	A	_	_	0	7	6	0	7	0	0	367	w	u	j	+	a	-	-	W	Y	J	_	A	_	_	6	7	6	0	7	0	0																																																																		
7	0.7778	3	0.3333	189																							365	a	w	u	j	+	k	∅	A	W	Y	J	_	K	∅	7	6	7	6	0	1	∅																																													366	a	-	o	j	-	-	∅	A	_	U	J	_	_	∅	7	0	7	6	0	0	∅	367	a	w	u	j	-	-	∅	A	W	Y	J	_	_	∅	7	6	7	6	0	0	∅																																																																		
8	0.8889	2	0.2222	189																							365	+	a	w	u	k	∅	∅	_	A	W	Y	K	∅	∅	0	7	6	7	1	∅	∅																																													366	-	a	-	o	-	∅	∅	_	A	_	U	_	∅	∅	0	7	0	7	0	∅	∅	367	-	a	w	u	-	∅	∅	_	A	W	Y	_	∅	∅	0	7	6	7	0	∅	∅																																																																		
9	1.0000	1	0.1111	189																							365	k	+	a	w	∅	∅	∅	K	_	A	W	∅	∅	∅	1	0	7	6	∅	∅	∅																																													366	-	-	a	-	∅	∅	∅	_	_	A	_	∅	∅	∅	0	0	7	0	∅	∅	∅	367	-	-	a	w	∅	∅	∅	_	_	A	W	∅	∅	∅	0	0	7	6	∅	∅	∅																																																																		
1	0.1250	8	1.0000	190	368	j	∅	∅	∅	a	k	-	J	∅	∅	∅	A	K	_	6	∅	∅	∅	7	1	0	369	j	∅	∅	∅	a	k	-	J	∅	∅	∅	A	K	_	6	∅	∅	∅	7	1	0	370	j	∅	∅	∅	a	k	-	J	∅	∅	∅	A	K	_	6	∅	∅	∅	7	1	0	371	j	∅	∅	∅	e	k	a	J	∅	∅	∅	E	K	A	6	∅	∅	∅	7	1	7	372	j	∅	∅	∅	a	g	a	J	∅	∅	∅	A	K	A	6	∅	∅	∅	7	1	7	373	j	∅	∅	∅	a	k	-	J	∅	∅	∅	A	K	_	6	∅	∅	∅	7	1	0	374	j	∅	∅	∅	e	k	e	J	∅	∅	∅	E	K	E	6	∅	∅	∅	7	1	7	375	j	∅	∅	∅	a	k	a	J	∅	∅	∅	A	K	A	6	∅	∅	∅	7	1	7	376	j	∅	∅	∅	e	k	a	J	∅	∅	∅	E	K	A	6	∅	∅	∅	7	1	7
2	0.2500	7	0.8750	190	368	a	j	∅	∅	k	-	+	A	J	∅	∅	K	_	_	7	6	∅	∅	1	0	0	369	a	j	∅	∅	k	-	-	A	J	∅	∅	K	_	_	7	6	∅	∅	1	0	0	370	a	j	∅	∅	k	-	+	A	J	∅	∅	K	_	_	7	6	∅	∅	1	0	0	371	e	j	∅	∅	k	a	+	E	J	∅	∅	K	A	_	7	6	∅	∅	1	7	0	372	a	j	∅	∅	g	a	+	A	J	∅	∅	K	A	_	7	6	∅	∅	1	7	0	373	a	j	∅	∅	k	-	-	A	J	∅	∅	K	_	_	7	6	∅	∅	1	0	0	374	e	j	∅	∅	k	e	+	E	J	∅	∅	K	E	_	7	6	∅	∅	1	7	0	375	a	j	∅	∅	k	a	+	A	J	∅	∅	K	A	_	7	6	∅	∅	1	7	0	376	e	j	∅	∅	k	a	+	E	J	∅	∅	K	A	_	7	6	∅	∅	1	7	0
3	0.3750	6	0.7500	190	368	k	a	j	∅	-	+	tɬ	K	A	J	∅	_	_	T	1	7	6	∅	0	0	1	369	k	a	j	∅	-	-	-	K	A	J	∅	_	_	_	1	7	6	∅	0	0	0	370	k	a	j	∅	-	+	t	K	A	J	∅	_	_	T	1	7	6	∅	0	0	1	371	k	e	j	∅	a	+	k	K	E	J	∅	A	_	K	1	7	6	∅	7	0	1	372	g	a	j	∅	a	+	t	K	A	J	∅	A	_	T	1	7	6	∅	7	0	1	373	k	a	j	∅	-	-	-	K	A	J	∅	_	_	_	1	7	6	∅	0	0	0	374	k	e	j	∅	e	+	t	K	E	J	∅	E	_	T	1	7	6	∅	7	0	1	375	k	a	j	∅	a	+	tɬ	K	A	J	∅	A	_	T	1	7	6	∅	7	0	1	376	k	e	j	∅	a	+	ts	K	E	J	∅	A	_	C	1	7	6	∅	7	0	2
4	0.5000	5	0.6250	190	368	-	k	a	j	+	tɬ	-	_	K	A	J	_	T	_	0	1	7	6	0	1	0	369	-	k	a	j	-	-	-	_	K	A	J	_	_	_	0	1	7	6	0	0	0	370	-	k	a	j	+	t	i	_	K	A	J	_	T	I	0	1	7	6	0	1	7	371	a	k	e	j	+	k	-	A	K	E	J	_	K	_	7	1	7	6	0	1	0	372	a	g	a	j	+	t	-	A	K	A	J	_	T	_	7	1	7	6	0	1	0	373	-	k	a	j	-	-	-	_	K	A	J	_	_	_	0	1	7	6	0	0	0	374	e	k	e	j	+	t	-	E	K	E	J	_	T	_	7	1	7	6	0	1	0	375	a	k	a	j	+	tɬ	-	A	K	A	J	_	T	_	7	1	7	6	0	1	0	376	a	k	e	j	+	ts	o	A	K	E	J	_	C	U	7	1	7	6	0	2	7
