index	index_p	rindex	rindex_p	cogid	id_MonpaBalemu	segment_MonpaBalemu	segment_MonpaBalemu_L1	segment_MonpaBalemu_L2	segment_MonpaBalemu_L3	segment_MonpaBalemu_R1	segment_MonpaBalemu_R2	segment_MonpaBalemu_R3	SC_MonpaBalemu	SC_MonpaBalemu_L1	SC_MonpaBalemu_L2	SC_MonpaBalemu_L3	SC_MonpaBalemu_R1	SC_MonpaBalemu_R2	SC_MonpaBalemu_R3	PROSODY_MonpaBalemu	PROSODY_MonpaBalemu_L1	PROSODY_MonpaBalemu_L2	PROSODY_MonpaBalemu_L3	PROSODY_MonpaBalemu_R1	PROSODY_MonpaBalemu_R2	PROSODY_MonpaBalemu_R3	id_MonpaDirang	segment_MonpaDirang	segment_MonpaDirang_L1	segment_MonpaDirang_L2	segment_MonpaDirang_L3	segment_MonpaDirang_R1	segment_MonpaDirang_R2	segment_MonpaDirang_R3	SC_MonpaDirang	SC_MonpaDirang_L1	SC_MonpaDirang_L2	SC_MonpaDirang_L3	SC_MonpaDirang_R1	SC_MonpaDirang_R2	SC_MonpaDirang_R3	PROSODY_MonpaDirang	PROSODY_MonpaDirang_L1	PROSODY_MonpaDirang_L2	PROSODY_MonpaDirang_L3	PROSODY_MonpaDirang_R1	PROSODY_MonpaDirang_R2	PROSODY_MonpaDirang_R3	id_MonpaDirangDum	segment_MonpaDirangDum	segment_MonpaDirangDum_L1	segment_MonpaDirangDum_L2	segment_MonpaDirangDum_L3	segment_MonpaDirangDum_R1	segment_MonpaDirangDum_R2	segment_MonpaDirangDum_R3	SC_MonpaDirangDum	SC_MonpaDirangDum_L1	SC_MonpaDirangDum_L2	SC_MonpaDirangDum_L3	SC_MonpaDirangDum_R1	SC_MonpaDirangDum_R2	SC_MonpaDirangDum_R3	PROSODY_MonpaDirangDum	PROSODY_MonpaDirangDum_L1	PROSODY_MonpaDirangDum_L2	PROSODY_MonpaDirangDum_L3	PROSODY_MonpaDirangDum_R1	PROSODY_MonpaDirangDum_R2	PROSODY_MonpaDirangDum_R3	id_MonpaKalaktang	segment_MonpaKalaktang	segment_MonpaKalaktang_L1	segment_MonpaKalaktang_L2	segment_MonpaKalaktang_L3	segment_MonpaKalaktang_R1	segment_MonpaKalaktang_R2	segment_MonpaKalaktang_R3	SC_MonpaKalaktang	SC_MonpaKalaktang_L1	SC_MonpaKalaktang_L2	SC_MonpaKalaktang_L3	SC_MonpaKalaktang_R1	SC_MonpaKalaktang_R2	SC_MonpaKalaktang_R3	PROSODY_MonpaKalaktang	PROSODY_MonpaKalaktang_L1	PROSODY_MonpaKalaktang_L2	PROSODY_MonpaKalaktang_L3	PROSODY_MonpaKalaktang_R1	PROSODY_MonpaKalaktang_R2	PROSODY_MonpaKalaktang_R3	id_MonpaNamsu	segment_MonpaNamsu	segment_MonpaNamsu_L1	segment_MonpaNamsu_L2	segment_MonpaNamsu_L3	segment_MonpaNamsu_R1	segment_MonpaNamsu_R2	segment_MonpaNamsu_R3	SC_MonpaNamsu	SC_MonpaNamsu_L1	SC_MonpaNamsu_L2	SC_MonpaNamsu_L3	SC_MonpaNamsu_R1	SC_MonpaNamsu_R2	SC_MonpaNamsu_R3	PROSODY_MonpaNamsu	PROSODY_MonpaNamsu_L1	PROSODY_MonpaNamsu_L2	PROSODY_MonpaNamsu_L3	PROSODY_MonpaNamsu_R1	PROSODY_MonpaNamsu_R2	PROSODY_MonpaNamsu_R3	id_MonpaSangti	segment_MonpaSangti	segment_MonpaSangti_L1	segment_MonpaSangti_L2	segment_MonpaSangti_L3	segment_MonpaSangti_R1	segment_MonpaSangti_R2	segment_MonpaSangti_R3	SC_MonpaSangti	SC_MonpaSangti_L1	SC_MonpaSangti_L2	SC_MonpaSangti_L3	SC_MonpaSangti_R1	SC_MonpaSangti_R2	SC_MonpaSangti_R3	PROSODY_MonpaSangti	PROSODY_MonpaSangti_L1	PROSODY_MonpaSangti_L2	PROSODY_MonpaSangti_L3	PROSODY_MonpaSangti_R1	PROSODY_MonpaSangti_R2	PROSODY_MonpaSangti_R3	id_MonpaTembang	segment_MonpaTembang	segment_MonpaTembang_L1	segment_MonpaTembang_L2	segment_MonpaTembang_L3	segment_MonpaTembang_R1	segment_MonpaTembang_R2	segment_MonpaTembang_R3	SC_MonpaTembang	SC_MonpaTembang_L1	SC_MonpaTembang_L2	SC_MonpaTembang_L3	SC_MonpaTembang_R1	SC_MonpaTembang_R2	SC_MonpaTembang_R3	PROSODY_MonpaTembang	PROSODY_MonpaTembang_L1	PROSODY_MonpaTembang_L2	PROSODY_MonpaTembang_L3	PROSODY_MonpaTembang_R1	PROSODY_MonpaTembang_R2	PROSODY_MonpaTembang_R3	id_MonpaTomko	segment_MonpaTomko	segment_MonpaTomko_L1	segment_MonpaTomko_L2	segment_MonpaTomko_L3	segment_MonpaTomko_R1	segment_MonpaTomko_R2	segment_MonpaTomko_R3	SC_MonpaTomko	SC_MonpaTomko_L1	SC_MonpaTomko_L2	SC_MonpaTomko_L3	SC_MonpaTomko_R1	SC_MonpaTomko_R2	SC_MonpaTomko_R3	PROSODY_MonpaTomko	PROSODY_MonpaTomko_L1	PROSODY_MonpaTomko_L2	PROSODY_MonpaTomko_L3	PROSODY_MonpaTomko_R1	PROSODY_MonpaTomko_R2	PROSODY_MonpaTomko_R3
2	0.2500	7	0.8750	2092																							544	-	-	∅	∅	-	l	e	_	_	∅	∅	_	L	E	0	0	∅	∅	0	5	7	545	a	tʃ	∅	∅	m	l	e	A	T	∅	∅	M	L	E	7	1	∅	∅	4	5	7																							546	-	-	∅	∅	-	l	e	_	_	∅	∅	_	L	E	0	0	∅	∅	0	5	7	547	-	-	∅	∅	-	l	e	_	_	∅	∅	_	L	E	0	0	∅	∅	0	5	7																																												
3	0.3750	6	0.7500	2092																							544	-	-	-	∅	l	e	m	_	_	_	∅	L	E	M	0	0	0	∅	5	7	4	545	m	a	tʃ	∅	l	e	m	M	A	T	∅	L	E	M	4	7	1	∅	5	7	4																							546	-	-	-	∅	l	e	m	_	_	_	∅	L	E	M	0	0	0	∅	5	7	4	547	-	-	-	∅	l	e	m	_	_	_	∅	L	E	M	0	0	0	∅	5	7	4																																												
4	0.5000	5	0.6250	2092																							544	l	-	-	-	e	m	-	L	_	_	_	E	M	_	5	0	0	0	7	4	0	545	l	m	a	tʃ	e	m	b	L	M	A	T	E	M	P	5	4	7	1	7	4	1																							546	l	-	-	-	e	m	b	L	_	_	_	E	M	P	5	0	0	0	7	4	1	547	l	-	-	-	e	m	b	L	_	_	_	E	M	P	5	0	0	0	7	4	1																																												
5	0.6250	4	0.5000	2092																							544	e	l	-	-	m	-	-	E	L	_	_	M	_	_	7	5	0	0	4	0	0	545	e	l	m	a	m	b	o	E	L	M	A	M	P	U	7	5	4	7	4	1	7																							546	e	l	-	-	m	b	o	E	L	_	_	M	P	U	7	5	0	0	4	1	7	547	e	l	-	-	m	b	o	E	L	_	_	M	P	U	7	5	0	0	4	1	7																																												
6	0.7500	3	0.3750	2092																							544	m	e	l	-	-	-	∅	M	E	L	_	_	_	∅	4	7	5	0	0	0	∅	545	m	e	l	m	b	o	∅	M	E	L	M	P	U	∅	4	7	5	4	1	7	∅																							546	m	e	l	-	b	o	∅	M	E	L	_	P	U	∅	4	7	5	0	1	7	∅	547	m	e	l	-	b	o	∅	M	E	L	_	P	U	∅	4	7	5	0	1	7	∅																																												
7	0.8750	2	0.2500	2092																							544	-	m	e	l	-	∅	∅	_	M	E	L	_	∅	∅	0	4	7	5	0	∅	∅	545	b	m	e	l	o	∅	∅	P	M	E	L	U	∅	∅	1	4	7	5	7	∅	∅																							546	b	m	e	l	o	∅	∅	P	M	E	L	U	∅	∅	1	4	7	5	7	∅	∅	547	b	m	e	l	o	∅	∅	P	M	E	L	U	∅	∅	1	4	7	5	7	∅	∅																																												
8	1.0000	1	0.1250	2092																							544	-	-	m	e	∅	∅	∅	_	_	M	E	∅	∅	∅	0	0	4	7	∅	∅	∅	545	o	b	m	e	∅	∅	∅	U	P	M	E	∅	∅	∅	7	1	4	7	∅	∅	∅																							546	o	b	m	e	∅	∅	∅	U	P	M	E	∅	∅	∅	7	1	4	7	∅	∅	∅	547	o	b	m	e	∅	∅	∅	U	P	M	E	∅	∅	∅	7	1	4	7	∅	∅	∅																																												
1	0.2000	5	1.0000	2100	548	ʃ	∅	∅	∅	i	k	a	S	∅	∅	∅	I	K	A	3	∅	∅	∅	7	1	7																							549	ʃ	∅	∅	∅	i	l	o	S	∅	∅	∅	I	L	U	3	∅	∅	∅	7	5	7																							550	ʃ	∅	∅	∅	i	k	a	S	∅	∅	∅	I	K	A	3	∅	∅	∅	7	1	7	551	ʃ	∅	∅	∅	i	k	a	S	∅	∅	∅	I	K	A	3	∅	∅	∅	7	1	7	552	ʃ	∅	∅	∅	i	kʰ	e	S	∅	∅	∅	I	K	E	3	∅	∅	∅	7	1	7																						
2	0.4000	4	0.8000	2100	548	i	ʃ	∅	∅	k	a	-	I	S	∅	∅	K	A	_	7	3	∅	∅	1	7	0																							549	i	ʃ	∅	∅	l	o	-	I	S	∅	∅	L	U	_	7	3	∅	∅	5	7	0																							550	i	ʃ	∅	∅	k	a	n	I	S	∅	∅	K	A	N	7	3	∅	∅	1	7	4	551	i	ʃ	∅	∅	k	a	n	I	S	∅	∅	K	A	N	7	3	∅	∅	1	7	4	552	i	ʃ	∅	∅	kʰ	e	n	I	S	∅	∅	K	E	N	7	3	∅	∅	1	7	4																						
3	0.6000	3	0.6000	2100	548	k	i	ʃ	∅	a	-	∅	K	I	S	∅	A	_	∅	1	7	3	∅	7	0	∅																							549	l	i	ʃ	∅	o	-	∅	L	I	S	∅	U	_	∅	5	7	3	∅	7	0	∅																							550	k	i	ʃ	∅	a	n	∅	K	I	S	∅	A	N	∅	1	7	3	∅	7	4	∅	551	k	i	ʃ	∅	a	n	∅	K	I	S	∅	A	N	∅	1	7	3	∅	7	4	∅	552	kʰ	i	ʃ	∅	e	n	∅	K	I	S	∅	E	N	∅	1	7	3	∅	7	4	∅																						
4	0.8000	2	0.4000	2100	548	a	k	i	ʃ	-	∅	∅	A	K	I	S	_	∅	∅	7	1	7	3	0	∅	∅																							549	o	l	i	ʃ	-	∅	∅	U	L	I	S	_	∅	∅	7	5	7	3	0	∅	∅																							550	a	k	i	ʃ	n	∅	∅	A	K	I	S	N	∅	∅	7	1	7	3	4	∅	∅	551	a	k	i	ʃ	n	∅	∅	A	K	I	S	N	∅	∅	7	1	7	3	4	∅	∅	552	e	kʰ	i	ʃ	n	∅	∅	E	K	I	S	N	∅	∅	7	1	7	3	4	∅	∅																						
5	1.0000	1	0.2000	2100	548	-	a	k	i	∅	∅	∅	_	A	K	I	∅	∅	∅	0	7	1	7	∅	∅	∅																							549	-	o	l	i	∅	∅	∅	_	U	L	I	∅	∅	∅	0	7	5	7	∅	∅	∅																							550	n	a	k	i	∅	∅	∅	N	A	K	I	∅	∅	∅	4	7	1	7	∅	∅	∅	551	n	a	k	i	∅	∅	∅	N	A	K	I	∅	∅	∅	4	7	1	7	∅	∅	∅	552	n	e	kʰ	i	∅	∅	∅	N	E	K	I	∅	∅	∅	4	7	1	7	∅	∅	∅																						
1	0.1667	6	1.0000	2101																							553	ʃ	∅	∅	∅	i	n	dʒ	S	∅	∅	∅	I	N	T	3	∅	∅	∅	7	4	1																							554	ʃ	∅	∅	∅	i	n	tʃʰ	S	∅	∅	∅	I	N	T	3	∅	∅	∅	7	4	1																																																																																								
2	0.3333	5	0.8333	2101																							553	i	ʃ	∅	∅	n	dʒ	i	I	S	∅	∅	N	T	I	7	3	∅	∅	4	1	7																							554	i	ʃ	∅	∅	n	tʃʰ	a	I	S	∅	∅	N	T	A	7	3	∅	∅	4	1	7																																																																																								
3	0.5000	4	0.6667	2101																							553	n	i	ʃ	∅	dʒ	i	-	N	I	S	∅	T	I	_	4	7	3	∅	1	7	0																							554	n	i	ʃ	∅	tʃʰ	a	m	N	I	S	∅	T	A	M	4	7	3	∅	1	7	4																																																																																								
4	0.6667	3	0.5000	2101																							553	dʒ	n	i	ʃ	i	-	∅	T	N	I	S	I	_	∅	1	4	7	3	7	0	∅																							554	tʃʰ	n	i	ʃ	a	m	∅	T	N	I	S	A	M	∅	1	4	7	3	7	4	∅																																																																																								
5	0.8333	2	0.3333	2101																							553	i	dʒ	n	i	-	∅	∅	I	T	N	I	_	∅	∅	7	1	4	7	0	∅	∅																							554	a	tʃʰ	n	i	m	∅	∅	A	T	N	I	M	∅	∅	7	1	4	7	4	∅	∅																																																																																								
6	1.0000	1	0.1667	2101																							553	-	i	dʒ	n	∅	∅	∅	_	I	T	N	∅	∅	∅	0	7	1	4	∅	∅	∅																							554	m	a	tʃʰ	n	∅	∅	∅	M	A	T	N	∅	∅	∅	4	7	1	4	∅	∅	∅																																																																																								
1	0.2500	4	1.0000	2110	555	-	∅	∅	∅	a	l	o	_	∅	∅	∅	A	L	U	0	∅	∅	∅	7	5	7																																																																			556	-	∅	∅	∅	a	l	o	_	∅	∅	∅	A	L	U	0	∅	∅	∅	7	5	7	557	ʔ	∅	∅	∅	a	l	o	H	∅	∅	∅	A	L	U	1	∅	∅	∅	7	5	7																																												
2	0.5000	3	0.7500	2110	555	a	-	∅	∅	l	o	∅	A	_	∅	∅	L	U	∅	7	0	∅	∅	5	7	∅																																																																			556	a	-	∅	∅	l	o	∅	A	_	∅	∅	L	U	∅	7	0	∅	∅	5	7	∅	557	a	ʔ	∅	∅	l	o	∅	A	H	∅	∅	L	U	∅	7	1	∅	∅	5	7	∅																																												
3	0.7500	2	0.5000	2110	555	l	a	-	∅	o	∅	∅	L	A	_	∅	U	∅	∅	5	7	0	∅	7	∅	∅																																																																			556	l	a	-	∅	o	∅	∅	L	A	_	∅	U	∅	∅	5	7	0	∅	7	∅	∅	557	l	a	ʔ	∅	o	∅	∅	L	A	H	∅	U	∅	∅	5	7	1	∅	7	∅	∅																																												
4	1.0000	1	0.2500	2110	555	o	l	a	-	∅	∅	∅	U	L	A	_	∅	∅	∅	7	5	7	0	∅	∅	∅																																																																			556	o	l	a	-	∅	∅	∅	U	L	A	_	∅	∅	∅	7	5	7	0	∅	∅	∅	557	o	l	a	ʔ	∅	∅	∅	U	L	A	H	∅	∅	∅	7	5	7	1	∅	∅	∅																																												
1	0.2000	5	1.0000	2140																																																																																									558	dʒ	∅	∅	∅	a	kʰ	ə	T	∅	∅	∅	A	K	E	1	∅	∅	∅	7	1	7																							559	dʒ	∅	∅	∅	a	kʰ	ə	T	∅	∅	∅	A	K	E	1	∅	∅	∅	7	1	7																						
2	0.4000	4	0.8000	2140																																																																																									558	a	dʒ	∅	∅	kʰ	ə	n	A	T	∅	∅	K	E	N	7	1	∅	∅	1	7	4																							559	a	dʒ	∅	∅	kʰ	ə	n	A	T	∅	∅	K	E	N	7	1	∅	∅	1	7	4																						
3	0.6000	3	0.6000	2140																																																																																									558	kʰ	a	dʒ	∅	ə	n	∅	K	A	T	∅	E	N	∅	1	7	1	∅	7	4	∅																							559	kʰ	a	dʒ	∅	ə	n	∅	K	A	T	∅	E	N	∅	1	7	1	∅	7	4	∅																						
4	0.8000	2	0.4000	2140																																																																																									558	ə	kʰ	a	dʒ	n	∅	∅	E	K	A	T	N	∅	∅	7	1	7	1	4	∅	∅																							559	ə	kʰ	a	dʒ	n	∅	∅	E	K	A	T	N	∅	∅	7	1	7	1	4	∅	∅																						
5	1.0000	1	0.2000	2140																																																																																									558	n	ə	kʰ	a	∅	∅	∅	N	E	K	A	∅	∅	∅	4	7	1	7	∅	∅	∅																							559	n	ə	kʰ	a	∅	∅	∅	N	E	K	A	∅	∅	∅	4	7	1	7	∅	∅	∅																						
1	0.1667	6	1.0000	2149																																																																																									560	n	∅	∅	∅	u	p	kʰ	N	∅	∅	∅	Y	P	K	4	∅	∅	∅	7	1	1																							561	n	∅	∅	∅	u	p	kʰ	N	∅	∅	∅	Y	P	K	4	∅	∅	∅	7	1	1																						
2	0.3333	5	0.8333	2149																																																																																									560	u	n	∅	∅	p	kʰ	ə	Y	N	∅	∅	P	K	E	7	4	∅	∅	1	1	7																							561	u	n	∅	∅	p	kʰ	ə	Y	N	∅	∅	P	K	E	7	4	∅	∅	1	1	7																						
3	0.5000	4	0.6667	2149																																																																																									560	p	u	n	∅	kʰ	ə	n	P	Y	N	∅	K	E	N	1	7	4	∅	1	7	4																							561	p	u	n	∅	kʰ	ə	n	P	Y	N	∅	K	E	N	1	7	4	∅	1	7	4																						
4	0.6667	3	0.5000	2149																																																																																									560	kʰ	p	u	n	ə	n	∅	K	P	Y	N	E	N	∅	1	1	7	4	7	4	∅																							561	kʰ	p	u	n	ə	n	∅	K	P	Y	N	E	N	∅	1	1	7	4	7	4	∅																						
5	0.8333	2	0.3333	2149																																																																																									560	ə	kʰ	p	u	n	∅	∅	E	K	P	Y	N	∅	∅	7	1	1	7	4	∅	∅																							561	ə	kʰ	p	u	n	∅	∅	E	K	P	Y	N	∅	∅	7	1	1	7	4	∅	∅																						
6	1.0000	1	0.1667	2149																																																																																									560	n	ə	kʰ	p	∅	∅	∅	N	E	K	P	∅	∅	∅	4	7	1	1	∅	∅	∅																							561	n	ə	kʰ	p	∅	∅	∅	N	E	K	P	∅	∅	∅	4	7	1	1	∅	∅	∅																						
1	0.1667	6	1.0000	2158																																																																																									562	p	∅	∅	∅	i	r	kʰ	P	∅	∅	∅	I	R	K	1	∅	∅	∅	7	5	1																							563	p	∅	∅	∅	i	r	kʰ	P	∅	∅	∅	I	R	K	1	∅	∅	∅	7	5	1																						
2	0.3333	5	0.8333	2158																																																																																									562	i	p	∅	∅	r	kʰ	ə	I	P	∅	∅	R	K	E	7	1	∅	∅	5	1	7																							563	i	p	∅	∅	r	kʰ	ə	I	P	∅	∅	R	K	E	7	1	∅	∅	5	1	7																						
3	0.5000	4	0.6667	2158																																																																																									562	r	i	p	∅	kʰ	ə	n	R	I	P	∅	K	E	N	5	7	1	∅	1	7	4																							563	r	i	p	∅	kʰ	ə	n	R	I	P	∅	K	E	N	5	7	1	∅	1	7	4																						
4	0.6667	3	0.5000	2158																																																																																									562	kʰ	r	i	p	ə	n	∅	K	R	I	P	E	N	∅	1	5	7	1	7	4	∅																							563	kʰ	r	i	p	ə	n	∅	K	R	I	P	E	N	∅	1	5	7	1	7	4	∅																						
5	0.8333	2	0.3333	2158																																																																																									562	ə	kʰ	r	i	n	∅	∅	E	K	R	I	N	∅	∅	7	1	5	7	4	∅	∅																							563	ə	kʰ	r	i	n	∅	∅	E	K	R	I	N	∅	∅	7	1	5	7	4	∅	∅																						
6	1.0000	1	0.1667	2158																																																																																									562	n	ə	kʰ	r	∅	∅	∅	N	E	K	R	∅	∅	∅	4	7	1	5	∅	∅	∅																							563	n	ə	kʰ	r	∅	∅	∅	N	E	K	R	∅	∅	∅	4	7	1	5	∅	∅	∅																						
1	0.1111	9	1.0000	2163	564	ŋ	∅	∅	∅	a	t̪	-	N	∅	∅	∅	A	T	_	4	∅	∅	∅	7	1	0																							565	ŋ	∅	∅	∅	a	t	-	N	∅	∅	∅	A	T	_	4	∅	∅	∅	7	1	0																																													566	ŋ	∅	∅	∅	a	t̪	a	N	∅	∅	∅	A	T	A	4	∅	∅	∅	7	1	7																							567	ŋ	∅	∅	∅	a	t	-	N	∅	∅	∅	A	T	_	4	∅	∅	∅	7	1	0
2	0.2222	8	0.8889	2163	564	a	ŋ	∅	∅	t̪	-	k	A	N	∅	∅	T	_	K	7	4	∅	∅	1	0	1																							565	a	ŋ	∅	∅	t	-	-	A	N	∅	∅	T	_	_	7	4	∅	∅	1	0	0																																													566	a	ŋ	∅	∅	t̪	a	k	A	N	∅	∅	T	A	K	7	4	∅	∅	1	7	1																							567	a	ŋ	∅	∅	t	-	p	A	N	∅	∅	T	_	P	7	4	∅	∅	1	0	1
3	0.3333	7	0.7778	2163	564	t̪	a	ŋ	∅	-	k	a	T	A	N	∅	_	K	A	1	7	4	∅	0	1	7																							565	t	a	ŋ	∅	-	-	a	T	A	N	∅	_	_	A	1	7	4	∅	0	0	7																																													566	t̪	a	ŋ	∅	a	k	a	T	A	N	∅	A	K	A	1	7	4	∅	7	1	7																							567	t	a	ŋ	∅	-	p	a	T	A	N	∅	_	P	A	1	7	4	∅	0	1	7
4	0.4444	6	0.6667	2163	564	-	t̪	a	ŋ	k	a	-	_	T	A	N	K	A	_	0	1	7	4	1	7	0																							565	-	t	a	ŋ	-	a	ɲ	_	T	A	N	_	A	N	0	1	7	4	0	7	4																																													566	a	t̪	a	ŋ	k	a	-	A	T	A	N	K	A	_	7	1	7	4	1	7	0																							567	-	t	a	ŋ	p	a	-	_	T	A	N	P	A	_	0	1	7	4	1	7	0
5	0.5556	5	0.5556	2163	564	k	-	t̪	a	a	-	-	K	_	T	A	A	_	_	1	0	1	7	7	0	0																							565	-	-	t	a	a	ɲ	dʒ	_	_	T	A	A	N	T	0	0	1	7	7	4	1																																													566	k	a	t̪	a	a	-	n	K	A	T	A	A	_	N	1	7	1	7	7	0	4																							567	p	-	t	a	a	-	n	P	_	T	A	A	_	N	1	0	1	7	7	0	4
6	0.6667	4	0.4444	2163	564	a	k	-	t̪	-	-	-	A	K	_	T	_	_	_	7	1	0	1	0	0	0																							565	a	-	-	t	ɲ	dʒ	i	A	_	_	T	N	T	I	7	0	0	1	4	1	7																																													566	a	k	a	t̪	-	n	-	A	K	A	T	_	N	_	7	1	7	1	0	4	0																							567	a	p	-	t	-	n	-	A	P	_	T	_	N	_	7	1	0	1	0	4	0
7	0.7778	3	0.3333	2163	564	-	a	k	-	-	-	∅	_	A	K	_	_	_	∅	0	7	1	0	0	0	∅																							565	ɲ	a	-	-	dʒ	i	∅	N	A	_	_	T	I	∅	4	7	0	0	1	7	∅																																													566	-	a	k	a	n	-	∅	_	A	K	A	N	_	∅	0	7	1	7	4	0	∅																							567	-	a	p	-	n	-	∅	_	A	P	_	N	_	∅	0	7	1	0	4	0	∅
8	0.8889	2	0.2222	2163	564	-	-	a	k	-	∅	∅	_	_	A	K	_	∅	∅	0	0	7	1	0	∅	∅																							565	dʒ	ɲ	a	-	i	∅	∅	T	N	A	_	I	∅	∅	1	4	7	0	7	∅	∅																																													566	n	-	a	k	-	∅	∅	N	_	A	K	_	∅	∅	4	0	7	1	0	∅	∅																							567	n	-	a	p	-	∅	∅	N	_	A	P	_	∅	∅	4	0	7	1	0	∅	∅
9	1.0000	1	0.1111	2163	564	-	-	-	a	∅	∅	∅	_	_	_	A	∅	∅	∅	0	0	0	7	∅	∅	∅																							565	i	dʒ	ɲ	a	∅	∅	∅	I	T	N	A	∅	∅	∅	7	1	4	7	∅	∅	∅																																													566	-	n	-	a	∅	∅	∅	_	N	_	A	∅	∅	∅	0	4	0	7	∅	∅	∅																							567	-	n	-	a	∅	∅	∅	_	N	_	A	∅	∅	∅	0	4	0	7	∅	∅	∅
1	0.0909	11	1.0000	2166																																																																																									568	g	∅	∅	∅	r	a	n	K	∅	∅	∅	R	A	N	1	∅	∅	∅	5	7	4																							569	g	∅	∅	∅	r	a	ŋ	K	∅	∅	∅	R	A	N	1	∅	∅	∅	5	7	4																						
2	0.1818	10	0.9091	2166																																																																																									568	r	g	∅	∅	a	n	dʒ	R	K	∅	∅	A	N	T	5	1	∅	∅	7	4	1																							569	r	g	∅	∅	a	ŋ	g	R	K	∅	∅	A	N	K	5	1	∅	∅	7	4	1																						
3	0.2727	9	0.8182	2166																																																																																									568	a	r	g	∅	n	dʒ	a	A	R	K	∅	N	T	A	7	5	1	∅	4	1	7																							569	a	r	g	∅	ŋ	g	i	A	R	K	∅	N	K	I	7	5	1	∅	4	1	7																						
4	0.3636	8	0.7273	2166																																																																																									568	n	a	r	g	dʒ	a	m	N	A	R	K	T	A	M	4	7	5	1	1	7	4																							569	ŋ	a	r	g	g	i	m	N	A	R	K	K	I	M	4	7	5	1	1	7	4																						
5	0.4545	7	0.6364	2166																																																																																									568	dʒ	n	a	r	a	m	e	T	N	A	R	A	M	E	1	4	7	5	7	4	7																							569	g	ŋ	a	r	i	m	e	K	N	A	R	I	M	E	1	4	7	5	7	4	7																						
6	0.5455	6	0.5455	2166																																																																																									568	a	dʒ	n	a	m	e	kʰ	A	T	N	A	M	E	K	7	1	4	7	4	7	1																							569	i	g	ŋ	a	m	e	kʰ	I	K	N	A	M	E	K	7	1	4	7	4	7	1																						
7	0.6364	5	0.4545	2166																																																																																									568	m	a	dʒ	n	e	kʰ	e	M	A	T	N	E	K	E	4	7	1	4	7	1	7																							569	m	i	g	ŋ	e	kʰ	e	M	I	K	N	E	K	E	4	7	1	4	7	1	7																						
8	0.7273	4	0.3636	2166																																																																																									568	e	m	a	dʒ	kʰ	e	n	E	M	A	T	K	E	N	7	4	7	1	1	7	4																							569	e	m	i	g	kʰ	e	n	E	M	I	K	K	E	N	7	4	7	1	1	7	4																						
9	0.8182	3	0.2727	2166																																																																																									568	kʰ	e	m	a	e	n	∅	K	E	M	A	E	N	∅	1	7	4	7	7	4	∅																							569	kʰ	e	m	i	e	n	∅	K	E	M	I	E	N	∅	1	7	4	7	7	4	∅																						
10	0.9091	2	0.1818	2166																																																																																									568	e	kʰ	e	m	n	∅	∅	E	K	E	M	N	∅	∅	7	1	7	4	4	∅	∅																							569	e	kʰ	e	m	n	∅	∅	E	K	E	M	N	∅	∅	7	1	7	4	4	∅	∅																						
11	1.0000	1	0.0909	2166																																																																																									568	n	e	kʰ	e	∅	∅	∅	N	E	K	E	∅	∅	∅	4	7	1	7	∅	∅	∅																							569	n	e	kʰ	e	∅	∅	∅	N	E	K	E	∅	∅	∅	4	7	1	7	∅	∅	∅																						
1	0.2000	5	1.0000	2172	570	b	∅	∅	∅	i	l	o	P	∅	∅	∅	I	L	U	1	∅	∅	∅	7	5	7																							571	b	∅	∅	∅	i	l	o	P	∅	∅	∅	I	L	U	1	∅	∅	∅	7	5	7																							572	b	∅	∅	∅	i	l	o	P	∅	∅	∅	I	L	U	1	∅	∅	∅	7	5	7	573	b	∅	∅	∅	i	-	-	P	∅	∅	∅	I	_	_	1	∅	∅	∅	7	0	0	574	b	∅	∅	∅	i	kʰ	e	P	∅	∅	∅	I	K	E	1	∅	∅	∅	7	1	7	575	b	∅	∅	∅	i	l	o	P	∅	∅	∅	I	L	U	1	∅	∅	∅	7	5	7
2	0.4000	4	0.8000	2172	570	i	b	∅	∅	l	o	-	I	P	∅	∅	L	U	_	7	1	∅	∅	5	7	0																							571	i	b	∅	∅	l	o	-	I	P	∅	∅	L	U	_	7	1	∅	∅	5	7	0																							572	i	b	∅	∅	l	o	-	I	P	∅	∅	L	U	_	7	1	∅	∅	5	7	0	573	i	b	∅	∅	-	-	-	I	P	∅	∅	_	_	_	7	1	∅	∅	0	0	0	574	i	b	∅	∅	kʰ	e	n	I	P	∅	∅	K	E	N	7	1	∅	∅	1	7	4	575	i	b	∅	∅	l	o	-	I	P	∅	∅	L	U	_	7	1	∅	∅	5	7	0
3	0.6000	3	0.6000	2172	570	l	i	b	∅	o	-	∅	L	I	P	∅	U	_	∅	5	7	1	∅	7	0	∅																							571	l	i	b	∅	o	-	∅	L	I	P	∅	U	_	∅	5	7	1	∅	7	0	∅																							572	l	i	b	∅	o	-	∅	L	I	P	∅	U	_	∅	5	7	1	∅	7	0	∅	573	-	i	b	∅	-	-	∅	_	I	P	∅	_	_	∅	0	7	1	∅	0	0	∅	574	kʰ	i	b	∅	e	n	∅	K	I	P	∅	E	N	∅	1	7	1	∅	7	4	∅	575	l	i	b	∅	o	-	∅	L	I	P	∅	U	_	∅	5	7	1	∅	7	0	∅
