index	index_p	rindex	rindex_p	cogid	id_MonpaBalemu	segment_MonpaBalemu	segment_MonpaBalemu_L1	segment_MonpaBalemu_L2	segment_MonpaBalemu_L3	segment_MonpaBalemu_R1	segment_MonpaBalemu_R2	segment_MonpaBalemu_R3	SC_MonpaBalemu	SC_MonpaBalemu_L1	SC_MonpaBalemu_L2	SC_MonpaBalemu_L3	SC_MonpaBalemu_R1	SC_MonpaBalemu_R2	SC_MonpaBalemu_R3	PROSODY_MonpaBalemu	PROSODY_MonpaBalemu_L1	PROSODY_MonpaBalemu_L2	PROSODY_MonpaBalemu_L3	PROSODY_MonpaBalemu_R1	PROSODY_MonpaBalemu_R2	PROSODY_MonpaBalemu_R3	id_MonpaDirang	segment_MonpaDirang	segment_MonpaDirang_L1	segment_MonpaDirang_L2	segment_MonpaDirang_L3	segment_MonpaDirang_R1	segment_MonpaDirang_R2	segment_MonpaDirang_R3	SC_MonpaDirang	SC_MonpaDirang_L1	SC_MonpaDirang_L2	SC_MonpaDirang_L3	SC_MonpaDirang_R1	SC_MonpaDirang_R2	SC_MonpaDirang_R3	PROSODY_MonpaDirang	PROSODY_MonpaDirang_L1	PROSODY_MonpaDirang_L2	PROSODY_MonpaDirang_L3	PROSODY_MonpaDirang_R1	PROSODY_MonpaDirang_R2	PROSODY_MonpaDirang_R3	id_MonpaDirangDum	segment_MonpaDirangDum	segment_MonpaDirangDum_L1	segment_MonpaDirangDum_L2	segment_MonpaDirangDum_L3	segment_MonpaDirangDum_R1	segment_MonpaDirangDum_R2	segment_MonpaDirangDum_R3	SC_MonpaDirangDum	SC_MonpaDirangDum_L1	SC_MonpaDirangDum_L2	SC_MonpaDirangDum_L3	SC_MonpaDirangDum_R1	SC_MonpaDirangDum_R2	SC_MonpaDirangDum_R3	PROSODY_MonpaDirangDum	PROSODY_MonpaDirangDum_L1	PROSODY_MonpaDirangDum_L2	PROSODY_MonpaDirangDum_L3	PROSODY_MonpaDirangDum_R1	PROSODY_MonpaDirangDum_R2	PROSODY_MonpaDirangDum_R3	id_MonpaKalaktang	segment_MonpaKalaktang	segment_MonpaKalaktang_L1	segment_MonpaKalaktang_L2	segment_MonpaKalaktang_L3	segment_MonpaKalaktang_R1	segment_MonpaKalaktang_R2	segment_MonpaKalaktang_R3	SC_MonpaKalaktang	SC_MonpaKalaktang_L1	SC_MonpaKalaktang_L2	SC_MonpaKalaktang_L3	SC_MonpaKalaktang_R1	SC_MonpaKalaktang_R2	SC_MonpaKalaktang_R3	PROSODY_MonpaKalaktang	PROSODY_MonpaKalaktang_L1	PROSODY_MonpaKalaktang_L2	PROSODY_MonpaKalaktang_L3	PROSODY_MonpaKalaktang_R1	PROSODY_MonpaKalaktang_R2	PROSODY_MonpaKalaktang_R3	id_MonpaNamsu	segment_MonpaNamsu	segment_MonpaNamsu_L1	segment_MonpaNamsu_L2	segment_MonpaNamsu_L3	segment_MonpaNamsu_R1	segment_MonpaNamsu_R2	segment_MonpaNamsu_R3	SC_MonpaNamsu	SC_MonpaNamsu_L1	SC_MonpaNamsu_L2	SC_MonpaNamsu_L3	SC_MonpaNamsu_R1	SC_MonpaNamsu_R2	SC_MonpaNamsu_R3	PROSODY_MonpaNamsu	PROSODY_MonpaNamsu_L1	PROSODY_MonpaNamsu_L2	PROSODY_MonpaNamsu_L3	PROSODY_MonpaNamsu_R1	PROSODY_MonpaNamsu_R2	PROSODY_MonpaNamsu_R3	id_MonpaSangti	segment_MonpaSangti	segment_MonpaSangti_L1	segment_MonpaSangti_L2	segment_MonpaSangti_L3	segment_MonpaSangti_R1	segment_MonpaSangti_R2	segment_MonpaSangti_R3	SC_MonpaSangti	SC_MonpaSangti_L1	SC_MonpaSangti_L2	SC_MonpaSangti_L3	SC_MonpaSangti_R1	SC_MonpaSangti_R2	SC_MonpaSangti_R3	PROSODY_MonpaSangti	PROSODY_MonpaSangti_L1	PROSODY_MonpaSangti_L2	PROSODY_MonpaSangti_L3	PROSODY_MonpaSangti_R1	PROSODY_MonpaSangti_R2	PROSODY_MonpaSangti_R3	id_MonpaTembang	segment_MonpaTembang	segment_MonpaTembang_L1	segment_MonpaTembang_L2	segment_MonpaTembang_L3	segment_MonpaTembang_R1	segment_MonpaTembang_R2	segment_MonpaTembang_R3	SC_MonpaTembang	SC_MonpaTembang_L1	SC_MonpaTembang_L2	SC_MonpaTembang_L3	SC_MonpaTembang_R1	SC_MonpaTembang_R2	SC_MonpaTembang_R3	PROSODY_MonpaTembang	PROSODY_MonpaTembang_L1	PROSODY_MonpaTembang_L2	PROSODY_MonpaTembang_L3	PROSODY_MonpaTembang_R1	PROSODY_MonpaTembang_R2	PROSODY_MonpaTembang_R3	id_MonpaTomko	segment_MonpaTomko	segment_MonpaTomko_L1	segment_MonpaTomko_L2	segment_MonpaTomko_L3	segment_MonpaTomko_R1	segment_MonpaTomko_R2	segment_MonpaTomko_R3	SC_MonpaTomko	SC_MonpaTomko_L1	SC_MonpaTomko_L2	SC_MonpaTomko_L3	SC_MonpaTomko_R1	SC_MonpaTomko_R2	SC_MonpaTomko_R3	PROSODY_MonpaTomko	PROSODY_MonpaTomko_L1	PROSODY_MonpaTomko_L2	PROSODY_MonpaTomko_L3	PROSODY_MonpaTomko_R1	PROSODY_MonpaTomko_R2	PROSODY_MonpaTomko_R3
3	1.0000	1	0.3333	1698	683	ŋ	u	kʰ	∅	∅	∅	∅	N	Y	K	∅	∅	∅	∅	4	7	1	∅	∅	∅	∅	684	ŋ	u	kʰ	∅	∅	∅	∅	N	Y	K	∅	∅	∅	∅	4	7	1	∅	∅	∅	∅	685	ŋ	u	kʰ	∅	∅	∅	∅	N	Y	K	∅	∅	∅	∅	4	7	1	∅	∅	∅	∅	686	m	u	kʰ	∅	∅	∅	∅	M	Y	K	∅	∅	∅	∅	4	7	1	∅	∅	∅	∅	687	ŋ	u	kʰ	∅	∅	∅	∅	N	Y	K	∅	∅	∅	∅	4	7	1	∅	∅	∅	∅	688	ŋ	u	kʰ	∅	∅	∅	∅	N	Y	K	∅	∅	∅	∅	4	7	1	∅	∅	∅	∅	689	ŋ	u	kʰ	∅	∅	∅	∅	N	Y	K	∅	∅	∅	∅	4	7	1	∅	∅	∅	∅	690	ŋ	u	kʰ	∅	∅	∅	∅	N	Y	K	∅	∅	∅	∅	4	7	1	∅	∅	∅	∅
1	0.1667	6	1.0000	1707	691	m	∅	∅	∅	o	ŋ	n	M	∅	∅	∅	U	N	N	4	∅	∅	∅	7	4	4	692	m	∅	∅	∅	o	ŋ	n	M	∅	∅	∅	U	N	N	4	∅	∅	∅	7	4	4	693	m	∅	∅	∅	o	ŋ	n	M	∅	∅	∅	U	N	N	4	∅	∅	∅	7	4	4	694	m	∅	∅	∅	o	ŋ	n	M	∅	∅	∅	U	N	N	4	∅	∅	∅	7	4	4	695	m	∅	∅	∅	o	ŋ	n	M	∅	∅	∅	U	N	N	4	∅	∅	∅	7	4	4	696	m	∅	∅	∅	o	ŋ	n	M	∅	∅	∅	U	N	N	4	∅	∅	∅	7	4	4	697	m	∅	∅	∅	o	ŋ	n	M	∅	∅	∅	U	N	N	4	∅	∅	∅	7	4	4	698	m	∅	∅	∅	o	ŋ	n	M	∅	∅	∅	U	N	N	4	∅	∅	∅	7	4	4
2	0.3333	5	0.8333	1707	691	o	m	∅	∅	ŋ	n	a	U	M	∅	∅	N	N	A	7	4	∅	∅	4	4	7	692	o	m	∅	∅	ŋ	n	a	U	M	∅	∅	N	N	A	7	4	∅	∅	4	4	7	693	o	m	∅	∅	ŋ	n	a	U	M	∅	∅	N	N	A	7	4	∅	∅	4	4	7	694	o	m	∅	∅	ŋ	n	a	U	M	∅	∅	N	N	A	7	4	∅	∅	4	4	7	695	o	m	∅	∅	ŋ	n	a	U	M	∅	∅	N	N	A	7	4	∅	∅	4	4	7	696	o	m	∅	∅	ŋ	n	a	U	M	∅	∅	N	N	A	7	4	∅	∅	4	4	7	697	o	m	∅	∅	ŋ	n	a	U	M	∅	∅	N	N	A	7	4	∅	∅	4	4	7	698	o	m	∅	∅	ŋ	n	a	U	M	∅	∅	N	N	A	7	4	∅	∅	4	4	7
3	0.5000	4	0.6667	1707	691	ŋ	o	m	∅	n	a	ŋ	N	U	M	∅	N	A	N	4	7	4	∅	4	7	4	692	ŋ	o	m	∅	n	a	ŋ	N	U	M	∅	N	A	N	4	7	4	∅	4	7	4	693	ŋ	o	m	∅	n	a	ŋ	N	U	M	∅	N	A	N	4	7	4	∅	4	7	4	694	ŋ	o	m	∅	n	a	ŋ	N	U	M	∅	N	A	N	4	7	4	∅	4	7	4	695	ŋ	o	m	∅	n	a	ŋ	N	U	M	∅	N	A	N	4	7	4	∅	4	7	4	696	ŋ	o	m	∅	n	a	ŋ	N	U	M	∅	N	A	N	4	7	4	∅	4	7	4	697	ŋ	o	m	∅	n	a	m	N	U	M	∅	N	A	M	4	7	4	∅	4	7	4	698	ŋ	o	m	∅	n	a	ŋ	N	U	M	∅	N	A	N	4	7	4	∅	4	7	4
4	0.6667	3	0.5000	1707	691	n	ŋ	o	m	a	ŋ	∅	N	N	U	M	A	N	∅	4	4	7	4	7	4	∅	692	n	ŋ	o	m	a	ŋ	∅	N	N	U	M	A	N	∅	4	4	7	4	7	4	∅	693	n	ŋ	o	m	a	ŋ	∅	N	N	U	M	A	N	∅	4	4	7	4	7	4	∅	694	n	ŋ	o	m	a	ŋ	∅	N	N	U	M	A	N	∅	4	4	7	4	7	4	∅	695	n	ŋ	o	m	a	ŋ	∅	N	N	U	M	A	N	∅	4	4	7	4	7	4	∅	696	n	ŋ	o	m	a	ŋ	∅	N	N	U	M	A	N	∅	4	4	7	4	7	4	∅	697	n	ŋ	o	m	a	m	∅	N	N	U	M	A	M	∅	4	4	7	4	7	4	∅	698	n	ŋ	o	m	a	ŋ	∅	N	N	U	M	A	N	∅	4	4	7	4	7	4	∅
5	0.8333	2	0.3333	1707	691	a	n	ŋ	o	ŋ	∅	∅	A	N	N	U	N	∅	∅	7	4	4	7	4	∅	∅	692	a	n	ŋ	o	ŋ	∅	∅	A	N	N	U	N	∅	∅	7	4	4	7	4	∅	∅	693	a	n	ŋ	o	ŋ	∅	∅	A	N	N	U	N	∅	∅	7	4	4	7	4	∅	∅	694	a	n	ŋ	o	ŋ	∅	∅	A	N	N	U	N	∅	∅	7	4	4	7	4	∅	∅	695	a	n	ŋ	o	ŋ	∅	∅	A	N	N	U	N	∅	∅	7	4	4	7	4	∅	∅	696	a	n	ŋ	o	ŋ	∅	∅	A	N	N	U	N	∅	∅	7	4	4	7	4	∅	∅	697	a	n	ŋ	o	m	∅	∅	A	N	N	U	M	∅	∅	7	4	4	7	4	∅	∅	698	a	n	ŋ	o	ŋ	∅	∅	A	N	N	U	N	∅	∅	7	4	4	7	4	∅	∅
6	1.0000	1	0.1667	1707	691	ŋ	a	n	ŋ	∅	∅	∅	N	A	N	N	∅	∅	∅	4	7	4	4	∅	∅	∅	692	ŋ	a	n	ŋ	∅	∅	∅	N	A	N	N	∅	∅	∅	4	7	4	4	∅	∅	∅	693	ŋ	a	n	ŋ	∅	∅	∅	N	A	N	N	∅	∅	∅	4	7	4	4	∅	∅	∅	694	ŋ	a	n	ŋ	∅	∅	∅	N	A	N	N	∅	∅	∅	4	7	4	4	∅	∅	∅	695	ŋ	a	n	ŋ	∅	∅	∅	N	A	N	N	∅	∅	∅	4	7	4	4	∅	∅	∅	696	ŋ	a	n	ŋ	∅	∅	∅	N	A	N	N	∅	∅	∅	4	7	4	4	∅	∅	∅	697	m	a	n	ŋ	∅	∅	∅	M	A	N	N	∅	∅	∅	4	7	4	4	∅	∅	∅	698	ŋ	a	n	ŋ	∅	∅	∅	N	A	N	N	∅	∅	∅	4	7	4	4	∅	∅	∅
1	0.1667	6	1.0000	1716	699	ŋ	∅	∅	∅	a	m	-	N	∅	∅	∅	A	M	_	4	∅	∅	∅	7	4	0	700	ŋ	∅	∅	∅	a	m	-	N	∅	∅	∅	A	M	_	4	∅	∅	∅	7	4	0	701	ŋ	∅	∅	∅	a	m	tʰ	N	∅	∅	∅	A	M	T	4	∅	∅	∅	7	4	1	702	ŋ	∅	∅	∅	a	m	t̪	N	∅	∅	∅	A	M	T	4	∅	∅	∅	7	4	1	703	ŋ	∅	∅	∅	a	m	-	N	∅	∅	∅	A	M	_	4	∅	∅	∅	7	4	0	704	ŋ	∅	∅	∅	a	m	-	N	∅	∅	∅	A	M	_	4	∅	∅	∅	7	4	0	705	ŋ	∅	∅	∅	a	m	-	N	∅	∅	∅	A	M	_	4	∅	∅	∅	7	4	0	706	ŋ	∅	∅	∅	a	m	-	N	∅	∅	∅	A	M	_	4	∅	∅	∅	7	4	0
2	0.3333	5	0.8333	1716	699	a	ŋ	∅	∅	m	-	-	A	N	∅	∅	M	_	_	7	4	∅	∅	4	0	0	700	a	ŋ	∅	∅	m	-	-	A	N	∅	∅	M	_	_	7	4	∅	∅	4	0	0	701	a	ŋ	∅	∅	m	tʰ	u	A	N	∅	∅	M	T	Y	7	4	∅	∅	4	1	7	702	a	ŋ	∅	∅	m	t̪	u	A	N	∅	∅	M	T	Y	7	4	∅	∅	4	1	7	703	a	ŋ	∅	∅	m	-	-	A	N	∅	∅	M	_	_	7	4	∅	∅	4	0	0	704	a	ŋ	∅	∅	m	-	-	A	N	∅	∅	M	_	_	7	4	∅	∅	4	0	0	705	a	ŋ	∅	∅	m	-	-	A	N	∅	∅	M	_	_	7	4	∅	∅	4	0	0	706	a	ŋ	∅	∅	m	-	-	A	N	∅	∅	M	_	_	7	4	∅	∅	4	0	0
3	0.5000	4	0.6667	1716	699	m	a	ŋ	∅	-	-	-	M	A	N	∅	_	_	_	4	7	4	∅	0	0	0	700	m	a	ŋ	∅	-	-	-	M	A	N	∅	_	_	_	4	7	4	∅	0	0	0	701	m	a	ŋ	∅	tʰ	u	ŋ	M	A	N	∅	T	Y	N	4	7	4	∅	1	7	4	702	m	a	ŋ	∅	t̪	u	ŋ	M	A	N	∅	T	Y	N	4	7	4	∅	1	7	4	703	m	a	ŋ	∅	-	-	-	M	A	N	∅	_	_	_	4	7	4	∅	0	0	0	704	m	a	ŋ	∅	-	-	-	M	A	N	∅	_	_	_	4	7	4	∅	0	0	0	705	m	a	ŋ	∅	-	-	-	M	A	N	∅	_	_	_	4	7	4	∅	0	0	0	706	m	a	ŋ	∅	-	-	-	M	A	N	∅	_	_	_	4	7	4	∅	0	0	0
4	0.6667	3	0.5000	1716	699	-	m	a	ŋ	-	-	∅	_	M	A	N	_	_	∅	0	4	7	4	0	0	∅	700	-	m	a	ŋ	-	-	∅	_	M	A	N	_	_	∅	0	4	7	4	0	0	∅	701	tʰ	m	a	ŋ	u	ŋ	∅	T	M	A	N	Y	N	∅	1	4	7	4	7	4	∅	702	t̪	m	a	ŋ	u	ŋ	∅	T	M	A	N	Y	N	∅	1	4	7	4	7	4	∅	703	-	m	a	ŋ	-	-	∅	_	M	A	N	_	_	∅	0	4	7	4	0	0	∅	704	-	m	a	ŋ	-	-	∅	_	M	A	N	_	_	∅	0	4	7	4	0	0	∅	705	-	m	a	ŋ	-	-	∅	_	M	A	N	_	_	∅	0	4	7	4	0	0	∅	706	-	m	a	ŋ	-	-	∅	_	M	A	N	_	_	∅	0	4	7	4	0	0	∅
5	0.8333	2	0.3333	1716	699	-	-	m	a	-	∅	∅	_	_	M	A	_	∅	∅	0	0	4	7	0	∅	∅	700	-	-	m	a	-	∅	∅	_	_	M	A	_	∅	∅	0	0	4	7	0	∅	∅	701	u	tʰ	m	a	ŋ	∅	∅	Y	T	M	A	N	∅	∅	7	1	4	7	4	∅	∅	702	u	t̪	m	a	ŋ	∅	∅	Y	T	M	A	N	∅	∅	7	1	4	7	4	∅	∅	703	-	-	m	a	-	∅	∅	_	_	M	A	_	∅	∅	0	0	4	7	0	∅	∅	704	-	-	m	a	-	∅	∅	_	_	M	A	_	∅	∅	0	0	4	7	0	∅	∅	705	-	-	m	a	-	∅	∅	_	_	M	A	_	∅	∅	0	0	4	7	0	∅	∅	706	-	-	m	a	-	∅	∅	_	_	M	A	_	∅	∅	0	0	4	7	0	∅	∅
6	1.0000	1	0.1667	1716	699	-	-	-	m	∅	∅	∅	_	_	_	M	∅	∅	∅	0	0	0	4	∅	∅	∅	700	-	-	-	m	∅	∅	∅	_	_	_	M	∅	∅	∅	0	0	0	4	∅	∅	∅	701	ŋ	u	tʰ	m	∅	∅	∅	N	Y	T	M	∅	∅	∅	4	7	1	4	∅	∅	∅	702	ŋ	u	t̪	m	∅	∅	∅	N	Y	T	M	∅	∅	∅	4	7	1	4	∅	∅	∅	703	-	-	-	m	∅	∅	∅	_	_	_	M	∅	∅	∅	0	0	0	4	∅	∅	∅	704	-	-	-	m	∅	∅	∅	_	_	_	M	∅	∅	∅	0	0	0	4	∅	∅	∅	705	-	-	-	m	∅	∅	∅	_	_	_	M	∅	∅	∅	0	0	0	4	∅	∅	∅	706	-	-	-	m	∅	∅	∅	_	_	_	M	∅	∅	∅	0	0	0	4	∅	∅	∅
1	0.1667	6	1.0000	1725	707	tʃʰ	∅	∅	∅	a	p	t	T	∅	∅	∅	A	P	T	1	∅	∅	∅	7	1	1	708	tʃ	∅	∅	∅	a	p	tʃ	T	∅	∅	∅	A	P	T	1	∅	∅	∅	7	1	1	709	tʃ	∅	∅	∅	a	p	tʃ	T	∅	∅	∅	A	P	T	1	∅	∅	∅	7	1	1	710	tʃʰ	∅	∅	∅	a	p	t	T	∅	∅	∅	A	P	T	1	∅	∅	∅	7	1	1																							711	tʃ	∅	∅	∅	a	p	tʃ	T	∅	∅	∅	A	P	T	1	∅	∅	∅	7	1	1	712	tʃ	∅	∅	∅	a	p	tʃ	T	∅	∅	∅	A	P	T	1	∅	∅	∅	7	1	1	713	tʃ	∅	∅	∅	a	p	tʃ	T	∅	∅	∅	A	P	T	1	∅	∅	∅	7	1	1
2	0.3333	5	0.8333	1725	707	a	tʃʰ	∅	∅	p	t	e	A	T	∅	∅	P	T	E	7	1	∅	∅	1	1	7	708	a	tʃ	∅	∅	p	tʃ	e	A	T	∅	∅	P	T	E	7	1	∅	∅	1	1	7	709	a	tʃ	∅	∅	p	tʃ	e	A	T	∅	∅	P	T	E	7	1	∅	∅	1	1	7	710	a	tʃʰ	∅	∅	p	t	e	A	T	∅	∅	P	T	E	7	1	∅	∅	1	1	7																							711	a	tʃ	∅	∅	p	tʃ	e	A	T	∅	∅	P	T	E	7	1	∅	∅	1	1	7	712	a	tʃ	∅	∅	p	tʃ	i	A	T	∅	∅	P	T	I	7	1	∅	∅	1	1	7	713	a	tʃ	∅	∅	p	tʃ	e	A	T	∅	∅	P	T	E	7	1	∅	∅	1	1	7
3	0.5000	4	0.6667	1725	707	p	a	tʃʰ	∅	t	e	n	P	A	T	∅	T	E	N	1	7	1	∅	1	7	4	708	p	a	tʃ	∅	tʃ	e	-	P	A	T	∅	T	E	_	1	7	1	∅	1	7	0	709	p	a	tʃ	∅	tʃ	e	-	P	A	T	∅	T	E	_	1	7	1	∅	1	7	0	710	p	a	tʃʰ	∅	t	e	n	P	A	T	∅	T	E	N	1	7	1	∅	1	7	4																							711	p	a	tʃ	∅	tʃ	e	-	P	A	T	∅	T	E	_	1	7	1	∅	1	7	0	712	p	a	tʃ	∅	tʃ	i	-	P	A	T	∅	T	I	_	1	7	1	∅	1	7	0	713	p	a	tʃ	∅	tʃ	e	-	P	A	T	∅	T	E	_	1	7	1	∅	1	7	0
4	0.6667	3	0.5000	1725	707	t	p	a	tʃʰ	e	n	∅	T	P	A	T	E	N	∅	1	1	7	1	7	4	∅	708	tʃ	p	a	tʃ	e	-	∅	T	P	A	T	E	_	∅	1	1	7	1	7	0	∅	709	tʃ	p	a	tʃ	e	-	∅	T	P	A	T	E	_	∅	1	1	7	1	7	0	∅	710	t	p	a	tʃʰ	e	n	∅	T	P	A	T	E	N	∅	1	1	7	1	7	4	∅																							711	tʃ	p	a	tʃ	e	-	∅	T	P	A	T	E	_	∅	1	1	7	1	7	0	∅	712	tʃ	p	a	tʃ	i	-	∅	T	P	A	T	I	_	∅	1	1	7	1	7	0	∅	713	tʃ	p	a	tʃ	e	-	∅	T	P	A	T	E	_	∅	1	1	7	1	7	0	∅
5	0.8333	2	0.3333	1725	707	e	t	p	a	n	∅	∅	E	T	P	A	N	∅	∅	7	1	1	7	4	∅	∅	708	e	tʃ	p	a	-	∅	∅	E	T	P	A	_	∅	∅	7	1	1	7	0	∅	∅	709	e	tʃ	p	a	-	∅	∅	E	T	P	A	_	∅	∅	7	1	1	7	0	∅	∅	710	e	t	p	a	n	∅	∅	E	T	P	A	N	∅	∅	7	1	1	7	4	∅	∅																							711	e	tʃ	p	a	-	∅	∅	E	T	P	A	_	∅	∅	7	1	1	7	0	∅	∅	712	i	tʃ	p	a	-	∅	∅	I	T	P	A	_	∅	∅	7	1	1	7	0	∅	∅	713	e	tʃ	p	a	-	∅	∅	E	T	P	A	_	∅	∅	7	1	1	7	0	∅	∅
6	1.0000	1	0.1667	1725	707	n	e	t	p	∅	∅	∅	N	E	T	P	∅	∅	∅	4	7	1	1	∅	∅	∅	708	-	e	tʃ	p	∅	∅	∅	_	E	T	P	∅	∅	∅	0	7	1	1	∅	∅	∅	709	-	e	tʃ	p	∅	∅	∅	_	E	T	P	∅	∅	∅	0	7	1	1	∅	∅	∅	710	n	e	t	p	∅	∅	∅	N	E	T	P	∅	∅	∅	4	7	1	1	∅	∅	∅																							711	-	e	tʃ	p	∅	∅	∅	_	E	T	P	∅	∅	∅	0	7	1	1	∅	∅	∅	712	-	i	tʃ	p	∅	∅	∅	_	I	T	P	∅	∅	∅	0	7	1	1	∅	∅	∅	713	-	e	tʃ	p	∅	∅	∅	_	E	T	P	∅	∅	∅	0	7	1	1	∅	∅	∅
1	0.2000	5	1.0000	1734	714	z	∅	∅	∅	i	m	-	S	∅	∅	∅	I	M	_	3	∅	∅	∅	7	4	0																							715	z	∅	∅	∅	i	m	b	S	∅	∅	∅	I	M	P	3	∅	∅	∅	7	4	1	716	z	∅	∅	∅	i	m	-	S	∅	∅	∅	I	M	_	3	∅	∅	∅	7	4	0	717	z	∅	∅	∅	e	m	b	S	∅	∅	∅	E	M	P	3	∅	∅	∅	7	4	1	718	z	∅	∅	∅	i	m	b	S	∅	∅	∅	I	M	P	3	∅	∅	∅	7	4	1	719	z	∅	∅	∅	i	m	b	S	∅	∅	∅	I	M	P	3	∅	∅	∅	7	4	1																						
2	0.4000	4	0.8000	1734	714	i	z	∅	∅	m	-	u	I	S	∅	∅	M	_	Y	7	3	∅	∅	4	0	7																							715	i	z	∅	∅	m	b	u	I	S	∅	∅	M	P	Y	7	3	∅	∅	4	1	7	716	i	z	∅	∅	m	-	u	I	S	∅	∅	M	_	Y	7	3	∅	∅	4	0	7	717	e	z	∅	∅	m	b	u	E	S	∅	∅	M	P	Y	7	3	∅	∅	4	1	7	718	i	z	∅	∅	m	b	u	I	S	∅	∅	M	P	Y	7	3	∅	∅	4	1	7	719	i	z	∅	∅	m	b	u	I	S	∅	∅	M	P	Y	7	3	∅	∅	4	1	7																						
3	0.6000	3	0.6000	1734	714	m	i	z	∅	-	u	∅	M	I	S	∅	_	Y	∅	4	7	3	∅	0	7	∅																							715	m	i	z	∅	b	u	∅	M	I	S	∅	P	Y	∅	4	7	3	∅	1	7	∅	716	m	i	z	∅	-	u	∅	M	I	S	∅	_	Y	∅	4	7	3	∅	0	7	∅	717	m	e	z	∅	b	u	∅	M	E	S	∅	P	Y	∅	4	7	3	∅	1	7	∅	718	m	i	z	∅	b	u	∅	M	I	S	∅	P	Y	∅	4	7	3	∅	1	7	∅	719	m	i	z	∅	b	u	∅	M	I	S	∅	P	Y	∅	4	7	3	∅	1	7	∅																						
4	0.8000	2	0.4000	1734	714	-	m	i	z	u	∅	∅	_	M	I	S	Y	∅	∅	0	4	7	3	7	∅	∅																							715	b	m	i	z	u	∅	∅	P	M	I	S	Y	∅	∅	1	4	7	3	7	∅	∅	716	-	m	i	z	u	∅	∅	_	M	I	S	Y	∅	∅	0	4	7	3	7	∅	∅	717	b	m	e	z	u	∅	∅	P	M	E	S	Y	∅	∅	1	4	7	3	7	∅	∅	718	b	m	i	z	u	∅	∅	P	M	I	S	Y	∅	∅	1	4	7	3	7	∅	∅	719	b	m	i	z	u	∅	∅	P	M	I	S	Y	∅	∅	1	4	7	3	7	∅	∅																						
5	1.0000	1	0.2000	1734	714	u	-	m	i	∅	∅	∅	Y	_	M	I	∅	∅	∅	7	0	4	7	∅	∅	∅																							715	u	b	m	i	∅	∅	∅	Y	P	M	I	∅	∅	∅	7	1	4	7	∅	∅	∅	716	u	-	m	i	∅	∅	∅	Y	_	M	I	∅	∅	∅	7	0	4	7	∅	∅	∅	717	u	b	m	e	∅	∅	∅	Y	P	M	E	∅	∅	∅	7	1	4	7	∅	∅	∅	718	u	b	m	i	∅	∅	∅	Y	P	M	I	∅	∅	∅	7	1	4	7	∅	∅	∅	719	u	b	m	i	∅	∅	∅	Y	P	M	I	∅	∅	∅	7	1	4	7	∅	∅	∅																						
1	0.2500	4	1.0000	1742	720	m	∅	∅	∅	u	g	u	M	∅	∅	∅	Y	K	Y	4	∅	∅	∅	7	1	7	721	m	∅	∅	∅	u	g	i	M	∅	∅	∅	Y	K	I	4	∅	∅	∅	7	1	7	722	m	∅	∅	∅	u	-	i	M	∅	∅	∅	Y	_	I	4	∅	∅	∅	7	0	7	723	m	∅	∅	∅	u	g	u	M	∅	∅	∅	Y	K	Y	4	∅	∅	∅	7	1	7	724	m	∅	∅	∅	u	g	i	M	∅	∅	∅	Y	K	I	4	∅	∅	∅	7	1	7	725	m	∅	∅	∅	u	g	i	M	∅	∅	∅	Y	K	I	4	∅	∅	∅	7	1	7	726	m	∅	∅	∅	u	g	i	M	∅	∅	∅	Y	K	I	4	∅	∅	∅	7	1	7	727	m	∅	∅	∅	u	h	u	M	∅	∅	∅	Y	H	Y	4	∅	∅	∅	7	3	7
2	0.5000	3	0.7500	1742	720	u	m	∅	∅	g	u	∅	Y	M	∅	∅	K	Y	∅	7	4	∅	∅	1	7	∅	721	u	m	∅	∅	g	i	∅	Y	M	∅	∅	K	I	∅	7	4	∅	∅	1	7	∅	722	u	m	∅	∅	-	i	∅	Y	M	∅	∅	_	I	∅	7	4	∅	∅	0	7	∅	723	u	m	∅	∅	g	u	∅	Y	M	∅	∅	K	Y	∅	7	4	∅	∅	1	7	∅	724	u	m	∅	∅	g	i	∅	Y	M	∅	∅	K	I	∅	7	4	∅	∅	1	7	∅	725	u	m	∅	∅	g	i	∅	Y	M	∅	∅	K	I	∅	7	4	∅	∅	1	7	∅	726	u	m	∅	∅	g	i	∅	Y	M	∅	∅	K	I	∅	7	4	∅	∅	1	7	∅	727	u	m	∅	∅	h	u	∅	Y	M	∅	∅	H	Y	∅	7	4	∅	∅	3	7	∅
