COGID	AntangWesternSandong	BanliangYangAn	DujiangEasternSandong	JiaoliPandong	JiarongSouthernSandong	JiuqianSouthernSandong	Pandong	RenliEasternSandong	SanjiangEasternSandong	ShuigenCentralSandong	ShuiweiSouthernSandong	ShuiyaoSouthernSandong	TangnianYangAn	TangzhouWesternSandong	TingpaiWesternSandong	ZhongheCentralSandong
4897-11											ʁ aːi ¹					
4811-11											ˀb a ŋ ¹					
1213-11											q aːi ¹					
11019-11											s ə ŋ ¹					
11020-11											q aːi ¹					
2129-11											q ə p ¹					
3211-11											ˀn ə n ¹					
714-11											n a ¹ ¹					
1729-11											q au ¹					
3679-11											f a ¹					
1054-11											l a ¹					
7448-11											ʔ u m ¹					
582-11											l q i ¹					
4743-11											f aː n ¹					
5419-11											l j aː n ¹					
5601-11											t ə n ¹					
2705-11											ʔ a m ¹					
6381-11											ˀn ə ŋ ¹					
1017-11											p i ¹					
645-11											l u p ¹					
273-11											m ə t ¹					
4338-11											ˀd j a k ¹					
2533-11											q i ¹					
1089-11											q u p ¹					
843-11											ˀn a n ¹					
2787-11											n̥ aː t ¹					
4462-11											ˀn u n ¹					
10918-11											x ə n ¹					
6582-11											f u ¹					
2070-11											q au ¹					
3075-11											n aː k ¹					
10848-11											f e ¹					
2480-11											x ə n ¹					
2214-11											q aːi ¹					
7225-11											x ə t ¹					
3515-11											ʔ j aː m ¹					
2588-11											x ə n ¹					
2908-11											ˀb j aː k ¹					
2393-11											s aːi ¹					
1156-11											n̥ aːi ¹					
2374-11											t o ¹					
2146-11											q au ¹					
5133-11											ˀn a ŋ ¹					
4981-11											m u t ¹					
10239-11											f a ¹					
599-11											n j aː t ¹					
5048-11											q au ¹					
6331-11											f e ¹					
290-11											t ə n ¹					
311-11											h aː p ¹					
3430-11											l j a ¹					
5369-11											l j a ¹					
2749-11											ⁿd aː n ¹					
2621-11											l j aː p ¹					
1181-11											t a p ¹					
949-11											t j a ¹					
2839-11											t i n ¹					
861-11											l a k ¹					
6773-11											l a k ¹					
5739-11											l j k ¹					
5740-11											s i t ¹					
3550-11											qʰ u m ¹					
4445-11											ts i t ¹					
680-11											l ə ŋ ¹					
817-11											ȶʰ ə n ¹					
782-11											ˀb j aː t ¹					
10396-11											l j u ¹					
4606-11											ˀn ə n ¹					
5207-11											ˀn a n ¹					
7280-11											ˀd m̥ a ¹					
6983-11											ʔ j i t ¹					
5168-11											k u ŋ ¹					
1264-11											ts j u ¹					
915-11											t u ¹					
1767-11											ts u ŋ ¹					
10901-11											ⁿd j aː ŋ ¹					
10867-11											t a ŋ ¹					
417-11											j aː n ¹					
2285-11											ȶ ˀɣ a ¹					
11002-11											ts h i t ¹					
6348-11											f aːi ¹					
6349-11											s ə n ¹					
10602-11											x ə n ¹					
5654-11											m̥ j aː n ¹					
880-11											f e ¹					
983-11											ˀn ə n ¹					
2033-11											t au ¹					
1433-11											ȶ j a ¹					
1467-11											q u p ¹					
469-11											ʔ j aː m ¹					
3127-11											l j a ¹					
4623-11											f e ¹					
7099-11											l j aː k ¹					
4726-11											f ȶʰ aː n ¹					
10465-11											ʔ ə n ¹					
5519-11											x ə n ¹					
5893-11											f n̥ aː n ¹					
2857-11											t i n ¹					
3645-11											s ə n ¹					
3032-11											m̥ j aː n ¹					
2088-11											m̥ j aː n ¹					
2463-11											p u ¹					
4794-11											n̥ aːi ¹					
4569-11											l u ŋ ¹					
4586-11											ts q u ¹					
4552-11											p i ¹					
3228-11											q a ŋ ¹					
3245-11											j a ¹					
6651-11											l a k ¹					
6652-11											ʔ ə n ¹					
1817-11											l a k ¹					
1818-11											ˀb j aː k ¹					
11052-11											v u ¹					
1230-11											l a k ¹					
3380-11											ˀɣ ə t ¹					
8174-11											ʔ u m ¹					
8599-11											ʔ j aː m ¹					
7782-11											ȶ j a ¹					
8294-11											l i k ¹					
8514-11											f aːi ¹					
9669-11											l j aː k ¹					
8531-11											p aːi ¹					
7954-11											q u p ¹					
9968-11											s u m ¹					
8040-11											t o ¹					
9304-11											t aːi ¹					
8345-11											t a p ¹					
8765-11											ˀd aː k ¹					
8849-11											s aː ŋ ¹					
9286-11											ⁿd j aː ŋ ¹					
9581-11											f aː n ¹					
9267-11											l a ¹					
8497-11											f ə n ¹					
7602-11											t aː p ¹					
8431-11											m̥ j aː n ¹					
10036-11											z u p ¹					
10019-11											l a k ¹					
9216-11											f e ¹					
8074-11											q a t ¹					
9511-11											ʔ a n ¹					
8243-11											ʔ j aː m ¹					
9250-11											ʔ j aː m ¹					
7568-11											f aːi ¹					
8832-11											q u ¹					
8057-11											f e ¹					
7716-11											qʰ u p ¹					
9899-11											p i ¹					
7585-11											q au ¹					
8582-11											ˀb j a ¹					
9097-11											ˀn a m ¹					
10125-11											f e ¹					
9460-11											ʁ aːi ¹					
9649-11											ts i t ¹					
9870-11											ˀn a p ¹					
8680-11											ˀn a m ¹					
7699-11											t i t ¹					
9001-11											ŋ j aː t ¹					
9494-11											t i p ¹					
7666-11											f aː n ¹					
9598-11											ˀd a k ¹					
8023-11											q u m ¹					
9053-11											s i t ¹					
10091-11											s aː t ¹					
10002-11											ȶ j a ¹					
7765-11											t au ¹					
8800-11											f e ¹					
9934-11											q au ¹					
9985-11											ʔ aːi ¹					
7850-11											t a p ¹					
7816-11											q a m ¹					
8663-11											ʔ u m ¹					
8697-11											t i t ¹					
9615-11											ʔ j aː n ¹					
8362-11											t ə t ¹					
8091-11											t au ¹					
8748-11											f e ¹					
22-11											t o ¹					
11084-11											s t a ¹					
7365-11											f aːi ¹					
4201-11											s i ¹					
5841-11											f e ¹					
4640-11											t o ¹					
662-11											l ə n ¹					
384-11											n̥ aːi ¹					
5151-11											f e ¹					
1399-11											t au ¹					
5259-11											ʔ j aː t ¹					
10353-11											f e ¹					
10370-11											n̥ aːi ¹					
7401-11											ʔ u m ¹					
2958-11											f i ¹					
2770-11											n̥ o ¹					
6434-11											l j aː k ¹					
6192-11											s i t ¹					
2231-11											h aː t ¹					
5116-11											t u ¹					
7297-11											s j aː p ¹					
3731-11											t ə p ¹					
748-11											ˀn a m ¹					
2180-11											ʔ a m ¹					
4107-11											ˀn a m ¹					
2688-11											f aː n ¹					
616-11											t a n ¹					
1898-11											ⁿd a p ¹					
203-11											f aːi ¹					
897-11											ˀb j a ¹					
10189-11											f ȶʰ aː n ¹					
1592-11											s u t ¹					
6088-11											ⁿd j aː ŋ ¹					
2975-11											t a n ¹					
6714-11											ʔ u m ¹					
731-11											q a m ¹					
2722-11											j u ¹					
5637-11											q aː t ¹					
765-11											j i k ¹					
1695-11											q u m ¹					
2112-11											s j u ¹					
6634-11											f a ¹					
7331-11											s aːi ¹					
7348-11											ˀb a ŋ ¹					
6527-11											t au ¹					
3568-11											s ə n ¹					
4378-11											f aːi ¹					
6292-11											ⁿd j aː n ¹					
3585-11											f aː n ¹					
4428-11											q a m ¹					
7046-11											f j aː ŋ ¹					
1915-11											ʔ j aː m ¹					
4518-11											q u ŋ ¹					
2516-11											l j a ¹					
4480-11											ʔ ə n ¹					
2499-11											ˀb j aː k ¹					
5584-11											n̥ e ¹					
2429-11											f a ¹					
5224-11											q au ¹					
3464-11											ˀd aː k ¹					
10142-11											t a n ¹					
7159-11											ˀn a n ¹					
6599-11											v a ¹					
10207-11											f e ¹					
6837-11											x aː n ¹					
2654-11											f aːi ¹					
367-11											f aː t ¹					
5858-11											l j eu ¹					
451-11											s ə n ¹					
5944-11											x aː n ¹					
512-11											l j aː k ¹					
7138-11											ʔ au ¹					
4845-11											j a ¹					
4915-11											q aː t ¹					
5300-11											ˀb j aː n ¹					
5418-11											t i ¹ ¹					
1748-11											m i t ¹					
3532-11											t o ¹					
310-11											t a ¹					
5368-11											s ə n ¹					
4321-11											t ə p ¹					
5065-11											q e ¹					
5961-11											l ə p ¹					
1450-11											t au ¹					
10430-11											f e ¹					
6210-11											t t a ¹					
5468-11											x ə n ¹					
6685-11											f e ¹					
89-11											q a ¹					
153-11											f e ¹					
120-11											l j a ¹					
50-11											ȶ a a ¹					
4947-11											t i n ¹					
9165-11											t ə p ¹					
7919-11											t ə n ¹					
9765-11											s aː t ¹					
7520-11											ˀɣ aːi ¹					
8883-11											p o ¹					
8565-11											z u n ¹					
8646-11											qʰ q i m ¹					
9686-11											ȶ j a t ¹					
10108-11											ˀb j aː k ¹					
10073-11											t u m ¹					
1536-11											l j u ¹					
9131-11											h aː p ¹					
8799-11											ɣ aːu ¹					
9721-11											t aːi ¹					
8124-11											ʔ j aː m ¹					
8448-11											l a m ¹					
8714-11											t aː t ¹					
5317-11											n a p ¹					
1138-11											m̥ j aː n ¹					
1502-11											m a t ¹					
3109-11											ˀd j a m ¹					
3334-11											p o ¹					
3840-11											s ə n ¹					
3748-11											ˀd j aː k ¹					
3015-11											t i p ¹					
7262-11											ʔ ə n ¹					
10635-11											ˀɣ a k ¹					
697-11											j au ¹					
5031-11											ȶ a a ¹					
1553-11											q u m ¹					
224-11											t pʰ a ¹					
186-11											ˀd j aː ŋ ¹					
5185-11											ˀn u m ¹					
1484-11											f aːi ¹					
1933-11											f aːi ¹					
2939-11											t o n ¹					
1000-11											t aː p ¹					
2551-11											q ə n ¹					
1646-11											v u ¹					
565-11											t au ¹					
5552-11											s i k ¹					
3159-11											f a ¹					
5876-11											ⁿd aːi ¹					
1299-11											s u n ¹					
4862-11											q aː p ¹					
1180-11											t au ¹					
6774-11											f aːi ¹					
3875-11											f aːi ¹					
6036-11											ˀd a ¹					
6398-11											l j u n ¹					
7063-11											t u n ¹					
492-11											ʔ j aː m ¹					
1627-11											k a n ¹					
5927-11											q u m ¹					
3951-11											l a ¹					
3049-11											s aː n ¹					
6684-11											l a p ¹					
1850-11											l a p ¹					
3262-11											l a p ¹					
8260-11											ˀd j aː t ¹					
7551-11											t au ¹					
9564-11											f aːi ¹					
9443-11											t a ¹					
9545-11											h aː p ¹					
7650-11											ts a t ¹					
7833-11											ˀd j aː k ¹					
9148-11											ʔ j a ¹					
9036-11											ⁿd o ¹					
8904-11											ˀn u ŋ ¹					
7683-11											q a m ¹					
8227-11											f e ¹					
8616-11											ˀn aː ŋ ¹					
11163-11											s aː n ¹					
11130-11											s aː n ¹					
7315-11											q au ¹					
10652-11											n̥ o ¹					
10653-11											s aː ŋ ¹					
5241-11											t a ¹					
3398-11											t a t ¹					
2357-11											t u ŋ ¹					
3696-11											ⁿd aːi ¹					
1610-11											ˀɣ au ŋ ¹					
10716-11											t aː k ¹					
5722-11											s aː n ¹					
3317-11											n aːi ¹					
4142-11											qʰ ə p ¹					
5705-11											ˀd j a p ¹					
5980-11											q u p ¹					
6242-11											ˀd j a ¹					
1344-11											s a ŋ ¹					
3194-11											ⁿd aːi ¹					
4411-11											ts j aː p ¹					
7419-11											f aːi ¹					
6139-11											s ə n ¹					
6158-11											ȶ a ¹					
10295-11											f s aː n ¹					
6882-12												v ə t ¹				
6485-12												h i n ¹				
4690-12												h i n ¹				
5671-12												p h ə n ¹				
4272-12												ˀd i p ¹				
10935-12												q e ¹				
4760-12												m̥ j aː n ¹				
1881-12												s ə n ¹				
4777-12												s ȶʰ ə t ¹				
10969-12												s ə n ¹				
10970-12												f u ¹				
