COGID	AntangWesternSandong	BanliangYangAn	DujiangEasternSandong	JiaoliPandong	JiarongSouthernSandong	JiuqianSouthernSandong	Pandong	RenliEasternSandong	SanjiangEasternSandong	ShuigenCentralSandong	ShuiweiSouthernSandong	ShuiyaoSouthernSandong	TangnianYangAn	TangzhouWesternSandong	TingpaiWesternSandong	ZhongheCentralSandong
5961-11											m̥ aː k ¹					
1450-11											t a ¹					
10430-11											ɕ a ¹					
6210-11											t t a ¹					
5468-11											ŋ̊ aː n ¹					
6685-11											m̥ a ¹					
89-11											t a ¹					
153-11											m̥ u ¹					
120-11											qʰ ə u ¹					
50-11											t j a ¹					
4947-11											ȶ aː ŋ ¹					
9165-11											t o ¹ ¹					
7919-11											t aː ŋ ¹					
9765-11											ȵ u t ¹					
7520-11											m̥ a ¹					
8883-11											t o ¹					
8565-11											qʰ aː ŋ ¹					
8646-11											qʰ k a m ¹					
9686-11											t j ə t ¹					
10108-11											t j o t ¹					
10073-11											t o ŋ ¹					
1536-11											m j u ¹					
9131-11											h o p ¹					
8799-11											ʔ j ¹					
9721-11											t ai ¹					
8124-11											t j a m ¹					
8448-11											j o n ¹					
8714-11											t j ¹ ¹					
5317-11											m̥ u ¹ ¹					
1138-11											t j o ŋ ¹					
1502-11											ŋ̊ u ¹ ¹					
3109-11											t j a m ¹					
3334-11											t a ¹					
3840-11											ŋ̊ aː n ¹					
3748-11											ˀb j aː k ¹					
3015-11											t o ¹ ¹					
7262-11											k aː n ¹					
10635-11											qʰ aː ¹ ¹					
697-11											m̥ a ¹					
5031-11											t j aːu ¹					
1553-11											q o ŋ ¹					
224-11											t t i ¹					
186-11											t j o ŋ ¹					
5185-11											n̥ aː ŋ ¹					
1484-11											m̥ a ¹					
1933-11											m̥ u ¹					
2939-11											ȶ aː ŋ ¹					
1000-11											t a ¹ ¹					
2551-11											ȶ a ŋ ¹					
1646-11											ɕ a ¹					
565-11											t o ¹					
5552-11											f j a k ¹					
3159-11											f t a ¹					
5876-11											t u ¹					
1299-11											ˀȵ aː ŋ ¹					
4862-11											ˀb u k ¹					
1180-11											t a ¹					
6774-11											m̥ a ¹					
3875-11											m̥ u ¹					
6036-11											t aː u ¹					
6398-11											m̥ j u ŋ ¹					
7063-11											ˀb o n ¹					
492-11											t i m ¹					
1627-11											q o n ¹					
5927-11											qʰ u m ¹					
3951-11											m̥ a ¹					
3049-11											m̥ aː ŋ ¹					
6684-11											j o k ¹					
1850-11											j o k ¹					
3262-11											j o k ¹					
8260-11											t m̥ u t ¹					
7551-11											t a ¹					
9564-11											m̥ u ¹					
9443-11											t a ¹					
9545-11											ɕ aː p ¹					
7650-11											t t o t ¹					
7833-11											t j o p ¹					
9148-11											t a a ¹					
9036-11											t a ¹					
8904-11											m̥ aː ŋ ¹					
7683-11											t aː ŋ ¹					
8227-11											m̥ a ¹					
8616-11											m̥ a n ¹					
11163-11											m̥ a ŋ ¹					
11130-11											m̥ a ŋ ¹					
7315-11											ɕ a ¹					
10652-11											m̥ a ¹					
10653-11											m̥ aː ŋ ¹					
5241-11											t i ¹					
3398-11											t o ¹ ¹					
2357-11											ȶ aː ŋ ¹					
3696-11											t u ¹					
1610-11											kʰ aː ŋ ¹					
10716-11											t aː ¹ ¹					
5722-11											h aː ŋ ¹					
3317-11											t u ¹					
4142-11											ˀb u t ¹					
5705-11											t j u p ¹					
5980-11											q o ŋ ¹					
6242-11											t m̥ u ¹					
1344-11											h i ŋ ¹					
3194-11											t u ¹					
4411-11											t aː p ¹					
7419-11											m̥ u ¹					
6139-11											ɕ o n ¹					
6158-11											t a aːu ¹					
10295-11											m̥ o ŋ ¹					
2821-11											m̥ j aː ŋ ¹					
3293-11											m̥ a a n ¹					
4999-11											t a u ¹					
4039-11											m̥ o ¹ ¹					
10273-11											m̥ o ¹					
4056-11											ȶ a n ¹					
10503-11											s ȶ o n ¹					
10764-11											m̥ ⁿb aːi ¹					
10765-11											t j aː k ¹					
2248-11											m̥ a ¹					
2266-11											m̥ e ¹					
3713-11											t aː ŋ ¹					
8399-11											m̥ a ¹					
8922-11											t a ¹					
9426-11											t u ¹					
7936-11											t a m ¹					
7799-11											m̥ u ¹					
9855-11											qʰ ȶ aː ŋ ¹					
1037-11											m̥ a ¹					
5520-11											t j o n ¹					
4124-11											m̥ a ¹					
4218-11											t a aːu ¹					
6053-11											ŋ̊ o n ¹					
6916-11											ȶ a ŋ ¹					
2446-11											t u ¹					
6469-11											h u ŋ ¹					
6510-11											qʰ ȶ o n ¹					
3414-11											m̥ j aː ŋ ¹					
2889-11											m̥ m̥ a ¹					
4707-11											ˀb j o p ¹					
7418-11											ȶ u m ¹					
5099-11											ˀb o ŋ ¹					
401-11											m̥ a ¹					
5910-11											ȶ u ŋ ¹					
3351-11											t i ¹					
10482-11											j e ¹					
5688-11											m̥ a ¹					
4497-11											t o ¹					
4998-11											m̥ a ¹					
2341-11											qʰ e ¹					
10884-11											ȶ aː ŋ ¹					
799-11											l u u ¹					
3765-11											m̥ a ¹					
7734-11											t j aː ŋ ¹					
7902-11											m̥ a p ¹					
8731-11											t o ¹ ¹					
8968-11											ȶ o n ¹					
8414-11											m̥ m̥ a n ¹					
9738-11											s aː t ¹					
9632-11											m̥ a ¹					
9916-11											ȶ o n ¹					
1-11											t a ŋ ¹					
6260-11											t a ¹					
7245-11											ˀb aː p ¹					
6544-11											qʰ i p ¹					
3500-11											t aː ŋ ¹					
1570-11											kʰ e ŋ ¹					
6122-11											j j e ¹					
2305-11											ʁ q u t ¹					
2856-11											ɕ a ¹					
9181-11											ȶ ə ŋ ¹					
8985-11											m̥ ai ¹					
8140-11											m̥ j j ¹ ¹					
9115-11											t a ¹					
8108-11											j o ¹ ¹					
7888-11											t u ¹					
9834-11											f j aː p ¹					
8192-11											ȶ aː ŋ ¹					
5981-11											m̥ u ¹					
434-11											t e ¹					
10619-11											ɕ a ¹					
6882-12												h u t ¹				
6485-12												ˀb u ŋ ¹				
4690-12												h aː ŋ ¹				
5671-12												ʔ h u ŋ ¹				
4272-12												m q u t ¹				
10935-12												ˀd a ¹				
4760-12												m j u ŋ ¹				
1881-12												h aː ŋ ¹				
4777-12												qʰ u t ¹				
10969-12												h aː ŋ ¹				
10970-12												m̥ a ¹				
10206-12												h aː ŋ ¹				
6565-12												ts j u ŋ ¹				
1281-12												ʔ j i ŋ ¹				
10569-12												h aː ŋ ¹				
6899-12												ȶ a u ŋ ¹				
7081-12												ʔ a ¹				
4090-12												t a ŋ ¹				
2197-12												h aː ŋ ¹				
3352-12												ˀd a ¹				
3892-12												u t ¹				
1071-12												q aː ŋ ¹				
10313-12												m̥ a ¹				
2671-12												ȶ j u t ¹				
5502-12												v u t ¹				
7382-12												qʰ u ŋ ¹				
932-12												ˀb aː ŋ ¹				
533-12												m̥ a ¹				
4159-12												m̥ a ¹				
2804-12												h aː t ¹				
5451-12												m̥ a ¹				
5773-12												ˀd a ¹				
6933-12												ˀd a ¹				
4657-12												ˀd a ¹				
4658-12												qʰ j e ŋ ¹				
6966-12												ɕ a ¹				
5351-12												m̥ a ¹				
4073-12												ˀd a ¹				
2163-12												m j e ŋ ¹				
1121-12												f a ¹				
5790-12												h aː ŋ ¹				
10413-12												m̥ a ¹				
6731-12												m̥ a ¹				
1645-12												m̥ a ¹				
4914-12												m̥ a ¹				
6175-12												m̥ a ¹				
3092-12												h aː ŋ ¹				
1247-12												m̥ j e ŋ ¹				
5620-12												ȶ aː u ¹				
4897-12												m̥ a ¹				
4811-12												h u ŋ ¹				
1213-12												ˀd a ¹				
11019-12												j aː ŋ ¹				
11020-12												ˀd a ¹				
2129-12												q u p ¹				
3211-12												h aː ŋ ¹				
714-12												h aː p ¹				
1729-12												ˀd a ¹				
3679-12												m̥ a ¹				
1054-12												m aː a ¹				
7448-12												m aː ŋ ¹				
582-12												m j a ¹				
4743-12												m u ŋ ¹				
5419-12												m̥ m u ŋ ¹				
5601-12												ˀb u ŋ ¹				
2705-12												m u ŋ ¹				
6381-12												h o ŋ ¹				
1017-12												ˀd a ¹				
645-12												h u t ¹				
273-12												m aː t ¹				
4338-12												ȶ j u t ¹				
2533-12												ˀd a ¹				
1089-12												q aː p ¹				
843-12												h aː ŋ ¹				
2787-12												m̥ ⁿj u t ¹				
4462-12												h aː ŋ ¹				
10918-12												h aː ŋ ¹				
6582-12												m̥ a ¹				
2070-12												ˀd a ¹				
3075-12												h u t ¹				
10848-12												m̥ a ¹				
2480-12												h aː ŋ ¹				
2214-12												ˀd a ¹				
7225-12												h aː t ¹				
3515-12												ˀb j a ŋ ¹				
2588-12												h aː ŋ ¹				
2908-12												ˀb j u t ¹				
2393-12												m̥ a ¹				
1156-12												m̥ a ¹				
2374-12												ˀd a ¹				
2146-12												ˀd a ¹				
5133-12												h u ŋ ¹				
4981-12												m aː t ¹				
10239-12												m̥ a ¹				
599-12												ⁿj u t ¹				
5048-12												p a ¹				
6331-12												m̥ a ¹				
290-12												h aː ŋ ¹				
311-12												h aː t ¹				
3430-12												m j a ¹				
5369-12												m j a ¹				
2749-12												qʰ v u ŋ ¹				
2621-12												qʰ j u p ¹				
1181-12												q aː t ¹				
949-12												ȶ u ¹				
2839-12												ˀb u ŋ ¹				
861-12												m aː t ¹				
6773-12												m aː t ¹				
5739-12												m aː t ¹				
5740-12												h u t ¹				
3550-12												qʰ u ŋ ¹				
4445-12												h u t ¹				
680-12												h u ŋ ¹				
817-12												kʰ u ŋ ¹				
782-12												ˀb m u t ¹				
10396-12												aː u ¹				
4606-12												h aː ŋ ¹				
5207-12												h aː ŋ ¹				
7280-12												ȶ m̥ a ¹				
6983-12												ʔ j u t ¹				
5168-12												ˀb u ŋ ¹				
1264-12												ȶ j u ¹				
915-12												ˀd a ¹				
1767-12												ˀb aː ŋ ¹				
10901-12												ts j u ŋ ¹				
10867-12												ˀb u ŋ ¹				
417-12												ts w u ŋ ¹				
2285-12												ˀb m a ¹				
11002-12												h h u t ¹				
6348-12												m̥ a ¹				
6349-12												j aː ŋ ¹				
10602-12												ˀb u ŋ ¹				
5654-12												m̥ j u ŋ ¹				
880-12												m̥ a ¹				
983-12												h aː ŋ ¹				
2033-12												ˀd a ¹				
1433-12												qʰ m̥ a ¹				
1467-12												q aː p ¹				
469-12												ȶ j u ŋ ¹				
3127-12												m j a ¹				
4623-12												m̥ a ¹				
7099-12												m̥ j u t ¹				
4726-12												qʰ a ŋ ¹				
10465-12												h aː ŋ ¹				
5519-12												h aː ŋ ¹				
5893-12												ʔ j u ŋ ¹				
2857-12												ˀb u ŋ ¹				
3645-12												h aː ŋ ¹				
3032-12												m j e ŋ ¹				
2088-12												qʰ j i ŋ ¹				
2463-12												ʔ a ¹				
4794-12												m̥ a ¹				
4569-12												h aː ŋ ¹				
4586-12												ȶ ʔ u ¹				
4552-12												ˀd a ¹				
3228-12												ˀb u ŋ ¹				
3245-12												m̥ a ¹				
6651-12												h aː t ¹				
6652-12												h aː ŋ ¹				
1817-12												h aː t ¹				
1818-12												ˀb j u t ¹				
11052-12												m̥ a ¹				
1230-12												h aː t ¹				
3380-12												h aː t ¹				
8174-12												h aː ŋ ¹				
8599-12												ˀb j a ŋ ¹				
7782-12												ȶ j a ¹				
8294-12												m̥ u t ¹				
8514-12												m̥ a ¹				
9669-12												m̥ j u t ¹				
8531-12												p a ¹				
7954-12												ʔ u t ¹				
9968-12												h aː ŋ ¹				
8040-12												ˀd a ¹				
9304-12												ˀd a ¹				
8345-12												q aː t ¹				
8765-12												ȶ q u t ¹				
8849-12												v u ŋ ¹				
9286-12												ts n̥ u ŋ ¹				
9581-12												m v u ŋ ¹				
9267-12												m̥ a ¹				
8497-12												qʰ x u ŋ ¹				
7602-12												h aː t ¹				
8431-12												qʰ j i ŋ ¹				
10036-12												h aː t ¹				
10019-12												h aː t ¹				
9216-12												m̥ a ¹				
8074-12												q aː t ¹				
9511-12												h u ŋ ¹				
8243-12												ˀb j a ŋ ¹				
9250-12												ȶ j u ŋ ¹				
7568-12												m̥ a ¹				
8832-12												ʔ a ¹				
8057-12												m̥ a ¹				
7716-12												h aː p ¹				
9899-12												ˀd a ¹				
7585-12												ˀd a ¹				
8582-12												m j a ¹				
9097-12												z aː ŋ ¹				
10125-12												m̥ a ¹				
9460-12												m̥ a ¹				
9649-12												h u t ¹				
9870-12												n̥ aː p ¹				
8680-12												h aː ŋ ¹				
7699-12												h aː t ¹				
9001-12												j u t ¹				
9494-12												q aː p ¹				
7666-12												qʰ a ŋ ¹				
9598-12												ȶ m u t ¹				
8023-12												t u ŋ ¹				
9053-12												u t ¹				
10091-12												qʰ j u t ¹				
10002-12												ˀb j a ¹				
7765-12												ˀd a ¹				
8800-12												m̥ a ¹				
9934-12												ˀd a ¹				
9985-12												ˀd a ¹				
7850-12												q aː p ¹				
7816-12												t aː ŋ ¹				
8663-12												t u ŋ ¹				
8697-12												h aː t ¹				
9615-12												ʔ j i ŋ ¹				
8362-12												h u t ¹				
8091-12												ˀd a ¹				
8748-12												m̥ a ¹				
22-12												ˀd a ¹				
11084-12												qʰ ˀd a ¹				
7365-12												m̥ a ¹				
4201-12												qʰ j a ¹				
5841-12												m̥ a ¹				
4640-12												ˀd a ¹				
662-12												h aː ŋ ¹				
384-12												m̥ a ¹				
5151-12												m̥ a ¹				
1399-12												ˀd a ¹				
5259-12												ˀb j u t ¹				
10353-12												m̥ a ¹				
10370-12												m̥ a ¹				
7401-12												h aː ŋ ¹				
2958-12												ɕ a ¹				
