index	index_p	rindex	rindex_p	cogid	id_BelejeGonfoye	segment_BelejeGonfoye	segment_BelejeGonfoye_L1	segment_BelejeGonfoye_L2	segment_BelejeGonfoye_L3	segment_BelejeGonfoye_R1	segment_BelejeGonfoye_R2	segment_BelejeGonfoye_R3	SC_BelejeGonfoye	SC_BelejeGonfoye_L1	SC_BelejeGonfoye_L2	SC_BelejeGonfoye_L3	SC_BelejeGonfoye_R1	SC_BelejeGonfoye_R2	SC_BelejeGonfoye_R3	PROSODY_BelejeGonfoye	PROSODY_BelejeGonfoye_L1	PROSODY_BelejeGonfoye_L2	PROSODY_BelejeGonfoye_L3	PROSODY_BelejeGonfoye_R1	PROSODY_BelejeGonfoye_R2	PROSODY_BelejeGonfoye_R3	id_Fadashi	segment_Fadashi	segment_Fadashi_L1	segment_Fadashi_L2	segment_Fadashi_L3	segment_Fadashi_R1	segment_Fadashi_R2	segment_Fadashi_R3	SC_Fadashi	SC_Fadashi_L1	SC_Fadashi_L2	SC_Fadashi_L3	SC_Fadashi_R1	SC_Fadashi_R2	SC_Fadashi_R3	PROSODY_Fadashi	PROSODY_Fadashi_L1	PROSODY_Fadashi_L2	PROSODY_Fadashi_L3	PROSODY_Fadashi_R1	PROSODY_Fadashi_R2	PROSODY_Fadashi_R3	id_Maiyu	segment_Maiyu	segment_Maiyu_L1	segment_Maiyu_L2	segment_Maiyu_L3	segment_Maiyu_R1	segment_Maiyu_R2	segment_Maiyu_R3	SC_Maiyu	SC_Maiyu_L1	SC_Maiyu_L2	SC_Maiyu_L3	SC_Maiyu_R1	SC_Maiyu_R2	SC_Maiyu_R3	PROSODY_Maiyu	PROSODY_Maiyu_L1	PROSODY_Maiyu_L2	PROSODY_Maiyu_L3	PROSODY_Maiyu_R1	PROSODY_Maiyu_R2	PROSODY_Maiyu_R3	id_Undulu	segment_Undulu	segment_Undulu_L1	segment_Undulu_L2	segment_Undulu_L3	segment_Undulu_R1	segment_Undulu_R2	segment_Undulu_R3	SC_Undulu	SC_Undulu_L1	SC_Undulu_L2	SC_Undulu_L3	SC_Undulu_R1	SC_Undulu_R2	SC_Undulu_R3	PROSODY_Undulu	PROSODY_Undulu_L1	PROSODY_Undulu_L2	PROSODY_Undulu_L3	PROSODY_Undulu_R1	PROSODY_Undulu_R2	PROSODY_Undulu_R3
4	1.0000	1	0.2500	782	237	i	ɲ	eː	d	∅	∅	∅	I	N	E	T	∅	∅	∅	7	4	7	1	∅	∅	∅																							238	i	ŋ	iː	d	∅	∅	∅	I	N	I	T	∅	∅	∅	7	4	7	1	∅	∅	∅																						
1	0.2000	5	1.0000	783																							239	m	∅	∅	∅	aː	r	-	M	∅	∅	∅	A	R	_	4	∅	∅	∅	7	5	0	240	m	∅	∅	∅	ʊ	r	θ	M	∅	∅	∅	Y	R	D	4	∅	∅	∅	7	5	3	241	m	∅	∅	∅	a	r	θ	M	∅	∅	∅	A	R	D	4	∅	∅	∅	7	5	3
2	0.4000	4	0.8000	783																							239	aː	m	∅	∅	r	-	a	A	M	∅	∅	R	_	A	7	4	∅	∅	5	0	7	240	ʊ	m	∅	∅	r	θ	a	Y	M	∅	∅	R	D	A	7	4	∅	∅	5	3	7	241	a	m	∅	∅	r	θ	a	A	M	∅	∅	R	D	A	7	4	∅	∅	5	3	7
3	0.6000	3	0.6000	783																							239	r	aː	m	∅	-	a	∅	R	A	M	∅	_	A	∅	5	7	4	∅	0	7	∅	240	r	ʊ	m	∅	θ	a	∅	R	Y	M	∅	D	A	∅	5	7	4	∅	3	7	∅	241	r	a	m	∅	θ	a	∅	R	A	M	∅	D	A	∅	5	7	4	∅	3	7	∅
4	0.8000	2	0.4000	783																							239	-	r	aː	m	a	∅	∅	_	R	A	M	A	∅	∅	0	5	7	4	7	∅	∅	240	θ	r	ʊ	m	a	∅	∅	D	R	Y	M	A	∅	∅	3	5	7	4	7	∅	∅	241	θ	r	a	m	a	∅	∅	D	R	A	M	A	∅	∅	3	5	7	4	7	∅	∅
5	1.0000	1	0.2000	783																							239	a	-	r	aː	∅	∅	∅	A	_	R	A	∅	∅	∅	7	0	5	7	∅	∅	∅	240	a	θ	r	ʊ	∅	∅	∅	A	D	R	Y	∅	∅	∅	7	3	5	7	∅	∅	∅	241	a	θ	r	a	∅	∅	∅	A	D	R	A	∅	∅	∅	7	3	5	7	∅	∅	∅
1	0.2000	5	1.0000	789																							242	a	∅	∅	∅	m	a	ɗ	A	∅	∅	∅	M	A	T	7	∅	∅	∅	4	7	1	243	a	∅	∅	∅	m	a	ɗ	A	∅	∅	∅	M	A	T	7	∅	∅	∅	4	7	1	244	a	∅	∅	∅	m	a	ɗ	A	∅	∅	∅	M	A	T	7	∅	∅	∅	4	7	1
2	0.4000	4	0.8000	789																							242	m	a	∅	∅	a	ɗ	e	M	A	∅	∅	A	T	E	4	7	∅	∅	7	1	7	243	m	a	∅	∅	a	ɗ	i	M	A	∅	∅	A	T	I	4	7	∅	∅	7	1	7	244	m	a	∅	∅	a	ɗ	e	M	A	∅	∅	A	T	E	4	7	∅	∅	7	1	7
3	0.6000	3	0.6000	789																							242	a	m	a	∅	ɗ	e	∅	A	M	A	∅	T	E	∅	7	4	7	∅	1	7	∅	243	a	m	a	∅	ɗ	i	∅	A	M	A	∅	T	I	∅	7	4	7	∅	1	7	∅	244	a	m	a	∅	ɗ	e	∅	A	M	A	∅	T	E	∅	7	4	7	∅	1	7	∅
4	0.8000	2	0.4000	789																							242	ɗ	a	m	a	e	∅	∅	T	A	M	A	E	∅	∅	1	7	4	7	7	∅	∅	243	ɗ	a	m	a	i	∅	∅	T	A	M	A	I	∅	∅	1	7	4	7	7	∅	∅	244	ɗ	a	m	a	e	∅	∅	T	A	M	A	E	∅	∅	1	7	4	7	7	∅	∅
5	1.0000	1	0.2000	789																							242	e	ɗ	a	m	∅	∅	∅	E	T	A	M	∅	∅	∅	7	1	7	4	∅	∅	∅	243	i	ɗ	a	m	∅	∅	∅	I	T	A	M	∅	∅	∅	7	1	7	4	∅	∅	∅	244	e	ɗ	a	m	∅	∅	∅	E	T	A	M	∅	∅	∅	7	1	7	4	∅	∅	∅
1	0.2000	5	1.0000	794																							245	ʃ	∅	∅	∅	eː	k	ʔ	S	∅	∅	∅	E	K	H	3	∅	∅	∅	7	1	1	246	ʃ	∅	∅	∅	eː	k	ʔ	S	∅	∅	∅	E	K	H	3	∅	∅	∅	7	1	1																						
2	0.4000	4	0.8000	794																							245	eː	ʃ	∅	∅	k	ʔ	e	E	S	∅	∅	K	H	E	7	3	∅	∅	1	1	7	246	eː	ʃ	∅	∅	k	ʔ	e	E	S	∅	∅	K	H	E	7	3	∅	∅	1	1	7																						
3	0.6000	3	0.6000	794																							245	k	eː	ʃ	∅	ʔ	e	∅	K	E	S	∅	H	E	∅	1	7	3	∅	1	7	∅	246	k	eː	ʃ	∅	ʔ	e	∅	K	E	S	∅	H	E	∅	1	7	3	∅	1	7	∅																						
4	0.8000	2	0.4000	794																							245	ʔ	k	eː	ʃ	e	∅	∅	H	K	E	S	E	∅	∅	1	1	7	3	7	∅	∅	246	ʔ	k	eː	ʃ	e	∅	∅	H	K	E	S	E	∅	∅	1	1	7	3	7	∅	∅																						
5	1.0000	1	0.2000	794																							245	e	ʔ	k	eː	∅	∅	∅	E	H	K	E	∅	∅	∅	7	1	1	7	∅	∅	∅	246	e	ʔ	k	eː	∅	∅	∅	E	H	K	E	∅	∅	∅	7	1	1	7	∅	∅	∅																						
1	0.1250	8	1.0000	798	247	k	∅	∅	∅	ʔ	o	-	K	∅	∅	∅	H	U	_	1	∅	∅	∅	1	7	0	248	k	∅	∅	∅	ʔ	o	ŋ	K	∅	∅	∅	H	U	N	1	∅	∅	∅	1	7	4	249	k	∅	∅	∅	-	ɔ	ŋ	K	∅	∅	∅	_	U	N	1	∅	∅	∅	0	7	4																						
2	0.2500	7	0.8750	798	247	ʔ	k	∅	∅	o	-	k	H	K	∅	∅	U	_	K	1	1	∅	∅	7	0	1	248	ʔ	k	∅	∅	o	ŋ	k	H	K	∅	∅	U	N	K	1	1	∅	∅	7	4	1	249	-	k	∅	∅	ɔ	ŋ	k	_	K	∅	∅	U	N	K	0	1	∅	∅	7	4	1																						
3	0.3750	6	0.7500	798	247	o	ʔ	k	∅	-	k	o	U	H	K	∅	_	K	U	7	1	1	∅	0	1	7	248	o	ʔ	k	∅	ŋ	k	o	U	H	K	∅	N	K	U	7	1	1	∅	4	1	7	249	ɔ	-	k	∅	ŋ	k	ɔ	U	_	K	∅	N	K	U	7	0	1	∅	4	1	7																						
4	0.5000	5	0.6250	798	247	-	o	ʔ	k	k	o	n	_	U	H	K	K	U	N	0	7	1	1	1	7	4	248	ŋ	o	ʔ	k	k	o	n	N	U	H	K	K	U	N	4	7	1	1	1	7	4	249	ŋ	ɔ	-	k	k	ɔ	n	N	U	_	K	K	U	N	4	7	0	1	1	7	4																						
5	0.6250	4	0.5000	798	247	k	-	o	ʔ	o	n	e	K	_	U	H	U	N	E	1	0	7	1	7	4	7	248	k	ŋ	o	ʔ	o	n	i	K	N	U	H	U	N	I	1	4	7	1	7	4	7	249	k	ŋ	ɔ	-	ɔ	n	e	K	N	U	_	U	N	E	1	4	7	0	7	4	7																						
6	0.7500	3	0.3750	798	247	o	k	-	o	n	e	∅	U	K	_	U	N	E	∅	7	1	0	7	4	7	∅	248	o	k	ŋ	o	n	i	∅	U	K	N	U	N	I	∅	7	1	4	7	4	7	∅	249	ɔ	k	ŋ	ɔ	n	e	∅	U	K	N	U	N	E	∅	7	1	4	7	4	7	∅																						
7	0.8750	2	0.2500	798	247	n	o	k	-	e	∅	∅	N	U	K	_	E	∅	∅	4	7	1	0	7	∅	∅	248	n	o	k	ŋ	i	∅	∅	N	U	K	N	I	∅	∅	4	7	1	4	7	∅	∅	249	n	ɔ	k	ŋ	e	∅	∅	N	U	K	N	E	∅	∅	4	7	1	4	7	∅	∅																						
8	1.0000	1	0.1250	798	247	e	n	o	k	∅	∅	∅	E	N	U	K	∅	∅	∅	7	4	7	1	∅	∅	∅	248	i	n	o	k	∅	∅	∅	I	N	U	K	∅	∅	∅	7	4	7	1	∅	∅	∅	249	e	n	ɔ	k	∅	∅	∅	E	N	U	K	∅	∅	∅	7	4	7	1	∅	∅	∅																						
1	0.2000	5	1.0000	799																																													250	p	∅	∅	∅	ʔ	eː	r	P	∅	∅	∅	H	E	R	1	∅	∅	∅	1	7	5	251	ɓ	∅	∅	∅	-	eː	r	P	∅	∅	∅	_	E	R	1	∅	∅	∅	0	7	5
2	0.4000	4	0.8000	799																																													250	ʔ	p	∅	∅	eː	r	a	H	P	∅	∅	E	R	A	1	1	∅	∅	7	5	7	251	-	ɓ	∅	∅	eː	r	a	_	P	∅	∅	E	R	A	0	1	∅	∅	7	5	7
3	0.6000	3	0.6000	799																																													250	eː	ʔ	p	∅	r	a	∅	E	H	P	∅	R	A	∅	7	1	1	∅	5	7	∅	251	eː	-	ɓ	∅	r	a	∅	E	_	P	∅	R	A	∅	7	0	1	∅	5	7	∅
4	0.8000	2	0.4000	799																																													250	r	eː	ʔ	p	a	∅	∅	R	E	H	P	A	∅	∅	5	7	1	1	7	∅	∅	251	r	eː	-	ɓ	a	∅	∅	R	E	_	P	A	∅	∅	5	7	0	1	7	∅	∅
5	1.0000	1	0.2000	799																																													250	a	r	eː	ʔ	∅	∅	∅	A	R	E	H	∅	∅	∅	7	5	7	1	∅	∅	∅	251	a	r	eː	-	∅	∅	∅	A	R	E	_	∅	∅	∅	7	5	7	0	∅	∅	∅
1	0.1429	7	1.0000	804	252	ɛ	∅	∅	∅	l	e	n	E	∅	∅	∅	L	E	N	7	∅	∅	∅	5	7	4	253	ɛ	∅	∅	∅	l	e	n	E	∅	∅	∅	L	E	N	7	∅	∅	∅	5	7	4																																												
2	0.2857	6	0.8571	804	252	l	ɛ	∅	∅	e	n	o	L	E	∅	∅	E	N	U	5	7	∅	∅	7	4	7	253	l	ɛ	∅	∅	e	n	e	L	E	∅	∅	E	N	E	5	7	∅	∅	7	4	7																																												
3	0.4286	5	0.7143	804	252	e	l	ɛ	∅	n	o	l	E	L	E	∅	N	U	L	7	5	7	∅	4	7	5	253	e	l	ɛ	∅	n	e	l	E	L	E	∅	N	E	L	7	5	7	∅	4	7	5																																												
4	0.5714	4	0.5714	804	252	n	e	l	ɛ	o	l	o	N	E	L	E	U	L	U	4	7	5	7	7	5	7	253	n	e	l	ɛ	e	l	o	N	E	L	E	E	L	U	4	7	5	7	7	5	7																																												
5	0.7143	3	0.4286	804	252	o	n	e	l	l	o	∅	U	N	E	L	L	U	∅	7	4	7	5	5	7	∅	253	e	n	e	l	l	o	∅	E	N	E	L	L	U	∅	7	4	7	5	5	7	∅																																												
6	0.8571	2	0.2857	804	252	l	o	n	e	o	∅	∅	L	U	N	E	U	∅	∅	5	7	4	7	7	∅	∅	253	l	e	n	e	o	∅	∅	L	E	N	E	U	∅	∅	5	7	4	7	7	∅	∅																																												
7	1.0000	1	0.1429	804	252	o	l	o	n	∅	∅	∅	U	L	U	N	∅	∅	∅	7	5	7	4	∅	∅	∅	253	o	l	e	n	∅	∅	∅	U	L	E	N	∅	∅	∅	7	5	7	4	∅	∅	∅																																												
1	0.1667	6	1.0000	811																							254	n	∅	∅	∅	ɛ	b	e	N	∅	∅	∅	E	P	E	4	∅	∅	∅	7	1	7																							255	h	∅	∅	∅	ɛ	b	e	H	∅	∅	∅	E	P	E	3	∅	∅	∅	7	1	7
2	0.3333	5	0.8333	811																							254	ɛ	n	∅	∅	b	e	nː	E	N	∅	∅	P	E	N	7	4	∅	∅	1	7	4																							255	ɛ	h	∅	∅	b	e	n	E	H	∅	∅	P	E	N	7	3	∅	∅	1	7	4
3	0.5000	4	0.6667	811																							254	b	ɛ	n	∅	e	nː	a	P	E	N	∅	E	N	A	1	7	4	∅	7	4	7																							255	b	ɛ	h	∅	e	n	a	P	E	H	∅	E	N	A	1	7	3	∅	7	4	7
4	0.6667	3	0.5000	811																							254	e	b	ɛ	n	nː	a	∅	E	P	E	N	N	A	∅	7	1	7	4	4	7	∅																							255	e	b	ɛ	h	n	a	∅	E	P	E	H	N	A	∅	7	1	7	3	4	7	∅
5	0.8333	2	0.3333	811																							254	nː	e	b	ɛ	a	∅	∅	N	E	P	E	A	∅	∅	4	7	1	7	7	∅	∅																							255	n	e	b	ɛ	a	∅	∅	N	E	P	E	A	∅	∅	4	7	1	7	7	∅	∅
6	1.0000	1	0.1667	811																							254	a	nː	e	b	∅	∅	∅	A	N	E	P	∅	∅	∅	7	4	7	1	∅	∅	∅																							255	a	n	e	b	∅	∅	∅	A	N	E	P	∅	∅	∅	7	4	7	1	∅	∅	∅
1	0.1667	6	1.0000	820	256	a	∅	∅	∅	s	o	r	A	∅	∅	∅	S	U	R	7	∅	∅	∅	3	7	5	257	aː	∅	∅	∅	ʃ	o	r	A	∅	∅	∅	S	U	R	7	∅	∅	∅	3	7	5																							258	aː	∅	∅	∅	ʃ	o	r	A	∅	∅	∅	S	U	R	7	∅	∅	∅	3	7	5
2	0.3333	5	0.8333	820	256	s	a	∅	∅	o	r	i	S	A	∅	∅	U	R	I	3	7	∅	∅	7	5	7	257	ʃ	aː	∅	∅	o	r	e	S	A	∅	∅	U	R	E	3	7	∅	∅	7	5	7																							258	ʃ	aː	∅	∅	o	r	e	S	A	∅	∅	U	R	E	3	7	∅	∅	7	5	7
3	0.5000	4	0.6667	820	256	o	s	a	∅	r	i	-	U	S	A	∅	R	I	_	7	3	7	∅	5	7	0	257	o	ʃ	aː	∅	r	e	-	U	S	A	∅	R	E	_	7	3	7	∅	5	7	0																							258	o	ʃ	aː	∅	r	e	n	U	S	A	∅	R	E	N	7	3	7	∅	5	7	4
4	0.6667	3	0.5000	820	256	r	o	s	a	i	-	∅	R	U	S	A	I	_	∅	5	7	3	7	7	0	∅	257	r	o	ʃ	aː	e	-	∅	R	U	S	A	E	_	∅	5	7	3	7	7	0	∅																							258	r	o	ʃ	aː	e	n	∅	R	U	S	A	E	N	∅	5	7	3	7	7	4	∅
5	0.8333	2	0.3333	820	256	i	r	o	s	-	∅	∅	I	R	U	S	_	∅	∅	7	5	7	3	0	∅	∅	257	e	r	o	ʃ	-	∅	∅	E	R	U	S	_	∅	∅	7	5	7	3	0	∅	∅																							258	e	r	o	ʃ	n	∅	∅	E	R	U	S	N	∅	∅	7	5	7	3	4	∅	∅
6	1.0000	1	0.1667	820	256	-	i	r	o	∅	∅	∅	_	I	R	U	∅	∅	∅	0	7	5	7	∅	∅	∅	257	-	e	r	o	∅	∅	∅	_	E	R	U	∅	∅	∅	0	7	5	7	∅	∅	∅																							258	n	e	r	o	∅	∅	∅	N	E	R	U	∅	∅	∅	4	7	5	7	∅	∅	∅
1	0.1667	6	1.0000	827																							259	aː	∅	∅	∅	ɓ	-	i	A	∅	∅	∅	P	_	I	7	∅	∅	∅	1	0	7	260	a	∅	∅	∅	p	ʔ	i	A	∅	∅	∅	P	H	I	7	∅	∅	∅	1	1	7	261	aː	∅	∅	∅	ɓ	-	i	A	∅	∅	∅	P	_	I	7	∅	∅	∅	1	0	7
2	0.3333	5	0.8333	827																							259	ɓ	aː	∅	∅	-	i	l	P	A	∅	∅	_	I	L	1	7	∅	∅	0	7	5	260	p	a	∅	∅	ʔ	i	l	P	A	∅	∅	H	I	L	1	7	∅	∅	1	7	5	261	ɓ	aː	∅	∅	-	i	l	P	A	∅	∅	_	I	L	1	7	∅	∅	0	7	5
3	0.5000	4	0.6667	827																							259	-	ɓ	aː	∅	i	l	a	_	P	A	∅	I	L	A	0	1	7	∅	7	5	7	260	ʔ	p	a	∅	i	l	a	H	P	A	∅	I	L	A	1	1	7	∅	7	5	7	261	-	ɓ	aː	∅	i	l	a	_	P	A	∅	I	L	A	0	1	7	∅	7	5	7
4	0.6667	3	0.5000	827																							259	i	-	ɓ	aː	l	a	∅	I	_	P	A	L	A	∅	7	0	1	7	5	7	∅	260	i	ʔ	p	a	l	a	∅	I	H	P	A	L	A	∅	7	1	1	7	5	7	∅	261	i	-	ɓ	aː	l	a	∅	I	_	P	A	L	A	∅	7	0	1	7	5	7	∅
5	0.8333	2	0.3333	827																							259	l	i	-	ɓ	a	∅	∅	L	I	_	P	A	∅	∅	5	7	0	1	7	∅	∅	260	l	i	ʔ	p	a	∅	∅	L	I	H	P	A	∅	∅	5	7	1	1	7	∅	∅	261	l	i	-	ɓ	a	∅	∅	L	I	_	P	A	∅	∅	5	7	0	1	7	∅	∅
6	1.0000	1	0.1667	827																							259	a	l	i	-	∅	∅	∅	A	L	I	_	∅	∅	∅	7	5	7	0	∅	∅	∅	260	a	l	i	ʔ	∅	∅	∅	A	L	I	H	∅	∅	∅	7	5	7	1	∅	∅	∅	261	a	l	i	-	∅	∅	∅	A	L	I	_	∅	∅	∅	7	5	7	0	∅	∅	∅
1	0.2500	4	1.0000	837	262	m	∅	∅	∅	aː	s	i	M	∅	∅	∅	A	S	I	4	∅	∅	∅	7	3	7	263	m	∅	∅	∅	aː	ʃ	i	M	∅	∅	∅	A	S	I	4	∅	∅	∅	7	3	7																							264	m	∅	∅	∅	aː	ʃ	i	M	∅	∅	∅	A	S	I	4	∅	∅	∅	7	3	7
2	0.5000	3	0.7500	837	262	aː	m	∅	∅	s	i	∅	A	M	∅	∅	S	I	∅	7	4	∅	∅	3	7	∅	263	aː	m	∅	∅	ʃ	i	∅	A	M	∅	∅	S	I	∅	7	4	∅	∅	3	7	∅																							264	aː	m	∅	∅	ʃ	i	∅	A	M	∅	∅	S	I	∅	7	4	∅	∅	3	7	∅
3	0.7500	2	0.5000	837	262	s	aː	m	∅	i	∅	∅	S	A	M	∅	I	∅	∅	3	7	4	∅	7	∅	∅	263	ʃ	aː	m	∅	i	∅	∅	S	A	M	∅	I	∅	∅	3	7	4	∅	7	∅	∅																							264	ʃ	aː	m	∅	i	∅	∅	S	A	M	∅	I	∅	∅	3	7	4	∅	7	∅	∅
4	1.0000	1	0.2500	837	262	i	s	aː	m	∅	∅	∅	I	S	A	M	∅	∅	∅	7	3	7	4	∅	∅	∅	263	i	ʃ	aː	m	∅	∅	∅	I	S	A	M	∅	∅	∅	7	3	7	4	∅	∅	∅																							264	i	ʃ	aː	m	∅	∅	∅	I	S	A	M	∅	∅	∅	7	3	7	4	∅	∅	∅
1	0.1667	6	1.0000	842	265	ɗ	∅	∅	∅	o	ŋ	o	T	∅	∅	∅	U	N	U	1	∅	∅	∅	7	4	7	266	ɗ	∅	∅	∅	o	ŋ	o	T	∅	∅	∅	U	N	U	1	∅	∅	∅	7	4	7	267	ɗ	∅	∅	∅	ɔ	ŋ	ɔ	T	∅	∅	∅	U	N	U	1	∅	∅	∅	7	4	7																						
2	0.3333	5	0.8333	842	265	o	ɗ	∅	∅	ŋ	o	s	U	T	∅	∅	N	U	S	7	1	∅	∅	4	7	3	266	o	ɗ	∅	∅	ŋ	o	ʃ	U	T	∅	∅	N	U	S	7	1	∅	∅	4	7	3	267	ɔ	ɗ	∅	∅	ŋ	ɔ	ʃ	U	T	∅	∅	N	U	S	7	1	∅	∅	4	7	3																						
3	0.5000	4	0.6667	842	265	ŋ	o	ɗ	∅	o	s	e	N	U	T	∅	U	S	E	4	7	1	∅	7	3	7	266	ŋ	o	ɗ	∅	o	ʃ	a	N	U	T	∅	U	S	A	4	7	1	∅	7	3	7	267	ŋ	ɔ	ɗ	∅	ɔ	ʃ	a	N	U	T	∅	U	S	A	4	7	1	∅	7	3	7																						
4	0.6667	3	0.5000	842	265	o	ŋ	o	ɗ	s	e	∅	U	N	U	T	S	E	∅	7	4	7	1	3	7	∅	266	o	ŋ	o	ɗ	ʃ	a	∅	U	N	U	T	S	A	∅	7	4	7	1	3	7	∅	267	ɔ	ŋ	ɔ	ɗ	ʃ	a	∅	U	N	U	T	S	A	∅	7	4	7	1	3	7	∅																						
5	0.8333	2	0.3333	842	265	s	o	ŋ	o	e	∅	∅	S	U	N	U	E	∅	∅	3	7	4	7	7	∅	∅	266	ʃ	o	ŋ	o	a	∅	∅	S	U	N	U	A	∅	∅	3	7	4	7	7	∅	∅	267	ʃ	ɔ	ŋ	ɔ	a	∅	∅	S	U	N	U	A	∅	∅	3	7	4	7	7	∅	∅																						
6	1.0000	1	0.1667	842	265	e	s	o	ŋ	∅	∅	∅	E	S	U	N	∅	∅	∅	7	3	7	4	∅	∅	∅	266	a	ʃ	o	ŋ	∅	∅	∅	A	S	U	N	∅	∅	∅	7	3	7	4	∅	∅	∅	267	a	ʃ	ɔ	ŋ	∅	∅	∅	A	S	U	N	∅	∅	∅	7	3	7	4	∅	∅	∅																						
1	0.2000	5	1.0000	853																							268	t	∅	∅	∅	i	r	ʃ	T	∅	∅	∅	I	R	S	1	∅	∅	∅	7	5	3	269	d	∅	∅	∅	i	r	ʃ	T	∅	∅	∅	I	R	S	1	∅	∅	∅	7	5	3	270	θ	∅	∅	∅	ə	r	ʃ	D	∅	∅	∅	E	R	S	3	∅	∅	∅	7	5	3
2	0.4000	4	0.8000	853																							268	i	t	∅	∅	r	ʃ	a	I	T	∅	∅	R	S	A	7	1	∅	∅	5	3	7	269	i	d	∅	∅	r	ʃ	a	I	T	∅	∅	R	S	A	7	1	∅	∅	5	3	7	270	ə	θ	∅	∅	r	ʃ	a	E	D	∅	∅	R	S	A	7	3	∅	∅	5	3	7
3	0.6000	3	0.6000	853																							268	r	i	t	∅	ʃ	a	∅	R	I	T	∅	S	A	∅	5	7	1	∅	3	7	∅	269	r	i	d	∅	ʃ	a	∅	R	I	T	∅	S	A	∅	5	7	1	∅	3	7	∅	270	r	ə	θ	∅	ʃ	a	∅	R	E	D	∅	S	A	∅	5	7	3	∅	3	7	∅
4	0.8000	2	0.4000	853																							268	ʃ	r	i	t	a	∅	∅	S	R	I	T	A	∅	∅	3	5	7	1	7	∅	∅	269	ʃ	r	i	d	a	∅	∅	S	R	I	T	A	∅	∅	3	5	7	1	7	∅	∅	270	ʃ	r	ə	θ	a	∅	∅	S	R	E	D	A	∅	∅	3	5	7	3	7	∅	∅
5	1.0000	1	0.2000	853																							268	a	ʃ	r	i	∅	∅	∅	A	S	R	I	∅	∅	∅	7	3	5	7	∅	∅	∅	269	a	ʃ	r	i	∅	∅	∅	A	S	R	I	∅	∅	∅	7	3	5	7	∅	∅	∅	270	a	ʃ	r	ə	∅	∅	∅	A	S	R	E	∅	∅	∅	7	3	5	7	∅	∅	∅
1	0.1667	6	1.0000	859																							271	k	∅	∅	∅	ʔ	o	s	K	∅	∅	∅	H	U	S	1	∅	∅	∅	1	7	3	272	k	∅	∅	∅	ʔ	ɔ	s	K	∅	∅	∅	H	U	S	1	∅	∅	∅	1	7	3																						
2	0.3333	5	0.8333	859																							271	ʔ	k	∅	∅	o	s	-	H	K	∅	∅	U	S	_	1	1	∅	∅	7	3	0	272	ʔ	k	∅	∅	ɔ	s	ʔ	H	K	∅	∅	U	S	H	1	1	∅	∅	7	3	1																						
3	0.5000	4	0.6667	859																							271	o	ʔ	k	∅	s	-	i	U	H	K	∅	S	_	I	7	1	1	∅	3	0	7	272	ɔ	ʔ	k	∅	s	ʔ	i	U	H	K	∅	S	H	I	7	1	1	∅	3	1	7																						
4	0.6667	3	0.5000	859																							271	s	o	ʔ	k	-	i	∅	S	U	H	K	_	I	∅	3	7	1	1	0	7	∅	272	s	ɔ	ʔ	k	ʔ	i	∅	S	U	H	K	H	I	∅	3	7	1	1	1	7	∅																						
5	0.8333	2	0.3333	859																							271	-	s	o	ʔ	i	∅	∅	_	S	U	H	I	∅	∅	0	3	7	1	7	∅	∅	272	ʔ	s	ɔ	ʔ	i	∅	∅	H	S	U	H	I	∅	∅	1	3	7	1	7	∅	∅																						
6	1.0000	1	0.1667	859																							271	i	-	s	o	∅	∅	∅	I	_	S	U	∅	∅	∅	7	0	3	7	∅	∅	∅	272	i	ʔ	s	ɔ	∅	∅	∅	I	H	S	U	∅	∅	∅	7	1	3	7	∅	∅	∅																						
1	0.1667	6	1.0000	875																							273	h	∅	∅	∅	a	r	o	H	∅	∅	∅	A	R	U	3	∅	∅	∅	7	5	7																							274	g	∅	∅	∅	o	r	o	K	∅	∅	∅	U	R	U	1	∅	∅	∅	7	5	7
2	0.3333	5	0.8333	875																							273	a	h	∅	∅	r	o	ɗ	A	H	∅	∅	R	U	T	7	3	∅	∅	5	7	1																							274	o	g	∅	∅	r	o	ɗ	U	K	∅	∅	R	U	T	7	1	∅	∅	5	7	1
3	0.5000	4	0.6667	875																							273	r	a	h	∅	o	ɗ	i	R	A	H	∅	U	T	I	5	7	3	∅	7	1	7																							274	r	o	g	∅	o	ɗ	i	R	U	K	∅	U	T	I	5	7	1	∅	7	1	7
4	0.6667	3	0.5000	875																							273	o	r	a	h	ɗ	i	∅	U	R	A	H	T	I	∅	7	5	7	3	1	7	∅																							274	o	r	o	g	ɗ	i	∅	U	R	U	K	T	I	∅	7	5	7	1	1	7	∅
5	0.8333	2	0.3333	875																							273	ɗ	o	r	a	i	∅	∅	T	U	R	A	I	∅	∅	1	7	5	7	7	∅	∅																							274	ɗ	o	r	o	i	∅	∅	T	U	R	U	I	∅	∅	1	7	5	7	7	∅	∅
6	1.0000	1	0.1667	875																							273	i	ɗ	o	r	∅	∅	∅	I	T	U	R	∅	∅	∅	7	1	7	5	∅	∅	∅																							274	i	ɗ	o	r	∅	∅	∅	I	T	U	R	∅	∅	∅	7	1	7	5	∅	∅	∅
